IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20080205_PRI_ALL_ALL_REG,USA_CA_20080205_PRI_ALL_ALL_VOTED,USA_CA_20080205_PRI_PROP98_YES,USA_CA_20080205_PRI_PROP98_NO,USA_CA_20080205_PRI_PROP99_YES,USA_CA_20080205_PRI_PROP99_NO
0,_Orange,_060590014015,_0014015,775,187,67,107,110,65
0,_Orange,_060590014016,_0014016,763,147,72,65,65,73
0,_Orange,_060590014018,_0014018,1044,230,105,114,134,83
0,_Orange,_060590014020,_0014020,925,201,91,97,114,76
0,_Orange,_060590014021,_0014021,623,157,90,61,100,48
0,_Orange,_060590014023,_0014023,656,195,99,89,114,72
0,_Orange,_060590014024,_0014024,948,257,148,97,129,120
0,_Orange,_060590014026,_0014026,963,261,138,108,130,116
0,_Orange,_060590014027,_0014027,817,162,79,78,82,74
0,_Orange,_060590014029,_0014029,1076,293,148,119,161,106
0,_Orange,_060590014031,_0014031,1101,241,118,102,134,83
0,_Orange,_060590014032,_0014032,1071,317,159,142,157,145
0,_Orange,_060590014033,_0014033,690,180,81,92,106,64
0,_Orange,_060590014034,_0014034,976,206,90,96,117,66
0,_Orange,_060590014035,_0014035,1140,331,135,184,178,141
0,_Orange,_060590014036,_0014036,886,214,76,125,135,69
0,_Orange,_060590014037,_0014037,1198,313,113,170,188,92
0,_Orange,_060590014040,_0014040,750,180,90,83,101,73
0,_Orange,_060590014041,_0014041,1224,291,146,124,166,102
0,_Orange,_060590014042,_0014042,639,132,61,63,74,45
0,_Orange,_060590014044,_0014044,413,89,44,35,42,34
0,_Orange,_060590014045,_0014045,867,178,83,81,116,50
0,_Orange,_060590014047,_0014047,1222,340,161,131,197,88
0,_Orange,_060590014050,_0014050,302,70,43,23,28,35
0,_Orange,_060590014051,_0014051,0,0,0,0,0,0
0,_Orange,_060590014053,_0014053,1257,272,99,146,152,94
0,_Orange,_060590014055,_0014055,30,13,1,11,5,6
0,_Orange,_060590014058,_0014058,591,155,69,73,82,53
0,_Orange,_060590014059,_0014059,1029,313,169,121,147,141
0,_Orange,_060590014061,_0014061,660,193,104,66,106,64
0,_Orange,_060590014063,_0014063,733,217,86,106,114,81
0,_Orange,_060590014065,_0014065,476,100,47,46,59,34
0,_Orange,_060590014066,_0014066,731,194,99,87,117,61
0,_Orange,_060590014069,_0014069,1192,270,126,122,148,99
0,_Orange,_060590014070,_0014070,62,20,13,7,8,12
0,_Orange,_060590014071,_0014071,893,201,101,83,107,79
0,_Orange,_060590014073,_0014073,894,221,109,101,136,69
0,_Orange,_060590014075,_0014075,696,216,94,119,106,104
0,_Orange,_060590014078,_0014078,1054,202,90,105,111,86
0,_Orange,_060590014080,_0014080,723,158,62,86,95,57
0,_Orange,_060590014082,_0014082,833,181,104,75,89,89
0,_Orange,_060590014084,_0014084,892,210,90,118,121,85
0,_Orange,_060590014085,_0014085,612,162,70,91,83,77
0,_Orange,_060590014086,_0014086,967,269,135,128,134,127
0,_Orange,_060590014089,_0014089,807,220,96,118,131,82
0,_Orange,_060590014090,_0014090,720,187,94,88,98,84
0,_Orange,_060590014091,_0014091,540,116,42,72,62,51
0,_Orange,_060590014092,_0014092,857,240,130,107,115,120
0,_Orange,_060590014218,_0014218,1180,237,98,116,128,90
0,_Orange,_060590014221,_0014221,1167,203,76,114,125,67
0,_Orange,_060590014226,_0014226,1390,365,128,198,205,129
0,_Orange,_060590014228,_0014228,597,153,81,67,87,60
0,_Orange,_060590014229,_0014229,944,197,85,102,118,73
0,_Orange,_060590014231,_0014231,28,15,9,6,6,9
0,_Orange,_060590014234,_0014234,980,252,133,105,158,79
0,_Orange,_060590014235,_0014235,935,174,84,76,95,65
0,_Orange,_060590014236,_0014236,1295,284,120,152,155,116
0,_Orange,_060590014237,_0014237,1151,208,84,111,104,90
0,_Orange,_060590014239,_0014239,829,164,72,78,91,59
0,_Orange,_060590014241,_0014241,1171,295,130,153,182,99
0,_Orange,_060590014242,_0014242,684,162,69,85,88,64
0,_Orange,_060590014244,_0014244,937,210,109,86,108,88
0,_Orange,_060590014246,_0014246,1055,266,145,96,122,113
0,_Orange,_060590014247,_0014247,563,145,85,54,77,57
0,_Orange,_060590014248,_0014248,24,6,5,1,4,2
0,_Orange,_060590014249,_0014249,1010,225,106,99,115,83
0,_Orange,_060590014250,_0014250,1066,299,116,143,143,112
0,_Orange,_060590014251,_0014251,549,108,53,45,66,32
0,_Orange,_060590014252,_0014252,818,204,103,77,105,71
0,_Orange,_060590014254,_0014254,957,245,110,122,136,98
0,_Orange,_060590014255,_0014255,37,15,9,0,3,5
0,_Orange,_060590014256,_0014256,0,0,0,0,0,0
0,_Orange,_060590014257,_0014257,725,188,93,65,92,62
0,_Orange,_060590014258,_0014258,80,18,12,4,10,8
0,_Orange,_060590014274,_0014274,1082,222,121,97,109,107
0,_Orange,_060590014275,_0014275,844,284,152,109,132,117
0,_Orange,_060590014277,_0014277,681,132,57,74,79,51
0,_Orange,_060590014278,_0014278,525,109,53,53,55,52
0,_Orange,_060590014282,_0014282,262,45,21,23,27,16
0,_Orange,_060590014285,_0014285,57,9,6,3,7,2
0,_Orange,_060590014291,_0014291,140,33,17,16,20,13
0,_Orange,_060590014295,_0014295,790,191,102,80,98,88
0,_Orange,_060590014297,_0014297,1089,235,117,107,134,87
0,_Orange,_060590014298,_0014298,635,126,72,47,66,52
0,_Orange,_060590014299,_0014299,208,81,40,34,46,27
0,_Orange,_060590014302,_0014302,84,27,17,10,12,13
0,_Orange,_060590014303,_0014303,70,37,18,14,22,11
0,_Orange,_060590014306,_0014306,1249,348,154,168,190,132
0,_Orange,_060590014308,_0014308,912,227,118,102,117,102
0,_Orange,_060590014314,_0014314,668,139,60,73,95,33
0,_Orange,_060590014316,_0014316,750,190,96,86,96,83
0,_Orange,_060590014317,_0014317,931,272,116,121,126,114
0,_Orange,_060590014323,_0014323,1005,301,135,137,175,97
0,_Orange,_060590016100,_0016100,29,2,1,1,2,0
0,_Orange,_060590016101,_0016101,528,117,50,53,59,43
0,_Orange,_060590016102,_0016102,28,8,4,4,6,2
0,_Orange,_060590016106,_0016106,177,31,18,12,15,13
0,_Orange,_060590016109,_0016109,64,11,8,2,7,3
0,_Orange,_060590016110,_0016110,325,78,38,35,40,34
0,_Orange,_060590017251,_0017251,1090,164,62,97,84,78
0,_Orange,_060590017255,_0017255,1078,141,64,72,59,77
0,_Orange,_060590017256,_0017256,983,130,54,74,62,67
0,_Orange,_060590017258,_0017258,1217,162,79,80,79,80
0,_Orange,_060590017260,_0017260,1018,202,84,116,111,87
0,_Orange,_060590017261,_0017261,909,189,82,103,106,77
0,_Orange,_060590017264,_0017264,937,187,87,99,89,97
0,_Orange,_060590017268,_0017268,853,154,69,84,83,69
0,_Orange,_060590017269,_0017269,814,213,121,85,104,105
0,_Orange,_060590017271,_0017271,836,120,58,58,64,47
0,_Orange,_060590017274,_0017274,1249,170,77,89,92,74
0,_Orange,_060590017278,_0017278,1052,216,108,105,106,106
0,_Orange,_060590017279,_0017279,1071,259,127,130,137,118
0,_Orange,_060590017281,_0017281,1257,329,148,174,173,149
0,_Orange,_060590017282,_0017282,1151,138,41,85,77,51
0,_Orange,_060590017286,_0017286,538,77,33,43,35,41
0,_Orange,_060590017290,_0017290,1180,184,76,106,117,65
0,_Orange,_060590017294,_0017294,990,230,112,111,97,125
0,_Orange,_060590017335,_0017335,944,219,90,128,121,97
0,_Orange,_060590017336,_0017336,889,188,84,102,87,95
0,_Orange,_060590017338,_0017338,1051,132,42,88,85,45
0,_Orange,_060590017340,_0017340,710,183,88,91,80,98
0,_Orange,_060590017345,_0017345,1115,115,43,70,66,46
0,_Orange,_060590017348,_0017348,918,207,81,120,115,90
0,_Orange,_060590017351,_0017351,623,125,68,55,57,66
0,_Orange,_060590017352,_0017352,981,242,108,127,125,110
0,_Orange,_060590017355,_0017355,1026,220,67,150,130,83
0,_Orange,_060590017356,_0017356,665,186,85,95,86,93
0,_Orange,_060590018194,_0018194,95,14,10,4,5,9
0,_Orange,_060590018195,_0018195,610,135,53,80,80,51
0,_Orange,_060590018196,_0018196,109,37,18,17,22,14
0,_Orange,_060590018198,_0018198,39,18,7,11,12,6
0,_Orange,_060590021369,_0021369,759,155,67,81,89,60
0,_Orange,_060590021371,_0021371,76,10,5,5,9,1
0,_Orange,_060590021376,_0021376,1041,196,88,104,106,87
0,_Orange,_060590021380,_0021380,808,117,49,65,62,52
0,_Orange,_060590021381,_0021381,687,123,49,70,75,43
0,_Orange,_060590021382,_0021382,661,95,44,50,45,47
0,_Orange,_060590021402,_0021402,0,0,0,0,0,0
0,_Orange,_060590022166,_0022166,243,62,30,32,36,25
0,_Orange,_060590023169,_0023169,1098,245,114,124,120,119
0,_Orange,_060590023170,_0023170,892,218,117,101,107,109
0,_Orange,_060590023173,_0023173,916,279,132,142,130,143
0,_Orange,_060590023174,_0023174,668,167,83,81,79,85
0,_Orange,_060590023175,_0023175,1003,294,174,117,120,167
0,_Orange,_060590023176,_0023176,1159,236,103,129,125,105
0,_Orange,_060590023177,_0023177,1101,254,126,127,145,105
0,_Orange,_060590023178,_0023178,852,226,107,112,109,112
0,_Orange,_060590023180,_0023180,935,217,106,104,112,101
0,_Orange,_060590023184,_0023184,808,99,38,58,55,42
0,_Orange,_060590023185,_0023185,912,238,116,118,112,119
0,_Orange,_060590023186,_0023186,786,143,77,62,65,72
0,_Orange,_060590023187,_0023187,945,253,127,121,130,121
0,_Orange,_060590023188,_0023188,959,248,126,116,106,134
0,_Orange,_060590023189,_0023189,820,213,90,121,131,73
0,_Orange,_060590023190,_0023190,926,252,118,131,117,128
0,_Orange,_060590023193,_0023193,476,178,54,118,123,49
0,_Orange,_060590023194,_0023194,1148,205,90,108,96,101
0,_Orange,_060590023195,_0023195,1093,96,50,44,52,42
0,_Orange,_060590023203,_0023203,953,243,140,101,115,121
0,_Orange,_060590023205,_0023205,1052,239,112,123,123,111
0,_Orange,_060590023206,_0023206,898,97,41,52,55,40
0,_Orange,_060590023207,_0023207,875,152,72,79,82,67
0,_Orange,_060590023209,_0023209,1151,192,86,103,108,82
0,_Orange,_060590023213,_0023213,821,84,34,48,55,27
0,_Orange,_060590023214,_0023214,993,253,145,107,119,128
0,_Orange,_060590023216,_0023216,983,248,123,119,119,120
0,_Orange,_060590023217,_0023217,889,151,74,76,70,78
0,_Orange,_060590023221,_0023221,992,249,119,124,122,123
0,_Orange,_060590023223,_0023223,442,97,56,38,59,37
0,_Orange,_060590025230,_0025230,443,191,73,113,123,64
0,_Orange,_060590025231,_0025231,589,282,117,153,173,95
0,_Orange,_060590025234,_0025234,463,201,100,97,118,78
0,_Orange,_060590025237,_0025237,277,144,40,98,104,33
0,_Orange,_060590025238,_0025238,592,292,125,160,175,111
0,_Orange,_060590025239,_0025239,461,200,82,111,121,66
0,_Orange,_060590025242,_0025242,682,297,129,159,166,117
0,_Orange,_060590025282,_0025282,435,227,78,139,150,59
0,_Orange,_060590025285,_0025285,667,291,122,158,176,103
0,_Orange,_060590025286,_0025286,546,228,91,128,131,90
0,_Orange,_060590025288,_0025288,681,295,112,172,182,98
0,_Orange,_060590025289,_0025289,640,270,118,140,152,110
0,_Orange,_060590025315,_0025315,767,318,124,179,199,103
0,_Orange,_060590025317,_0025317,702,255,132,120,141,100
0,_Orange,_060590025360,_0025360,700,301,133,161,190,97
0,_Orange,_060590025362,_0025362,461,157,63,92,97,56
0,_Orange,_060590025363,_0025363,578,300,105,184,200,89
0,_Orange,_060590025364,_0025364,533,184,64,116,117,58
0,_Orange,_060590025365,_0025365,586,248,89,150,167,73
0,_Orange,_060590025366,_0025366,634,219,107,108,133,80
0,_Orange,_060590025370,_0025370,593,246,99,138,142,95
0,_Orange,_060590025371,_0025371,105,21,13,7,11,8
0,_Orange,_060590025377,_0025377,117,60,23,35,38,20
0,_Orange,_060590025382,_0025382,354,106,31,69,68,29
0,_Orange,_060590025383,_0025383,470,191,78,104,124,55
0,_Orange,_060590025385,_0025385,457,186,79,98,111,69
0,_Orange,_060590025387,_0025387,428,199,92,104,115,74
0,_Orange,_060590025388,_0025388,531,231,113,108,120,95
0,_Orange,_060590025390,_0025390,478,266,98,160,180,79
0,_Orange,_060590025391,_0025391,585,276,113,154,168,91
0,_Orange,_060590025392,_0025392,658,311,143,154,180,111
0,_Orange,_060590026193,_0026193,628,186,88,94,94,88
0,_Orange,_060590026197,_0026197,0,0,0,0,0,0
0,_Orange,_060590026200,_0026200,0,0,0,0,0,0
0,_Orange,_060590027112,_0027112,1054,198,60,134,124,67
0,_Orange,_060590027113,_0027113,970,208,88,112,130,70
0,_Orange,_060590027115,_0027115,1097,175,62,106,96,74
0,_Orange,_060590027117,_0027117,806,153,51,96,100,45
0,_Orange,_060590027145,_0027145,1072,186,84,98,112,68
0,_Orange,_060590027147,_0027147,1213,240,98,135,151,84
0,_Orange,_060590027155,_0027155,653,154,56,95,78,67
0,_Orange,_060590027156,_0027156,841,126,56,68,78,46
0,_Orange,_060590027157,_0027157,860,73,27,41,44,19
0,_Orange,_060590027159,_0027159,803,253,85,156,156,82
0,_Orange,_060590027161,_0027161,849,124,67,52,71,49
0,_Orange,_060590027162,_0027162,932,193,84,104,125,64
0,_Orange,_060590027163,_0027163,567,118,39,78,70,44
0,_Orange,_060590027164,_0027164,1051,190,65,116,128,55
0,_Orange,_060590027168,_0027168,781,96,42,49,59,32
0,_Orange,_060590027170,_0027170,965,149,50,97,83,61
0,_Orange,_060590028200,_0028200,513,84,36,46,54,28
0,_Orange,_060590028201,_0028201,533,155,85,67,68,83
0,_Orange,_060590028205,_0028205,0,0,0,0,0,0
0,_Orange,_060590028206,_0028206,0,0,0,0,0,0
0,_Orange,_060590028247,_0028247,603,209,124,83,88,115
0,_Orange,_060590029277,_0029277,1232,224,109,110,109,112
0,_Orange,_060590029278,_0029278,0,0,0,0,0,0
0,_Orange,_060590029279,_0029279,1048,210,123,83,103,104
0,_Orange,_060590029280,_0029280,829,177,109,61,85,86
0,_Orange,_060590029281,_0029281,1047,251,111,136,152,97
0,_Orange,_060590029282,_0029282,1195,254,119,131,119,132
0,_Orange,_060590029284,_0029284,847,166,82,81,89,73
0,_Orange,_060590029285,_0029285,966,229,122,105,116,106
0,_Orange,_060590029286,_0029286,968,245,111,124,116,120
0,_Orange,_060590029289,_0029289,19,6,4,2,2,3
0,_Orange,_060590029291,_0029291,947,267,169,93,109,153
0,_Orange,_060590029292,_0029292,927,222,114,104,101,117
0,_Orange,_060590029293,_0029293,974,240,150,84,101,130
0,_Orange,_060590029294,_0029294,982,229,131,96,107,117
0,_Orange,_060590029295,_0029295,1003,273,157,110,133,134
0,_Orange,_060590029297,_0029297,932,291,181,103,130,152
0,_Orange,_060590029299,_0029299,1099,225,135,87,111,108
0,_Orange,_060590029300,_0029300,1060,245,151,88,103,137
0,_Orange,_060590029302,_0029302,870,223,118,100,111,108
0,_Orange,_060590029304,_0029304,1118,342,199,132,157,179
0,_Orange,_060590029305,_0029305,1052,236,112,118,120,114
0,_Orange,_060590029306,_0029306,4,0,0,0,0,0
0,_Orange,_060590029307,_0029307,1172,278,152,123,129,143
0,_Orange,_060590029308,_0029308,552,134,73,58,63,68
0,_Orange,_060590029309,_0029309,972,158,91,62,74,76
0,_Orange,_060590029310,_0029310,913,173,70,97,86,80
0,_Orange,_060590029311,_0029311,925,191,88,100,106,82
0,_Orange,_060590029312,_0029312,893,145,84,54,58,77
0,_Orange,_060590029313,_0029313,1101,221,125,90,100,113
0,_Orange,_060590029314,_0029314,958,158,93,61,68,86
0,_Orange,_060590029340,_0029340,777,195,98,94,101,92
0,_Orange,_060590029346,_0029346,885,189,81,99,101,80
0,_Orange,_060590029347,_0029347,630,153,95,56,73,74
0,_Orange,_060590029349,_0029349,1003,242,129,105,103,132
0,_Orange,_060590029352,_0029352,558,140,75,62,70,65
0,_Orange,_060590029354,_0029354,1203,276,127,145,144,123
0,_Orange,_060590029356,_0029356,678,184,104,75,79,98
0,_Orange,_060590029357,_0029357,406,147,55,91,101,41
0,_Orange,_060590029359,_0029359,795,186,108,75,89,94
0,_Orange,_060590029360,_0029360,409,135,68,66,67,64
0,_Orange,_060590029361,_0029361,744,173,83,84,72,97
0,_Orange,_060590029362,_0029362,1379,367,189,173,196,163
0,_Orange,_060590029363,_0029363,935,168,82,84,79,86
0,_Orange,_060590029364,_0029364,1027,302,181,119,128,171
0,_Orange,_060590029365,_0029365,1106,267,150,114,118,144
0,_Orange,_060590029368,_0029368,939,189,102,81,74,108
0,_Orange,_060590029369,_0029369,1021,273,147,120,115,147
0,_Orange,_060590029370,_0029370,1017,193,95,91,106,81
0,_Orange,_060590031001,_0031001,912,239,126,105,118,114
0,_Orange,_060590031002,_0031002,900,218,102,114,100,117
0,_Orange,_060590031003,_0031003,616,159,91,61,90,63
0,_Orange,_060590031004,_0031004,408,58,26,28,33,22
0,_Orange,_060590031005,_0031005,847,208,103,99,118,84
0,_Orange,_060590031006,_0031006,484,155,76,74,70,79
0,_Orange,_060590031007,_0031007,1045,195,94,100,110,81
0,_Orange,_060590031009,_0031009,879,220,97,121,117,96
0,_Orange,_060590031010,_0031010,897,249,127,115,133,112
0,_Orange,_060590031011,_0031011,842,284,81,194,185,87
0,_Orange,_060590031012,_0031012,1176,239,77,153,161,69
0,_Orange,_060590031013,_0031013,543,115,61,51,61,51
0,_Orange,_060590031014,_0031014,882,248,120,116,132,106
0,_Orange,_060590031015,_0031015,831,260,107,142,147,100
0,_Orange,_060590031016,_0031016,907,209,102,94,100,92
0,_Orange,_060590031017,_0031017,611,120,56,60,66,52
0,_Orange,_060590031201,_0031201,991,255,127,122,134,112
0,_Orange,_060590031202,_0031202,899,227,114,111,123,98
0,_Orange,_060590031203,_0031203,470,74,36,32,38,32
0,_Orange,_060590031205,_0031205,961,212,102,106,115,96
0,_Orange,_060590031206,_0031206,1032,252,104,144,137,108
0,_Orange,_060590031212,_0031212,756,148,77,64,81,62
0,_Orange,_060590031213,_0031213,604,138,66,70,63,70
0,_Orange,_060590031214,_0031214,864,212,107,104,99,106
0,_Orange,_060590031216,_0031216,775,212,124,79,102,101
0,_Orange,_060590031217,_0031217,514,97,55,39,43,52
0,_Orange,_060590031218,_0031218,1113,250,117,121,133,106
0,_Orange,_060590031221,_0031221,606,163,85,68,69,87
0,_Orange,_060590031223,_0031223,995,217,91,123,116,98
0,_Orange,_060590031225,_0031225,1108,341,126,205,209,117
0,_Orange,_060590031230,_0031230,1013,289,149,136,139,144
0,_Orange,_060590031231,_0031231,610,129,65,63,84,43
0,_Orange,_060590031233,_0031233,695,173,92,76,86,83
0,_Orange,_060590031235,_0031235,780,182,98,75,72,101
0,_Orange,_060590031237,_0031237,527,85,32,53,50,33
0,_Orange,_060590031238,_0031238,753,186,89,94,104,76
0,_Orange,_060590031239,_0031239,925,261,130,126,150,106
0,_Orange,_060590031241,_0031241,1124,157,58,91,93,56
0,_Orange,_060590031242,_0031242,957,235,122,107,112,108
0,_Orange,_060590031244,_0031244,930,233,102,121,123,101
0,_Orange,_060590031245,_0031245,836,218,113,99,104,110
0,_Orange,_060590031246,_0031246,909,208,86,108,111,84
0,_Orange,_060590031247,_0031247,914,263,129,127,138,116
0,_Orange,_060590032100,_0032100,798,117,44,69,67,47
0,_Orange,_060590032101,_0032101,594,119,73,46,60,58
0,_Orange,_060590032102,_0032102,559,151,93,55,63,79
0,_Orange,_060590032103,_0032103,1115,88,36,51,49,38
0,_Orange,_060590032106,_0032106,853,129,64,63,78,49
0,_Orange,_060590032109,_0032109,928,193,126,60,96,88
0,_Orange,_060590032110,_0032110,1030,185,96,84,101,78
0,_Orange,_060590032138,_0032138,886,108,44,61,62,44
0,_Orange,_060590032139,_0032139,438,76,37,38,36,38
0,_Orange,_060590032140,_0032140,625,96,41,51,55,38
0,_Orange,_060590032141,_0032141,1130,267,143,119,125,130
0,_Orange,_060590032142,_0032142,923,228,91,130,130,91
0,_Orange,_060590032143,_0032143,552,254,92,157,160,90
0,_Orange,_060590032144,_0032144,748,238,146,84,93,131
0,_Orange,_060590032145,_0032145,1008,240,117,122,127,111
0,_Orange,_060590032146,_0032146,1051,239,133,96,118,108
0,_Orange,_060590032147,_0032147,513,262,109,147,156,98
0,_Orange,_060590032149,_0032149,829,207,97,108,118,83
0,_Orange,_060590032150,_0032150,946,231,129,94,104,119
0,_Orange,_060590032151,_0032151,505,229,97,127,135,82
0,_Orange,_060590032152,_0032152,969,102,48,54,59,42
0,_Orange,_060590032153,_0032153,759,237,128,104,101,127
0,_Orange,_060590032154,_0032154,802,193,104,88,108,84
0,_Orange,_060590032155,_0032155,745,216,108,103,99,112
0,_Orange,_060590032157,_0032157,819,281,155,118,127,143
0,_Orange,_060590032158,_0032158,809,252,157,88,122,122
0,_Orange,_060590032159,_0032159,891,274,160,109,120,143
0,_Orange,_060590032160,_0032160,864,62,24,37,35,24
0,_Orange,_060590032161,_0032161,1105,158,72,85,98,58
0,_Orange,_060590032162,_0032162,529,134,59,69,70,57
0,_Orange,_060590032163,_0032163,603,141,61,77,68,69
0,_Orange,_060590032165,_0032165,639,142,79,59,70,68
0,_Orange,_060590032166,_0032166,779,205,104,97,100,100
0,_Orange,_060590032167,_0032167,576,100,46,50,59,37
0,_Orange,_060590032169,_0032169,985,201,105,94,94,102
0,_Orange,_060590032170,_0032170,668,195,104,87,88,104
0,_Orange,_060590032171,_0032171,1053,171,98,69,98,72
0,_Orange,_060590032173,_0032173,913,146,86,58,64,77
0,_Orange,_060590032174,_0032174,990,225,77,144,156,60
0,_Orange,_060590032175,_0032175,993,306,167,133,156,139
0,_Orange,_060590032176,_0032176,990,303,154,142,157,139
0,_Orange,_060590032177,_0032177,758,127,52,71,77,47
0,_Orange,_060590032178,_0032178,876,83,26,56,59,23
0,_Orange,_060590032179,_0032179,996,256,130,121,124,120
0,_Orange,_060590032180,_0032180,995,208,84,117,110,89
0,_Orange,_060590032182,_0032182,890,224,113,109,100,122
0,_Orange,_060590032184,_0032184,934,215,101,110,124,88
0,_Orange,_060590032186,_0032186,1025,215,100,114,122,88
0,_Orange,_060590032188,_0032188,1025,240,125,109,109,123
0,_Orange,_060590032190,_0032190,722,169,89,77,81,82
0,_Orange,_060590032191,_0032191,820,232,83,148,137,87
0,_Orange,_060590032193,_0032193,868,187,105,77,81,100
0,_Orange,_060590032194,_0032194,698,162,43,113,93,65
0,_Orange,_060590032195,_0032195,877,142,71,67,77,61
0,_Orange,_060590032196,_0032196,838,50,19,30,21,29
0,_Orange,_060590032197,_0032197,1084,196,102,92,109,84
0,_Orange,_060590032198,_0032198,631,174,70,101,96,75
0,_Orange,_060590032200,_0032200,1015,212,109,101,103,108
0,_Orange,_060590032204,_0032204,597,106,72,33,47,55
0,_Orange,_060590032205,_0032205,449,120,60,58,54,60
0,_Orange,_060590032207,_0032207,1163,133,52,81,75,55
0,_Orange,_060590032208,_0032208,1155,339,157,177,177,157
0,_Orange,_060590032209,_0032209,799,197,91,105,112,79
0,_Orange,_060590032232,_0032232,957,168,68,96,88,76
0,_Orange,_060590032247,_0032247,792,187,99,82,102,80
0,_Orange,_060590032248,_0032248,508,112,55,55,64,45
0,_Orange,_060590032265,_0032265,923,173,102,66,75,95
0,_Orange,_060590032266,_0032266,788,201,103,94,105,89
0,_Orange,_060590032267,_0032267,675,150,72,74,75,72
0,_Orange,_060590032269,_0032269,679,182,97,83,94,84
0,_Orange,_060590032270,_0032270,910,226,111,107,122,96
0,_Orange,_060590032278,_0032278,892,109,23,84,86,22
0,_Orange,_060590032280,_0032280,639,285,84,198,177,103
0,_Orange,_060590032282,_0032282,910,185,84,92,112,65
0,_Orange,_060590032283,_0032283,771,192,101,89,91,94
0,_Orange,_060590032285,_0032285,627,186,99,86,88,94
0,_Orange,_060590032286,_0032286,1064,190,80,109,124,63
0,_Orange,_060590032287,_0032287,1078,251,115,132,126,121
0,_Orange,_060590032289,_0032289,414,131,59,65,59,68
0,_Orange,_060590032290,_0032290,674,146,71,70,76,65
0,_Orange,_060590032293,_0032293,718,189,91,95,91,91
0,_Orange,_060590032295,_0032295,1026,243,118,119,117,117
0,_Orange,_060590032300,_0032300,299,79,35,44,39,40
0,_Orange,_060590032301,_0032301,987,210,90,112,116,87
0,_Orange,_060590032302,_0032302,797,189,69,115,119,64
0,_Orange,_060590032303,_0032303,843,196,111,82,102,87
0,_Orange,_060590032305,_0032305,954,213,101,108,108,102
0,_Orange,_060590032306,_0032306,842,204,77,120,111,87
0,_Orange,_060590032307,_0032307,939,208,99,104,97,103
0,_Orange,_060590032308,_0032308,829,246,131,111,110,130
0,_Orange,_060590032309,_0032309,919,155,88,63,87,65
0,_Orange,_060590032312,_0032312,605,106,21,83,67,37
0,_Orange,_060590032319,_0032319,1078,253,108,137,129,115
0,_Orange,_060590032320,_0032320,796,155,71,76,77,68
0,_Orange,_060590032321,_0032321,568,164,82,82,80,81
0,_Orange,_060590032322,_0032322,644,95,44,49,51,42
0,_Orange,_060590032323,_0032323,1103,191,103,83,95,82
0,_Orange,_060590032324,_0032324,739,126,65,58,63,57
0,_Orange,_060590032325,_0032325,923,215,104,108,111,100
0,_Orange,_060590032328,_0032328,558,160,82,76,87,71
0,_Orange,_060590032329,_0032329,837,284,143,136,139,140
0,_Orange,_060590032333,_0032333,843,225,98,122,123,95
0,_Orange,_060590032335,_0032335,1154,272,99,165,173,87
0,_Orange,_060590032336,_0032336,712,116,54,58,72,40
0,_Orange,_060590032337,_0032337,733,154,60,92,102,46
0,_Orange,_060590032338,_0032338,1091,122,60,61,69,52
0,_Orange,_060590032340,_0032340,752,146,69,76,85,56
0,_Orange,_060590032341,_0032341,804,146,77,68,64,78
0,_Orange,_060590032343,_0032343,982,248,122,122,112,129
0,_Orange,_060590032345,_0032345,820,189,85,99,93,93
0,_Orange,_060590032346,_0032346,658,186,96,87,72,108
0,_Orange,_060590032347,_0032347,893,228,112,113,113,106
0,_Orange,_060590032348,_0032348,660,136,71,64,77,59
0,_Orange,_060590032349,_0032349,842,220,110,109,109,107
0,_Orange,_060590032351,_0032351,891,217,109,105,112,101
0,_Orange,_060590032352,_0032352,1107,385,131,246,226,147
0,_Orange,_060590032354,_0032354,878,238,118,120,124,113
0,_Orange,_060590032355,_0032355,824,223,127,92,111,105
0,_Orange,_060590032356,_0032356,813,129,56,69,74,50
0,_Orange,_060590032358,_0032358,1061,214,92,120,107,102
0,_Orange,_060590032361,_0032361,806,116,35,78,77,36
0,_Orange,_060590032362,_0032362,183,62,28,32,39,21
0,_Orange,_060590032365,_0032365,1023,259,115,144,149,106
0,_Orange,_060590032366,_0032366,905,199,98,97,118,74
0,_Orange,_060590032367,_0032367,893,131,73,56,78,48
0,_Orange,_060590032369,_0032369,929,170,74,93,79,89
0,_Orange,_060590032370,_0032370,1032,115,44,68,76,34
0,_Orange,_060590032371,_0032371,814,151,81,65,79,65
0,_Orange,_060590032375,_0032375,940,243,117,124,133,106
0,_Orange,_060590032376,_0032376,780,125,64,59,59,62
0,_Orange,_060590032378,_0032378,739,111,50,57,62,48
0,_Orange,_060590032379,_0032379,925,147,55,88,92,50
0,_Orange,_060590032381,_0032381,875,96,36,59,52,43
0,_Orange,_060590032383,_0032383,757,69,21,47,50,17
0,_Orange,_060590032384,_0032384,845,71,23,47,46,24
0,_Orange,_060590032385,_0032385,948,119,40,77,67,51
0,_Orange,_060590032388,_0032388,548,124,53,70,58,64
0,_Orange,_060590032390,_0032390,744,236,121,107,116,115
0,_Orange,_060590032392,_0032392,932,282,130,143,120,150
0,_Orange,_060590032393,_0032393,996,306,89,211,188,110
0,_Orange,_060590032395,_0032395,799,71,34,35,40,28
0,_Orange,_060590032397,_0032397,616,83,31,49,49,29
