IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20121106_GEN_REGVOTED_ALL,USA_CA_20121106_GEN_REGVOTED_AFF_DEM,USA_CA_20121106_GEN_REGVOTED_AFF_REP,USA_CA_20121106_GEN_REGVOTED_AFF_OTH,USA_CA_20121106_GEN_REGVOTED_AFF_DCL,USA_CA_20121106_GEN_REGVOTED_SEX_MALE,USA_CA_20121106_GEN_REGVOTED_SEX_FEMALE,USA_CA_20121106_GEN_REGVOTED_NAT_HISP,USA_CA_20121106_GEN_REGVOTED_NAT_JEW,USA_CA_20121106_GEN_REGVOTED_NAT_ASI,USA_CA_20121106_GEN_REGVOTED_NAT_OTH,USA_CA_20121106_GEN_REGVOTED_AGE_1824,USA_CA_20121106_GEN_REGVOTED_AGE_2534,USA_CA_20121106_GEN_REGVOTED_AGE_3544,USA_CA_20121106_GEN_REGVOTED_AGE_4554,USA_CA_20121106_GEN_REGVOTED_AGE_5564,USA_CA_20121106_GEN_REGVOTED_AGE_65PL,USA_CA_20121106_GEN_REGVOTED_REG_CYC1_G10,USA_CA_20121106_GEN_REGVOTED_REG_CYC2_G08,USA_CA_20121106_GEN_REGVOTED_REG_CYC3_G06,USA_CA_20121106_GEN_REGVOTED_REG_CYC4_G04,USA_CA_20121106_GEN_REGVOTED_REG_CYC5_G02,USA_CA_20121106_GEN_REGVOTED_REG_CYC6_G00,USA_CA_20121106_GEN_REGVOTED_REG_CYC7_G98,USA_CA_20121106_GEN_REGVOTED_REG_CYC8_G96,USA_CA_20121106_GEN_REGVOTED_REG_CYCN_NON
0,_Placer,_060610512806,_0512806,851,243,400,33,175,416,435,30,32,10,779,60,47,96,207,218,223,137,88,113,56,90,46,66,40,215
0,_Placer,_060610512807,_0512807,927,233,497,42,155,460,467,35,35,13,844,64,63,84,210,289,217,143,98,147,65,91,53,61,47,222
0,_Placer,_060610512901,_0512901,514,154,243,27,90,242,272,23,22,2,467,37,35,65,123,122,132,92,52,78,36,67,25,44,24,96
0,_Placer,_060610512903,_0512903,1096,318,497,58,223,532,564,42,48,10,996,73,90,115,181,288,349,215,113,149,83,113,60,77,41,245
0,_Placer,_060610513101,_0513101,463,150,209,20,84,243,220,12,23,1,427,22,23,34,100,142,142,67,45,46,42,62,26,47,20,108
0,_Placer,_060610513102,_0513102,367,99,184,15,69,192,175,9,8,6,344,25,38,31,69,104,100,56,34,57,24,33,32,23,13,95
0,_Placer,_060610513402,_0513402,595,215,163,37,180,340,255,19,22,6,548,33,104,87,97,128,146,120,73,87,47,66,34,33,16,119
0,_Placer,_060610513607,_0513607,812,337,220,41,214,443,369,19,39,7,747,27,98,128,165,210,184,160,85,125,48,74,43,55,48,174
0,_Placer,_060610513609,_0513609,844,336,234,38,236,439,405,20,62,7,755,33,127,111,157,213,203,194,97,116,47,70,40,53,25,202
0,_Placer,_060610513613,_0513613,285,101,97,11,76,127,158,6,12,0,267,16,30,34,63,61,81,64,33,38,16,26,16,16,8,68
0,_Placer,_060610513614,_0513614,466,180,129,27,130,237,229,7,33,2,424,23,43,73,98,125,104,96,54,61,34,50,24,28,15,104
0,_Placer,_060610513702,_0513702,1014,359,315,60,280,513,501,36,62,7,909,41,118,144,190,271,250,221,107,122,72,124,50,67,42,209
0,_Placer,_060610513706,_0513706,730,316,130,48,236,365,365,104,32,10,584,63,106,155,154,153,99,210,82,100,62,78,24,50,28,96
0,_Placer,_060610550101,_0550101,505,142,253,18,92,245,260,23,33,12,437,34,23,71,92,133,152,116,61,66,47,90,28,37,15,45
0,_Placer,_060610550102,_0550102,703,170,360,28,145,341,362,22,38,14,629,55,29,72,151,186,210,122,73,81,53,69,58,72,54,121
0,_Placer,_060610550103,_0550103,797,214,397,20,166,394,403,19,30,19,729,56,46,71,173,221,230,135,72,82,69,87,58,58,40,196
0,_Placer,_060610550104,_0550104,675,239,288,38,110,302,373,30,30,15,600,39,52,85,128,142,229,147,60,93,39,70,54,39,32,141
0,_Placer,_060610550106,_0550106,706,268,258,28,152,328,378,25,31,8,642,29,70,107,148,171,181,166,81,76,40,63,44,47,31,158
0,_Placer,_060610550107,_0550107,799,249,328,45,177,380,419,26,50,12,711,48,87,101,150,196,217,178,102,102,58,81,40,53,21,164
0,_Placer,_060610550109,_0550109,982,357,346,49,230,424,558,49,29,7,897,67,131,115,177,263,229,231,138,142,75,85,61,58,27,165
0,_Placer,_060610550110,_0550110,600,218,240,26,116,249,351,23,22,6,549,38,42,53,74,109,284,175,70,85,33,57,23,45,22,90
0,_Placer,_060610550111,_0550111,692,221,320,25,126,316,376,38,24,13,617,36,55,61,113,169,258,130,91,87,37,76,38,44,39,150
0,_Placer,_060610550114,_0550114,221,68,96,11,46,102,119,19,6,0,196,15,26,29,44,58,49,45,29,17,16,32,17,19,11,35
0,_Placer,_060610550116,_0550116,249,68,118,10,53,127,122,17,5,4,223,22,18,41,52,59,57,58,28,30,20,39,10,16,11,37
0,_Placer,_060610562204,_0562204,275,74,144,12,45,135,140,11,8,0,256,14,19,28,58,57,99,47,27,27,15,34,23,21,7,74
0,_Placer,_060610562206,_0562206,445,124,236,15,70,216,229,36,16,0,393,24,25,41,89,127,139,74,36,62,33,37,17,33,22,131
0,_Placer,_060610562503,_0562503,318,73,191,5,49,149,169,3,14,5,296,18,28,21,39,94,118,52,31,26,28,39,23,24,9,86
0,_Placer,_060616160601,_6160601,213,62,91,12,48,95,118,18,5,14,176,14,48,31,43,42,35,96,29,31,10,8,4,14,11,10
0,_Placer,_060616160623,_6160623,2,0,2,0,0,1,1,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0
0,_Placer,_060616161001,_6161001,183,47,102,12,22,91,92,11,2,5,165,7,21,18,40,56,41,24,19,15,10,29,14,10,17,45
0,_Placer,_060616161003,_6161003,22,0,18,1,3,11,11,2,0,3,17,2,3,2,4,8,3,3,4,8,1,0,2,1,0,3
0,_Placer,_060616161009,_6161009,3,0,0,0,3,2,1,0,0,0,3,0,0,0,1,0,2,0,0,0,0,1,2,0,0,0
0,_Placer,_060616251401,_6251401,2,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
0,_Placer,_060616260301,_6260301,140,40,59,12,29,65,75,19,1,0,120,11,29,27,30,20,23,66,8,17,6,9,3,10,3,18
0,_Placer,_060616261001,_6261001,23,1,19,0,3,11,12,1,0,0,22,0,4,3,3,6,7,5,2,2,0,2,2,0,0,10
0,_Placer,_060616261002,_6261002,33,7,22,0,4,11,22,0,1,0,32,0,3,0,7,11,12,8,3,1,1,4,1,4,1,10
0,_Placer,_060616261003,_6261003,15,1,9,0,5,9,6,1,0,0,14,1,0,0,3,8,3,5,0,3,0,1,1,0,0,5
0,_Placer,_060616261101,_6261101,53,13,33,1,6,25,28,3,0,0,50,5,1,1,18,11,17,5,6,6,2,2,2,2,7,21
0,_Placer,_060616261103,_6261103,188,34,128,4,22,91,97,10,6,0,172,9,11,17,40,42,69,19,10,18,10,28,12,13,4,74
0,_Placer,_060616261106,_6261106,95,15,60,5,15,43,52,4,4,0,87,7,8,8,13,28,31,13,8,7,3,12,6,8,5,33
0,_Placer,_060616261207,_6261207,40,13,23,0,4,18,22,5,3,0,32,4,3,2,9,9,13,3,5,7,2,4,6,4,2,7
0,_Placer,_060616261311,_6261311,179,44,101,9,25,93,86,2,7,3,167,4,15,17,32,53,58,27,10,24,20,17,11,5,13,52
0,_Placer,_060616261323,_6261323,203,68,91,12,32,100,103,7,3,1,192,14,6,17,35,62,69,25,23,27,8,18,15,19,12,56
0,_Placer,_060616261324,_6261324,15,3,11,0,1,6,9,0,1,0,14,1,1,2,0,5,6,5,2,0,2,4,1,1,0,0
0,_Placer,_060616261330,_6261330,6,1,2,2,1,4,2,0,0,0,6,0,0,2,4,0,0,1,0,0,0,1,1,1,0,2
0,_Placer,_060616261405,_6261405,9,4,4,0,1,5,4,1,0,0,8,0,1,0,1,3,4,3,0,1,1,0,1,0,0,3
0,_Placer,_060616312204,_6312204,44,8,29,4,3,24,20,0,1,2,41,3,5,3,10,14,9,8,8,2,6,3,2,2,2,11
0,_Placer,_060616312208,_6312208,108,40,49,7,12,59,49,3,8,0,97,8,12,3,15,42,28,7,15,8,6,11,9,10,7,35
0,_Placer,_060616312209,_6312209,180,49,86,5,40,85,95,12,6,0,162,15,11,23,33,44,54,24,23,26,11,23,5,9,5,54
0,_Placer,_060616312214,_6312214,24,8,11,2,3,9,15,0,2,1,21,0,1,0,1,10,12,5,5,4,2,3,1,0,0,4
0,_Placer,_060616351701,_6351701,136,31,76,1,28,75,61,5,5,5,121,14,10,13,32,29,38,23,23,11,4,6,7,8,16,38
0,_Placer,_060616351703,_6351703,73,18,38,7,10,35,38,1,0,0,72,1,7,10,16,15,24,16,8,7,7,4,3,7,6,15
0,_Placer,_060616351805,_6351805,86,28,44,4,10,43,43,1,5,0,80,7,8,13,21,19,18,17,9,9,6,13,2,4,3,23
0,_Placer,_060616351808,_6351808,58,17,30,3,8,31,27,0,0,0,58,2,4,4,16,17,15,3,7,4,7,4,3,7,5,18
0,_Placer,_060616351810,_6351810,97,22,53,1,21,47,50,7,1,2,87,0,8,11,19,24,35,10,14,14,7,11,3,4,2,32
0,_Placer,_060616351901,_6351901,87,38,35,2,12,45,42,3,0,3,81,5,5,5,11,20,41,11,8,10,2,8,2,8,5,33
0,_Placer,_060616352101,_6352101,89,22,37,8,22,44,45,3,1,3,82,8,8,6,20,21,26,9,11,11,8,12,7,7,3,21
0,_Placer,_060616352105,_6352105,4,2,2,0,0,2,2,0,0,0,4,0,0,1,0,2,1,0,1,0,0,0,1,0,0,2
0,_Placer,_060616352106,_6352106,86,21,39,8,18,49,37,1,4,1,80,4,6,11,18,22,25,13,13,11,2,11,5,5,1,25
0,_Placer,_060616352108,_6352108,141,29,71,10,31,74,67,3,7,4,127,14,6,16,36,31,38,21,17,22,14,9,8,12,11,27
0,_Placer,_060616352120,_6352120,107,23,51,4,29,52,55,2,12,0,93,12,11,8,18,30,28,18,19,7,8,8,9,7,6,25
0,_Placer,_060616352129,_6352129,99,24,57,1,17,49,50,4,5,6,84,9,5,7,25,19,34,20,9,12,9,10,5,7,4,23
0,_Placer,_060616352132,_6352132,105,29,55,5,16,50,55,9,3,4,89,9,5,6,34,12,39,16,12,16,9,10,3,6,2,31
0,_Placer,_060616360401,_6360401,124,16,81,2,25,66,58,3,4,3,114,9,7,14,29,37,28,25,20,17,8,12,6,5,4,27
0,_Placer,_060616360402,_6360402,124,22,71,2,29,57,67,5,4,3,112,9,15,26,29,32,13,21,12,17,24,13,13,4,4,16
0,_Placer,_060616360404,_6360404,15,6,8,0,1,9,6,0,0,0,15,5,0,0,5,4,1,3,1,2,0,0,0,3,3,3
0,_Placer,_060616360410,_6360410,118,22,60,5,31,61,57,5,6,0,107,10,9,17,39,22,21,42,16,10,24,8,3,2,4,9
0,_Placer,_060616360506,_6360506,55,20,23,3,9,24,31,3,0,3,49,4,18,15,3,8,7,23,12,7,6,4,1,1,0,1
0,_Placer,_060616360515,_6360515,10,6,4,0,0,6,4,1,0,3,6,0,0,1,3,2,4,1,0,1,1,1,0,0,0,6
0,_Placer,_060616361301,_6361301,21,5,10,1,5,12,9,0,0,0,21,1,2,1,2,9,6,3,1,0,6,4,1,0,0,6
0,_Placer,_060616361504,_6361504,218,54,116,9,39,111,107,10,14,6,188,22,21,19,40,65,51,32,19,21,16,30,20,17,15,48
0,_Placer,_060616361505,_6361505,183,32,106,8,37,104,79,6,8,2,167,26,9,26,54,32,36,44,26,26,12,19,11,10,8,27
0,_Placer,_060616361507,_6361507,173,35,97,12,29,94,79,10,10,2,151,19,17,34,34,28,41,38,30,34,7,18,7,5,4,30
0,_Placer,_060616361509,_6361509,3,2,0,0,1,1,2,3,0,0,0,1,0,1,1,0,0,1,0,0,0,2,0,0,0,0
0,_Placer,_060616361513,_6361513,28,10,15,0,3,11,17,2,0,2,24,0,0,4,4,5,15,4,2,3,1,0,3,4,0,11
0,_Placer,_060616361601,_6361601,220,55,116,7,42,107,113,8,3,9,200,26,25,17,53,46,53,42,21,17,14,25,14,10,10,67
0,_Placer,_060616361703,_6361703,133,20,89,4,20,64,69,2,2,0,129,7,8,18,25,35,40,23,10,12,8,14,7,9,5,45
0,_Placer,_060616361706,_6361706,28,1,21,1,5,14,14,4,0,0,24,1,3,2,11,8,3,2,2,5,3,2,2,5,1,6
0,_Placer,_060616361712,_6361712,95,12,63,8,12,52,43,3,10,1,81,8,6,12,24,17,28,16,11,17,6,10,6,6,5,18
0,_Placer,_060616361715,_6361715,215,60,116,4,35,108,107,7,8,4,196,16,10,16,50,50,73,22,32,20,9,34,17,11,9,61
0,_Placer,_060616361716,_6361716,27,14,11,1,1,9,18,3,1,2,21,2,3,5,9,3,5,6,1,6,3,3,1,1,0,6
0,_Placer,_060616361718,_6361718,131,21,67,8,35,68,63,11,8,2,110,9,14,6,33,35,34,21,7,11,8,19,5,11,6,43
0,_Placer,_060616460605,_6460605,124,35,66,5,18,46,78,14,5,4,101,12,19,15,33,24,21,34,11,15,9,9,6,10,7,23
0,_Placer,_060616460610,_6460610,86,26,36,3,21,44,42,2,3,4,77,10,13,4,20,27,12,23,10,12,4,5,5,3,4,20
0,_Placer,_060616460629,_6460629,158,56,58,8,36,68,90,18,7,2,131,30,51,16,24,20,17,98,17,13,6,17,3,3,0,1
0,_Placer,_060616462301,_6462301,87,21,50,4,12,47,40,14,0,0,73,6,15,12,23,10,21,20,11,14,3,5,4,1,3,26
0,_Placer,_060616462302,_6462302,5,1,2,0,2,2,3,2,0,0,3,0,0,0,0,3,2,1,0,0,0,2,0,0,0,2
0,_Placer,_060616462303,_6462303,178,52,95,6,25,83,95,7,6,7,158,18,23,17,43,44,33,34,15,17,11,31,7,13,9,41
0,_Placer,_060616462305,_6462305,121,22,85,2,12,64,57,5,0,4,112,13,12,13,25,39,19,24,13,11,5,13,12,39,0,4
0,_Placer,_060616462308,_6462308,198,41,124,2,31,102,96,12,11,17,158,21,17,13,43,63,41,33,18,27,9,18,4,14,16,59
0,_Placer,_060616462309,_6462309,116,39,54,4,19,50,66,4,4,9,99,16,10,18,25,23,24,34,10,19,5,11,6,5,1,25
0,_Placer,_060616462408,_6462408,6,4,2,0,0,1,5,0,1,0,5,0,0,0,1,1,4,2,0,2,0,0,1,1,0,0
0,_Placer,_060616462415,_6462415,125,30,69,3,23,63,62,7,2,2,114,14,6,15,25,25,40,18,17,17,6,8,5,12,8,34
0,_Placer,_060616462421,_6462421,82,18,49,1,14,41,41,1,0,5,76,5,4,6,30,18,19,15,12,9,4,10,9,6,6,11
0,_Placer,_060616462427,_6462427,155,31,99,4,21,69,86,4,5,3,143,11,6,17,37,35,49,21,18,24,6,12,6,14,11,43
0,_Placer,_060616512201,_6512201,27,8,11,0,8,13,14,0,2,3,22,0,2,3,0,8,14,3,2,2,4,5,1,2,1,7
0,_Placer,_060616512507,_6512507,69,21,32,0,16,34,35,6,2,0,61,2,11,14,10,11,21,14,13,7,4,7,2,4,3,15
0,_Placer,_060616512511,_6512511,128,31,69,8,20,69,59,10,4,1,113,3,14,14,24,33,40,22,14,15,7,11,9,11,4,35
0,_Placer,_060616512516,_6512516,32,7,17,2,6,14,18,3,2,1,26,3,5,4,6,8,6,11,0,0,5,3,4,1,1,7
0,_Placer,_060616512518,_6512518,2,0,1,0,1,1,1,0,0,0,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
0,_Placer,_060616512519,_6512519,13,2,11,0,0,8,5,0,1,0,12,2,1,0,4,3,3,2,0,4,1,2,0,2,0,2
0,_Placer,_060616512521,_6512521,122,30,67,5,20,60,62,4,15,2,101,8,6,16,23,23,46,17,4,10,7,12,9,10,4,49
0,_Placer,_060616512537,_6512537,32,6,17,2,7,15,17,0,0,0,32,2,0,7,5,10,8,4,1,6,4,6,4,1,1,5
0,_Placer,_060616512540,_6512540,189,61,97,7,24,94,95,6,9,0,174,7,14,11,37,60,60,35,15,23,20,24,5,8,6,53
0,_Placer,_060616512601,_6512601,51,15,24,0,12,29,22,0,1,0,50,4,1,3,6,19,18,12,3,5,4,6,4,6,1,10
0,_Placer,_060616512602,_6512602,48,11,19,5,13,25,23,0,2,2,44,0,5,6,10,9,18,12,3,5,2,6,3,4,2,11
0,_Placer,_060616512607,_6512607,214,51,101,13,49,108,106,7,5,0,202,14,14,17,35,74,60,41,16,26,6,28,18,19,9,51
0,_Placer,_060616512709,_6512709,161,27,104,1,29,75,86,4,6,2,149,1,9,8,23,63,57,22,23,42,18,32,6,5,1,12
0,_Placer,_060616512710,_6512710,124,26,77,2,19,62,62,4,10,6,104,7,0,6,26,36,49,20,15,17,21,18,13,8,0,12
0,_Placer,_060616512718,_6512718,92,26,50,1,15,42,50,1,0,0,91,0,2,4,4,11,71,13,8,15,14,7,7,2,6,20
0,_Placer,_060616512721,_6512721,50,17,13,2,18,27,23,6,2,0,42,2,7,4,14,11,12,5,2,3,4,9,1,4,3,19
0,_Placer,_060616512808,_6512808,125,36,61,6,22,71,54,2,4,2,117,9,8,10,32,38,28,28,7,13,14,22,3,8,4,26
0,_Placer,_060616512902,_6512902,100,29,44,4,23,50,50,7,5,2,86,6,6,8,31,35,14,20,9,14,6,16,6,5,4,20
0,_Placer,_060616513201,_6513201,80,19,35,2,24,45,35,1,3,1,75,3,5,7,15,25,25,24,12,20,6,6,6,4,0,2
0,_Placer,_060616513203,_6513203,161,81,37,9,34,79,82,2,7,3,149,5,22,28,33,54,19,28,21,27,11,12,7,11,6,38
0,_Placer,_060616513204,_6513204,174,72,50,7,45,84,90,0,16,7,151,4,20,34,32,59,25,43,21,22,15,23,9,11,2,28
0,_Placer,_060616513205,_6513205,85,48,17,4,16,42,43,2,6,0,77,7,6,17,17,23,15,11,15,13,6,10,4,5,3,18
0,_Placer,_060616513301,_6513301,174,52,73,9,40,88,86,2,21,2,149,10,13,10,24,36,81,63,28,26,6,18,10,10,6,7
0,_Placer,_060616513406,_6513406,45,13,12,4,16,21,24,2,1,0,42,0,6,9,11,13,6,9,9,3,5,7,3,1,1,7
0,_Placer,_060616513617,_6513617,128,63,31,4,30,69,59,3,7,2,116,7,18,12,17,44,30,27,14,20,12,15,2,5,4,29
0,_Placer,_060616513701,_6513701,2,0,0,1,1,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
0,_Placer,_060616513801,_6513801,158,82,28,8,40,83,75,7,11,1,139,4,10,14,31,46,53,29,13,32,24,23,10,7,4,16
0,_Placer,_060616513804,_6513804,3,2,0,0,1,1,2,0,0,0,3,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0
0,_Placer,_060616513902,_6513902,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,_Placer,_060616513913,_6513913,11,5,4,0,2,5,6,1,0,0,10,0,1,0,4,2,4,4,0,0,1,3,1,0,0,2
0,_Placer,_060616550105,_6550105,16,1,14,0,1,9,7,0,0,0,16,3,2,3,3,1,4,3,2,0,1,2,3,1,1,3
0,_Placer,_060616550112,_6550112,119,37,64,3,15,60,59,7,4,0,108,5,5,16,21,32,40,19,11,16,15,17,6,13,8,14
0,_Placer,_060616552001,_6552001,8,4,2,0,2,4,4,0,0,0,8,0,1,0,3,1,3,0,0,1,1,0,0,0,0,6
0,_Placer,_060616552201,_6552201,4,3,1,0,0,2,2,0,0,0,4,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2
0,_Placer,_060616552501,_6552501,6,0,2,2,2,3,3,1,0,0,5,0,0,1,4,0,0,3,0,0,0,0,1,0,1,1
0,_Placer,_060616562201,_6562201,16,3,9,1,3,7,9,1,1,1,13,3,0,0,3,9,1,1,2,2,2,1,1,0,2,5
0,_Placer,_060616562205,_6562205,174,31,98,3,42,88,86,8,6,2,158,7,5,14,33,52,63,37,16,35,18,25,8,10,7,18
0,_Placer,_060616562505,_6562505,64,19,34,0,11,34,30,0,6,0,58,3,3,2,3,14,39,21,8,2,5,7,2,6,3,10
0,_Plumas,_0606301,_01,212,46,128,7,31,139,73,7,7,2,196,12,17,20,45,61,57,43,36,29,8,11,9,8,6,62
0,_Plumas,_0606302,_02,325,63,201,14,47,199,126,17,17,0,291,12,13,23,58,108,111,61,40,43,20,26,5,18,21,91
0,_Plumas,_0606303,_03,166,44,76,5,41,95,71,10,5,2,149,7,7,10,26,63,53,23,11,24,16,11,7,6,4,64
0,_Plumas,_0606304,_04,38,4,28,3,3,32,6,2,4,0,32,0,0,4,5,11,18,7,4,4,3,4,0,2,2,12
0,_Plumas,_0606305,_05,156,64,49,6,37,92,64,5,5,1,145,7,16,12,38,33,50,34,19,13,4,6,4,8,2,66
0,_Plumas,_0606306,_06,73,28,18,10,17,45,28,0,4,1,68,5,9,8,6,25,20,20,6,8,4,1,1,3,3,27
0,_Plumas,_0606307,_07,73,22,24,6,21,43,30,8,5,0,60,0,6,3,14,23,27,10,7,12,7,2,1,3,8,23
0,_Plumas,_0606308,_08,43,12,15,5,11,33,10,0,1,0,42,1,2,1,4,25,10,10,11,7,0,0,0,4,0,11
0,_Plumas,_0606309,_09,16,3,8,2,3,8,8,0,0,0,16,0,0,0,2,8,6,0,2,5,1,1,1,1,1,4
0,_Plumas,_0606310,_10,302,116,101,22,63,182,120,10,5,7,280,16,28,25,58,83,92,106,31,44,10,16,4,11,7,73
0,_Plumas,_0606311,_11,431,142,157,40,92,247,184,28,15,7,381,27,40,45,76,111,132,101,37,51,30,32,8,21,16,135
0,_Plumas,_0606312,_12,345,101,174,20,50,207,138,17,8,0,320,13,25,44,55,101,107,61,34,57,15,23,11,17,16,111
0,_Plumas,_0606313,_13,750,220,407,29,94,427,323,17,30,3,700,15,27,30,70,190,418,113,90,90,56,48,32,61,34,226
0,_Plumas,_0606314,_14,774,254,334,52,134,479,295,14,23,6,731,21,37,32,121,231,332,146,86,102,63,62,30,37,46,202
0,_Plumas,_0606315,_15,324,87,158,17,62,193,131,8,12,5,299,13,22,30,67,90,102,47,30,52,12,11,11,25,10,126
0,_Plumas,_0606316,_16,481,158,219,35,69,289,192,17,23,6,435,25,59,51,79,124,143,120,71,59,23,19,13,16,7,153
0,_Plumas,_0606317,_17,637,243,266,35,93,369,268,14,22,2,599,37,50,64,135,174,177,115,75,75,23,28,15,14,18,274
0,_Plumas,_0606318,_18,208,54,103,19,32,131,77,2,8,2,196,7,12,17,45,62,65,27,24,33,16,10,12,11,9,66
0,_Plumas,_0606319,_19,479,185,194,22,78,278,201,9,26,0,444,26,34,36,74,142,167,95,47,48,24,30,9,18,6,202
0,_Plumas,_0606320,_20,377,172,119,17,69,218,159,15,10,6,346,29,51,42,56,87,112,108,55,53,10,14,4,18,7,108
0,_Plumas,_0606321,_21,379,164,117,25,73,220,159,10,16,2,351,21,32,51,59,99,117,72,49,56,13,15,10,4,7,153
0,_Plumas,_0606322,_22,138,54,65,6,13,74,64,8,3,4,123,1,9,16,11,52,49,14,21,11,10,6,3,6,6,61
0,_Plumas,_0606323,_23,393,154,136,25,78,220,173,16,9,1,367,14,29,31,55,120,144,65,42,32,16,17,17,19,14,171
0,_Plumas,_0606324,_24,252,97,90,19,46,146,106,18,7,0,227,6,19,36,37,68,86,56,29,34,8,13,6,11,6,89
0,_Plumas,_0606325,_25,422,176,160,23,63,247,175,15,16,0,391,16,32,28,71,122,153,79,53,56,17,18,9,11,13,166
0,_Plumas,_0606326,_26,390,99,210,27,54,233,157,18,7,2,363,16,12,30,57,101,174,62,33,47,28,23,16,17,28,136
0,_Plumas,_0606327,_27,500,144,266,26,64,301,199,17,20,5,458,11,21,30,69,115,254,77,50,61,37,35,21,33,18,168
0,_Plumas,_0606328,_28,690,187,355,40,108,420,270,21,23,6,640,29,40,67,167,190,197,150,68,83,32,40,21,29,22,245
0,_Plumas,_0606329,_29,600,158,344,29,69,353,247,17,27,5,551,4,5,22,44,138,387,74,57,94,56,45,32,61,31,150
0,_Riverside,_0606511103,_11103,792,397,259,25,111,348,444,261,33,30,468,130,123,125,142,134,138,362,83,102,34,51,18,40,18,84
0,_Riverside,_0606511106,_11106,909,446,241,49,173,409,500,278,9,72,550,336,194,93,114,104,68,521,91,103,32,40,13,24,7,78
0,_Riverside,_0606511109,_11109,961,480,265,53,163,475,486,179,38,37,707,152,119,123,154,201,212,262,67,82,49,74,36,60,34,297
0,_Riverside,_0606511200,_11200,635,382,160,20,73,270,365,255,5,11,364,71,97,85,98,132,152,198,71,70,37,42,22,40,15,140
0,_Riverside,_0606511201,_11201,545,348,119,10,68,234,311,345,3,6,191,106,97,79,80,82,101,234,59,48,28,35,19,27,18,77
0,_Riverside,_0606511204,_11204,556,314,143,12,87,253,303,407,7,10,132,140,104,72,82,100,58,284,63,64,21,35,13,20,12,44
0,_Riverside,_0606511205,_11205,491,305,121,10,55,205,286,289,1,14,187,84,104,68,78,69,88,237,48,62,21,31,13,22,11,46
0,_Riverside,_0606511206,_11206,855,542,182,20,111,378,477,299,20,33,503,148,120,110,147,147,182,323,80,104,39,61,22,30,15,181
0,_Riverside,_0606511208,_11208,389,184,123,22,60,166,223,114,4,37,234,212,54,19,31,43,30,294,21,35,8,11,2,5,2,11
0,_Riverside,_0606511211,_11211,597,355,103,27,112,248,349,214,15,58,310,355,124,36,42,21,19,462,50,43,14,8,6,7,2,5
0,_Riverside,_0606511213,_11213,1047,500,318,54,175,517,530,165,41,57,784,151,134,116,169,211,266,265,85,110,58,94,38,53,43,301
0,_Riverside,_0606511214,_11214,202,147,15,13,27,101,101,82,2,32,86,198,3,0,0,0,0,181,10,10,1,0,0,0,0,0
0,_Riverside,_0606511215,_11215,398,215,63,28,92,176,222,158,3,47,190,306,63,25,3,0,1,337,22,29,6,1,1,1,0,1
0,_Riverside,_0606511220,_11220,810,335,300,28,147,395,415,133,34,30,613,69,127,91,129,194,200,205,77,70,62,71,20,40,25,240
0,_Riverside,_0606511221,_11221,880,395,280,45,160,380,500,163,25,55,637,173,215,113,131,147,101,331,101,118,43,73,28,40,22,124
0,_Riverside,_0606511223,_11223,908,371,366,34,137,405,503,104,59,26,719,80,150,105,130,160,283,254,77,120,68,86,41,39,36,187
0,_Riverside,_0606511225,_11225,580,180,268,24,108,277,303,95,32,47,406,61,69,108,148,124,70,112,64,61,37,78,42,70,27,89
0,_Riverside,_0606511226,_11226,1363,460,700,46,157,671,692,129,56,64,1114,102,85,138,292,310,436,171,104,130,79,142,103,87,56,491
0,_Riverside,_0606511228,_11228,525,245,160,25,95,249,276,112,11,22,380,46,174,99,99,64,43,211,64,68,34,63,33,16,10,26
0,_Riverside,_0606511229,_11229,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,_Riverside,_0606511236,_11236,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,_Riverside,_0606511302,_11302,1101,364,539,47,151,524,577,99,52,20,930,63,81,140,229,226,362,148,75,114,61,131,74,63,33,402
0,_Riverside,_0606511304,_11304,657,227,313,25,92,278,379,113,19,12,513,46,68,101,131,135,176,109,58,81,45,68,25,37,26,208
0,_Riverside,_0606511305,_11305,1107,332,600,41,134,512,595,114,42,27,924,74,95,137,203,255,343,162,62,92,47,119,62,73,64,426
0,_Riverside,_0606511307,_11307,4,2,2,0,0,2,2,2,1,1,0,0,0,2,2,0,0,0,0,0,1,1,0,0,2,0
0,_Riverside,_0606511402,_11402,995,640,221,24,110,437,558,631,11,28,325,145,125,111,171,169,274,354,91,108,54,65,29,63,30,201
0,_Riverside,_0606511404,_11404,1319,671,401,46,201,592,727,491,22,33,773,147,197,214,269,206,286,377,116,156,72,120,48,70,26,334
