IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20120605_PRI_ALL_ALL_REG,USA_CA_20120605_PRI_ALL_ALL_VOTED,USA_CA_20120605_PRI_PRE_DEM_OBAMA,USA_CA_20120605_PRI_PRE_REP_KARGER,USA_CA_20120605_PRI_PRE_REP_GINGRICH,USA_CA_20120605_PRI_PRE_REP_ROMNEY,USA_CA_20120605_PRI_PRE_REP_ROEMERIII,USA_CA_20120605_PRI_PRE_REP_SANTORUM,USA_CA_20120605_PRI_PRE_REP_PAUL,USA_CA_20120605_PRI_PRE_OTH_ALL,USA_CA_20120605_PRI_USS_DEM_FERNALD,USA_CA_20120605_PRI_USS_DEM_FEINSTEIN,USA_CA_20120605_PRI_USS_DEM_LEVITT,USA_CA_20120605_PRI_USS_DEM_SHAH,USA_CA_20120605_PRI_USS_DEM_STEWART,USA_CA_20120605_PRI_USS_DEM_STRIMLING,USA_CA_20120605_PRI_USS_REP_LAUTEN,USA_CA_20120605_PRI_USS_REP_TAITZ,USA_CA_20120605_PRI_USS_REP_KRAMPE,USA_CA_20120605_PRI_USS_REP_WILLIAMS,USA_CA_20120605_PRI_USS_REP_BRAUN,USA_CA_20120605_PRI_USS_REP_KONOPIK,USA_CA_20120605_PRI_USS_REP_SHIFREN,USA_CA_20120605_PRI_USS_REP_CONLON,USA_CA_20120605_PRI_USS_REP_RAMIREZ,USA_CA_20120605_PRI_USS_REP_GLORIA,USA_CA_20120605_PRI_USS_REP_EMKEN,USA_CA_20120605_PRI_USS_REP_BORUFF,USA_CA_20120605_PRI_USS_REP_HUGHES,USA_CA_20120605_PRI_USS_REP_JACKSON,USA_CA_20120605_PRI_USS_OTH_ALL,USA_CA_20120605_PRI_PROP28_NO,USA_CA_20120605_PRI_PROP28_YES,USA_CA_20120605_PRI_PROP29_NO,USA_CA_20120605_PRI_PROP29_YES
0,_Los Angeles,_060379001910B,_9001910B,1135,155,108,0,1,2,0,1,1,0,3,100,21,1,3,3,2,0,0,0,3,1,1,0,2,1,1,0,1,1,1,27,99,40,96
0,_Los Angeles,_060379001910C,_9001910C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Los Angeles,_060379001917A,_9001917A,603,117,53,0,0,16,0,0,6,6,1,74,1,1,2,2,0,4,1,1,1,0,1,1,3,0,10,0,5,1,4,46,67,47,64
0,_Los Angeles,_060379001920A,_9001920A,953,159,119,0,0,8,0,0,0,1,0,111,3,1,9,6,0,3,3,0,0,0,0,1,0,0,2,0,1,1,3,34,99,51,86
0,_Los Angeles,_060379001926C,_9001926C,1312,404,206,1,3,80,1,3,8,2,2,279,1,0,5,3,3,11,0,12,2,0,2,10,2,1,33,2,4,5,9,151,212,164,211
0,_Los Angeles,_060379001927A,_9001927A,987,107,74,0,1,2,0,0,4,6,0,64,3,1,11,3,0,0,0,2,2,0,1,0,0,6,1,1,0,1,2,17,78,47,53
0,_Los Angeles,_060379001928B,_9001928B,1097,318,174,1,3,52,2,3,0,6,3,208,2,0,5,2,0,8,0,12,2,0,1,3,1,4,26,0,7,3,5,88,194,141,153
0,_Los Angeles,_060379001929A,_9001929A,779,42,19,0,0,6,0,1,2,1,0,22,1,0,1,3,0,2,1,1,0,0,0,0,0,1,2,1,0,1,2,12,26,18,20
0,_Los Angeles,_060379001930A,_9001930A,543,64,39,1,0,5,0,0,1,0,0,26,10,0,3,0,0,0,6,1,1,0,0,0,3,2,0,0,2,4,2,20,31,26,30
0,_Los Angeles,_060379001931A,_9001931A,1189,347,179,1,1,65,1,3,11,5,3,226,3,0,2,1,1,9,0,14,1,1,0,3,2,2,43,0,9,2,14,121,206,145,181
0,_Los Angeles,_060379001932B,_9001932B,1015,101,60,0,0,2,0,2,0,0,3,68,0,1,3,2,1,0,2,0,3,0,1,1,4,0,1,0,0,0,2,20,68,31,64
0,_Los Angeles,_060379001934A,_9001934A,1142,321,179,0,2,50,1,3,7,3,3,224,2,1,2,1,1,7,0,5,0,1,0,4,6,1,32,1,5,1,4,86,196,120,174
0,_Los Angeles,_060379001938A,_9001938A,764,158,93,0,0,12,0,1,7,4,2,98,2,3,0,2,0,3,0,0,0,1,0,7,1,0,9,0,4,5,7,44,102,67,84
0,_Los Angeles,_060379001940D,_9001940D,1048,117,94,0,2,1,0,1,0,0,0,69,2,0,7,8,0,1,4,0,3,0,1,2,5,1,1,0,1,0,0,31,73,46,57
0,_Los Angeles,_060379001941A,_9001941A,838,66,47,0,0,2,0,0,0,0,0,35,2,0,3,6,0,0,0,0,0,0,0,0,2,0,0,0,3,1,4,10,40,22,32
0,_Los Angeles,_060379001942A,_9001942A,634,6,4,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,6
0,_Los Angeles,_060379001943A,_9001943A,958,130,93,0,0,4,1,1,0,0,2,80,6,0,9,2,0,0,2,0,2,0,0,1,3,1,4,1,2,2,1,25,86,44,70
0,_Los Angeles,_060379001950A,_9001950A,621,49,25,0,0,4,0,1,0,1,0,34,0,2,3,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,9,33,27,18
0,_Los Angeles,_060379001951A,_9001951A,1122,173,103,1,1,15,0,0,9,6,4,102,5,1,5,5,0,5,0,4,0,0,0,1,2,4,8,0,1,1,18,59,102,66,95
0,_Los Angeles,_060379001956A,_9001956A,942,104,67,1,1,6,1,3,1,2,1,66,2,1,6,5,0,0,1,0,2,1,0,0,0,0,1,0,4,2,5,26,65,28,69
0,_Los Angeles,_060379001959A,_9001959A,461,63,57,0,0,0,0,0,0,1,2,41,0,0,5,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,19,34,27,24
0,_Los Angeles,_060379001961A,_9001961A,1120,155,115,0,2,9,0,1,1,2,1,92,0,2,15,9,0,1,2,0,1,2,1,2,0,0,1,0,1,3,4,31,109,65,73
0,_Los Angeles,_060379001964A,_9001964A,904,119,102,0,0,1,0,0,0,1,8,90,3,0,2,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,2,24,78,45,67
0,_Los Angeles,_060379001966A,_9001966A,1087,117,85,0,0,3,1,0,1,3,2,67,3,2,12,7,0,1,4,0,0,0,0,0,3,0,1,0,0,4,2,21,75,40,68
0,_Los Angeles,_060379001966B,_9001966B,941,106,86,0,1,4,0,0,0,2,5,69,1,0,1,6,0,1,1,0,0,3,0,0,3,2,4,1,1,0,2,30,67,41,58
0,_Los Angeles,_060379001972A,_9001972A,781,95,71,0,0,3,0,0,0,1,3,65,1,0,5,3,0,0,1,0,1,0,0,0,0,1,0,0,0,3,3,13,68,36,47
0,_Los Angeles,_060379001980A,_9001980A,1196,112,89,0,0,1,0,1,0,3,3,67,2,1,12,5,0,0,3,1,2,1,0,0,2,1,0,0,3,1,2,39,58,54,47
0,_Los Angeles,_060379001984B,_9001984B,979,128,84,1,0,4,0,2,2,4,3,88,4,2,1,3,2,0,0,1,0,0,0,0,4,1,6,0,1,0,5,36,84,48,77
0,_Los Angeles,_060379001985A,_9001985A,1059,212,125,0,0,12,0,4,7,2,1,138,7,1,7,1,0,1,0,4,0,0,0,2,5,0,8,0,2,2,10,57,132,67,134
0,_Los Angeles,_060379001987A,_9001987A,1063,107,79,0,0,3,0,0,0,1,3,72,3,1,3,3,1,1,1,0,4,0,0,1,4,2,0,0,1,0,0,29,71,45,52
0,_Los Angeles,_060379001991A,_9001991A,1067,145,111,0,0,2,0,0,1,1,4,87,3,0,9,6,0,2,3,1,3,4,1,1,2,1,0,0,0,4,5,43,80,64,61
0,_Los Angeles,_060379001993B,_9001993B,723,111,86,0,0,0,0,1,2,2,4,67,5,0,7,7,0,2,0,2,3,0,0,0,1,2,0,0,0,4,2,28,76,50,54
0,_Los Angeles,_060379001997B,_9001997B,1232,107,79,0,2,3,0,0,1,1,3,65,1,1,9,7,0,0,1,0,0,0,1,0,2,1,1,0,1,0,2,31,59,39,61
0,_Los Angeles,_060379001998B,_9001998B,1002,113,79,0,0,2,1,0,4,2,0,80,2,0,4,4,0,0,1,1,0,0,2,1,0,3,0,0,0,0,5,31,71,47,56
0,_Los Angeles,_060379001999A,_9001999A,653,204,73,2,4,50,2,3,7,1,5,98,3,0,2,0,1,9,0,6,0,0,2,10,1,0,32,0,5,5,13,75,115,100,94
0,_Los Angeles,_060379002001A,_9002001A,852,103,64,1,1,8,0,0,4,1,2,58,5,0,5,3,1,4,0,0,2,0,0,0,2,6,2,1,0,1,4,27,64,30,61
0,_Los Angeles,_060379002005B,_9002005B,1115,118,72,0,2,8,0,0,1,3,6,72,3,2,5,5,0,0,1,0,0,2,0,0,1,4,2,2,2,2,3,32,72,48,60
0,_Los Angeles,_060379002009A,_9002009A,827,146,95,1,2,7,0,1,4,1,1,94,5,1,5,3,0,1,1,0,0,1,1,1,0,2,0,0,1,2,8,32,98,53,81
0,_Los Angeles,_060379002010A,_9002010A,828,93,67,0,0,4,0,0,0,0,0,59,2,1,7,3,0,0,3,1,1,0,0,0,1,0,3,0,0,0,3,23,53,42,43
0,_Los Angeles,_060379002012B,_9002012B,1131,190,106,1,1,7,1,3,1,3,2,104,11,4,6,6,4,5,3,1,2,2,0,0,7,0,5,2,0,4,6,42,119,43,119
0,_Los Angeles,_060379002020D,_9002020D,1153,117,86,0,0,2,1,0,0,2,0,81,4,1,8,4,0,0,3,0,1,0,1,0,0,0,0,0,0,2,1,27,75,53,51
0,_Los Angeles,_060379002021A,_9002021A,1003,132,103,1,0,4,0,0,0,1,2,84,3,5,11,8,0,0,2,1,0,0,1,0,2,2,1,0,0,0,2,27,89,53,67
0,_Los Angeles,_060379002021B,_9002021B,820,105,86,0,0,2,0,0,0,2,1,73,3,1,6,6,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,20,67,43,48
0,_Los Angeles,_060379002022A,_9002022A,1089,141,104,2,0,3,0,1,0,3,2,95,2,2,4,8,2,1,1,1,1,0,1,0,0,0,0,0,2,1,3,17,91,64,63
0,_Los Angeles,_060379002024A,_9002024A,809,81,57,0,0,2,0,0,0,1,2,53,3,2,6,3,0,0,1,0,1,1,1,0,1,0,1,0,0,1,2,24,52,42,36
0,_Los Angeles,_060379002025B,_9002025B,1084,102,84,0,0,0,0,0,0,3,3,69,1,0,8,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,24,56,44,39
0,_Los Angeles,_060379002027A,_9002027A,1107,117,85,0,0,3,0,3,0,1,2,75,0,1,4,7,0,1,2,0,1,0,1,1,1,0,3,0,3,1,3,30,65,34,70
0,_Los Angeles,_060379002033B,_9002033B,880,91,64,0,0,1,0,1,1,0,3,39,2,1,3,6,0,1,1,1,3,0,0,0,5,2,0,0,0,2,1,16,53,38,34
0,_Los Angeles,_060379002036A,_9002036A,894,79,58,0,1,3,0,2,0,1,1,45,1,1,6,6,0,0,3,0,0,1,1,0,0,1,1,0,0,1,4,15,52,34,36
0,_Los Angeles,_060379002037A,_9002037A,901,128,103,1,0,1,0,2,1,1,3,76,2,4,7,5,0,1,1,0,2,0,1,0,2,2,0,0,1,5,2,26,80,56,55
0,_Los Angeles,_060379002039A,_9002039A,1128,97,72,0,0,4,0,0,0,3,0,64,3,2,4,3,0,0,3,0,2,0,1,0,3,0,1,1,0,1,2,21,59,40,46
0,_Los Angeles,_060379002042A,_9002042A,999,124,98,1,0,2,0,0,1,1,3,84,2,2,10,8,0,0,1,0,1,0,0,0,1,0,0,0,1,1,2,26,83,52,54
0,_Los Angeles,_060379002043A,_9002043A,1075,131,102,0,0,4,0,0,0,0,0,75,0,0,12,4,0,1,2,1,1,0,0,0,0,5,1,1,2,2,4,37,78,59,54
0,_Los Angeles,_060379002046A,_9002046A,962,222,139,0,1,20,0,0,4,7,2,156,5,3,1,0,0,5,1,2,1,1,0,0,0,0,7,2,2,2,14,62,145,80,132
0,_Los Angeles,_060379002047A,_9002047A,739,75,52,0,0,1,0,0,0,1,1,53,1,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,13,50,39,27
0,_Los Angeles,_060379002047B,_9002047B,753,77,66,0,0,1,0,0,0,0,1,57,0,3,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,15,53,29,39
0,_Los Angeles,_060379002050A,_9002050A,1113,127,109,0,0,0,0,0,0,1,2,95,2,1,2,4,0,0,1,0,0,1,0,0,0,1,0,1,4,1,1,32,75,60,52
0,_Los Angeles,_060379002053B,_9002053B,1137,187,105,0,2,22,2,2,3,1,0,96,9,1,1,5,1,0,2,0,1,1,0,3,7,2,9,3,5,9,9,55,115,76,100
0,_Los Angeles,_060379002054A,_9002054A,792,84,63,0,0,5,0,1,0,0,5,46,2,1,8,2,1,0,4,0,0,0,0,0,1,0,0,0,3,2,3,18,52,33,38
0,_Los Angeles,_060379002059A,_9002059A,815,89,72,1,0,1,0,0,1,1,1,59,3,0,5,2,1,1,2,1,1,0,0,0,2,0,2,0,0,0,2,27,55,46,40
0,_Los Angeles,_060379002063A,_9002063A,895,69,58,0,0,3,0,0,0,0,1,48,2,0,5,1,0,0,1,1,2,0,0,0,1,0,0,0,0,4,1,10,52,26,38
0,_Los Angeles,_060379002068A,_9002068A,1258,257,198,0,1,7,1,0,3,4,1,188,7,2,7,4,0,2,1,2,0,0,0,1,0,0,2,0,2,2,6,53,178,109,132
0,_Los Angeles,_060379002069B,_9002069B,1151,175,149,0,0,0,1,1,0,1,0,136,5,0,9,4,1,1,0,0,0,0,0,1,1,0,0,0,0,1,3,29,131,74,91
0,_Los Angeles,_060379002070A,_9002070A,1087,342,274,0,1,9,0,0,1,3,3,271,7,0,10,1,0,5,1,0,1,0,2,0,1,0,3,0,2,3,6,71,224,139,174
0,_Los Angeles,_060379002072D,_9002072D,829,148,65,0,2,12,0,0,5,5,3,87,4,3,1,1,1,4,2,1,2,0,1,1,3,4,1,1,3,0,11,40,91,44,94
0,_Los Angeles,_060379002073A,_9002073A,1048,154,125,1,1,6,0,1,0,1,0,109,3,2,10,3,0,0,3,2,1,0,0,0,2,1,2,0,0,2,3,35,104,70,76
0,_Los Angeles,_060379002074B,_9002074B,810,108,88,0,0,1,1,1,1,2,6,73,1,0,1,3,0,1,1,2,1,0,0,1,1,0,0,0,0,0,6,24,58,48,46
0,_Los Angeles,_060379002077A,_9002077A,1021,162,135,0,0,6,0,1,2,0,0,128,0,0,4,5,0,0,2,0,0,0,0,0,0,0,0,0,3,2,2,30,103,77,69
0,_Los Angeles,_060379002080A,_9002080A,1150,378,314,0,0,8,0,1,1,2,2,301,5,0,10,4,1,5,0,2,0,0,1,0,5,0,3,0,3,0,7,94,234,164,181
0,_Los Angeles,_060379002083B,_9002083B,1157,265,214,1,2,7,1,0,2,1,3,193,7,1,10,6,0,1,0,2,0,1,1,0,2,2,3,1,4,1,6,62,169,115,129
0,_Los Angeles,_060379002084C,_9002084C,1130,201,172,0,0,6,0,0,0,2,0,158,6,0,6,3,1,0,0,0,0,0,3,0,1,1,1,0,2,2,5,48,121,76,99
0,_Los Angeles,_060379002086A,_9002086A,990,154,129,0,0,5,0,0,1,2,3,115,4,2,4,3,0,1,0,2,0,0,0,0,6,0,2,0,0,0,3,25,117,67,75
0,_Los Angeles,_060379002087A,_9002087A,1058,175,139,1,1,1,0,0,1,1,1,128,9,0,5,2,0,1,0,0,0,0,2,1,1,0,0,0,1,1,5,46,104,73,78
0,_Los Angeles,_060379002089A,_9002089A,1084,128,81,0,1,4,0,1,0,2,1,69,5,2,7,4,1,3,0,2,0,1,0,0,0,3,3,0,3,1,12,37,82,58,57
0,_Los Angeles,_060379002091A,_9002091A,1174,304,242,0,0,3,0,1,2,3,3,227,11,1,7,1,0,0,1,1,1,0,0,0,0,0,2,0,2,2,13,74,190,127,154
0,_Los Angeles,_060379002095A,_9002095A,1285,292,247,0,1,1,0,1,0,1,4,223,7,2,9,4,0,0,1,0,1,0,1,0,1,0,1,0,0,1,8,62,189,113,151
0,_Los Angeles,_060379002097A,_9002097A,1235,334,281,0,0,1,0,0,0,4,1,269,8,3,11,3,0,0,0,0,0,0,1,0,1,0,1,0,1,1,9,59,226,132,165
0,_Los Angeles,_060379002098A,_9002098A,1172,184,119,0,1,12,2,5,4,8,2,116,10,2,5,3,2,3,1,5,0,0,0,1,2,4,4,0,6,0,11,57,107,68,102
0,_Los Angeles,_060379002099A,_9002099A,1095,153,94,1,0,6,0,1,0,0,1,98,9,0,7,7,0,1,2,0,0,1,1,2,5,0,2,0,2,2,4,45,95,71,72
0,_Los Angeles,_060379002101A,_9002101A,1162,224,182,0,0,4,0,0,2,2,1,175,4,0,4,1,1,2,0,0,0,1,0,0,2,0,3,0,3,1,5,51,138,94,102
0,_Los Angeles,_060379002102A,_9002102A,1276,435,350,0,3,11,0,2,1,1,3,337,8,4,3,8,3,3,1,2,0,1,0,0,3,0,5,0,0,2,12,78,293,145,237
0,_Los Angeles,_060379002103A,_9002103A,1044,240,203,0,0,2,0,1,0,2,4,185,5,0,10,2,0,1,0,2,0,0,0,1,2,1,0,1,4,0,10,46,162,99,120
0,_Los Angeles,_060379002105A,_9002105A,840,234,189,0,0,3,0,0,3,1,1,191,3,1,4,4,0,1,0,0,1,0,0,1,1,0,0,0,0,0,4,38,167,77,124
0,_Los Angeles,_060379002107A,_9002107A,1120,395,334,0,0,8,1,2,1,3,4,333,5,0,3,5,1,3,2,1,0,1,0,0,2,0,1,0,0,4,9,103,256,159,204
0,_Los Angeles,_060379002108A,_9002108A,706,124,65,1,2,11,1,0,1,2,2,75,3,2,6,3,4,3,1,0,0,1,0,0,2,1,6,0,0,0,7,27,82,49,71
0,_Los Angeles,_060379002110A,_9002110A,1081,168,133,0,0,4,0,0,1,2,5,126,4,3,4,1,1,1,1,0,0,0,0,0,2,1,1,1,0,1,4,36,108,75,78
0,_Los Angeles,_060379002113A,_9002113A,1147,148,125,0,0,2,0,0,1,1,2,106,3,3,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,7,31,93,54,78
0,_Los Angeles,_060379002114A,_9002114A,1116,182,157,0,0,0,0,0,0,0,2,142,5,0,5,3,1,0,3,0,0,0,1,0,0,0,0,0,0,1,4,26,131,63,109
0,_Los Angeles,_060379002116A,_9002116A,1091,183,156,0,0,2,0,1,0,2,2,143,2,0,3,2,0,3,1,0,0,0,0,0,1,1,0,0,1,2,4,40,112,74,91
0,_Los Angeles,_060379002122A,_9002122A,1074,138,83,0,1,14,0,2,3,1,5,91,5,1,2,3,2,7,0,1,0,0,1,0,2,2,4,0,0,1,3,36,97,51,83
0,_Los Angeles,_060379002123A,_9002123A,812,228,98,1,3,37,1,1,2,1,2,155,0,0,1,1,0,3,0,1,1,0,2,2,2,0,25,0,7,2,3,69,137,91,117
0,_Los Angeles,_060379002124B,_9002124B,1199,288,243,1,0,4,0,0,0,6,5,211,7,2,7,8,1,1,1,1,0,1,1,1,1,0,5,0,0,0,13,57,194,115,144
0,_Los Angeles,_060379002125B,_9002125B,1219,290,100,0,2,69,2,2,12,4,5,143,4,0,5,3,3,8,0,11,6,0,0,2,4,1,41,1,9,3,20,119,140,163,104
0,_Los Angeles,_060379002127A,_9002127A,846,177,138,1,0,8,0,0,1,1,1,131,2,1,8,5,0,0,1,0,0,0,0,0,2,0,3,0,3,5,2,37,119,77,80
0,_Los Angeles,_060379002128A,_9002128A,966,281,232,2,1,3,0,3,1,1,0,222,7,3,6,2,0,1,0,0,0,1,0,0,1,0,2,0,3,3,7,66,189,110,151
0,_Los Angeles,_060379002129B,_9002129B,1213,255,215,0,0,3,0,2,2,0,3,200,9,0,4,3,0,2,0,0,0,1,0,0,3,1,0,0,1,2,5,53,172,113,119
0,_Los Angeles,_060379002131A,_9002131A,939,164,71,2,2,27,2,1,2,4,2,100,3,1,2,1,0,1,0,2,2,0,2,0,2,1,24,0,3,1,7,58,95,65,85
0,_Los Angeles,_060379002132B,_9002132B,1072,297,239,0,0,6,1,0,3,3,4,234,7,1,6,2,1,1,0,0,0,0,0,0,4,0,1,1,3,1,7,76,188,119,157
0,_Los Angeles,_060379002135B,_9002135B,1158,231,189,0,1,1,0,0,0,2,2,181,5,0,6,0,0,1,0,1,1,1,2,0,1,2,1,0,0,1,11,46,155,85,119
0,_Los Angeles,_060379002136A,_9002136A,953,137,103,0,0,4,0,0,0,2,3,103,3,0,2,3,1,2,0,0,1,1,0,0,2,0,1,0,1,1,5,15,106,57,72
0,_Los Angeles,_060379002137A,_9002137A,1110,153,123,1,0,0,0,0,1,1,0,112,4,0,1,2,0,4,0,0,1,1,1,0,0,1,1,2,7,2,4,32,98,56,83
0,_Los Angeles,_060379002140A,_9002140A,1175,213,184,0,1,4,0,0,1,4,0,168,5,2,5,3,0,2,0,0,1,1,0,0,4,0,2,0,0,1,6,49,138,86,107
0,_Los Angeles,_060379002143A,_9002143A,1110,247,202,0,2,3,0,2,1,2,0,188,5,0,4,7,1,2,0,2,0,1,0,2,2,3,0,0,0,0,9,50,167,107,112
0,_Los Angeles,_060379002144A,_9002144A,935,175,136,0,0,7,0,1,0,3,2,129,3,1,3,0,0,4,1,0,1,0,0,3,0,1,1,2,1,0,8,34,121,65,89
0,_Los Angeles,_060379002146A,_9002146A,1046,200,121,0,1,13,0,1,3,9,5,114,14,2,8,6,4,5,1,1,1,0,0,0,6,0,5,0,0,0,14,54,121,73,103
0,_Los Angeles,_060379002150A,_9002150A,985,132,112,0,0,0,0,0,0,1,1,91,1,1,10,6,0,0,1,3,3,0,0,0,0,1,2,1,0,2,2,44,76,62,59
0,_Los Angeles,_060379002153A,_9002153A,1100,152,121,0,1,5,0,0,0,0,3,102,3,2,10,9,0,0,4,3,1,0,1,0,2,0,1,0,1,2,5,43,91,63,75
0,_Los Angeles,_060379002155A,_9002155A,1357,237,113,0,1,31,1,2,5,3,2,120,14,5,1,2,14,4,2,1,1,0,1,3,0,1,8,0,4,3,8,58,143,64,151
0,_Los Angeles,_060379002156A,_9002156A,1013,148,104,0,0,4,0,0,2,3,5,80,4,0,16,9,0,0,1,0,3,0,1,0,1,1,1,0,2,0,7,43,83,70,65
0,_Los Angeles,_060379002158A,_9002158A,1065,149,78,0,0,20,2,0,2,4,0,88,6,2,0,3,1,7,4,1,1,0,0,1,1,0,7,2,1,2,11,38,99,54,88
0,_Los Angeles,_060379002162A,_9002162A,880,124,108,0,0,3,0,0,1,1,0,83,4,2,9,5,0,0,3,0,0,1,0,0,2,0,0,0,1,1,1,27,72,50,54
0,_Los Angeles,_060379002163B,_9002163B,1259,224,182,0,2,4,1,0,2,1,1,167,3,1,7,3,0,4,1,0,0,0,2,0,0,1,0,0,2,0,13,43,138,81,115
0,_Los Angeles,_060379002166A,_9002166A,1054,136,97,0,1,1,0,0,1,1,3,83,4,4,5,5,1,0,4,1,2,1,0,1,2,1,2,0,0,2,6,34,86,67,59
0,_Los Angeles,_060379002167A,_9002167A,1048,219,192,0,0,3,0,1,1,2,2,174,3,2,4,1,0,2,0,0,0,1,0,0,1,0,1,0,6,2,2,51,136,90,106
0,_Los Angeles,_060379002169B,_9002169B,975,140,91,0,0,16,0,0,1,4,0,91,1,0,1,5,1,1,0,4,1,1,2,1,4,4,3,1,1,2,7,33,95,56,73
0,_Los Angeles,_060379002171A,_9002171A,985,280,183,2,1,21,0,3,9,8,3,211,3,2,1,1,0,3,0,6,3,0,2,2,1,0,13,1,3,1,11,79,180,100,163
0,_Los Angeles,_060379002176A,_9002176A,740,158,72,0,0,16,1,4,4,1,3,88,0,2,0,3,1,10,1,5,1,0,3,2,2,1,9,1,4,3,4,46,97,62,77
0,_Los Angeles,_060379002177A,_9002177A,903,154,131,0,0,1,0,0,1,0,2,124,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4,1,40,92,69,66
0,_Los Angeles,_060379002178A,_9002178A,791,184,156,0,1,2,0,0,0,2,4,120,3,2,6,3,0,1,2,0,1,0,2,2,2,16,0,0,0,2,3,36,112,91,66
0,_Los Angeles,_060379002179A,_9002179A,766,145,117,1,0,4,0,1,1,1,3,112,1,0,5,4,0,0,1,0,1,0,0,0,3,1,2,1,1,4,2,40,81,73,57
0,_Los Angeles,_060379002180A,_9002180A,987,326,129,0,2,102,1,2,11,7,4,155,4,5,5,5,0,8,2,8,2,1,3,15,7,1,37,2,19,15,7,128,174,162,143
0,_Los Angeles,_060379002181A,_9002181A,948,112,85,0,0,5,0,0,0,1,1,86,4,0,1,4,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,33,73,41,64
0,_Los Angeles,_060379002182A,_9002182A,1161,251,144,0,0,46,1,3,5,1,1,138,2,1,4,8,2,5,0,2,0,2,0,6,2,0,31,3,3,6,12,80,149,104,122
0,_Los Angeles,_060379002185A,_9002185A,937,264,113,1,8,64,0,5,14,1,6,130,2,4,3,6,1,5,1,4,6,4,2,7,5,1,25,2,16,3,14,101,147,128,130
0,_Los Angeles,_060379002189A,_9002189A,923,271,109,0,1,46,1,5,8,5,3,147,2,4,2,3,2,6,0,8,1,0,5,3,4,0,29,1,9,6,8,98,154,119,131
0,_Los Angeles,_060379002192A,_9002192A,1002,206,113,1,0,22,0,2,5,8,3,129,2,1,6,3,2,2,0,2,2,2,1,0,2,6,7,0,2,4,19,41,148,58,140
0,_Los Angeles,_060379002193A,_9002193A,543,161,118,0,1,11,1,1,0,5,3,113,4,1,2,2,0,5,1,0,1,0,1,0,2,0,4,0,3,2,7,42,102,59,89
0,_Los Angeles,_060379002194A,_9002194A,1082,211,106,1,1,51,1,3,7,1,1,121,4,3,4,4,1,2,0,2,1,0,1,4,0,0,20,1,12,6,9,73,124,105,86
0,_Los Angeles,_060379002199A,_9002199A,1021,177,99,0,1,24,0,4,2,6,3,108,0,2,8,4,2,4,0,2,2,0,0,2,0,0,11,1,9,4,6,39,125,80,85
0,_Los Angeles,_060379002207A,_9002207A,1169,293,240,0,0,2,0,0,1,0,8,207,4,8,13,5,1,0,0,3,0,0,1,1,0,0,1,0,4,2,6,53,191,136,126
0,_Los Angeles,_060379002210A,_9002210A,931,326,145,1,0,68,2,5,11,10,3,171,7,1,2,5,6,13,0,14,1,1,0,4,8,9,18,0,17,4,13,85,199,155,145
0,_Los Angeles,_060379002211A,_9002211A,1138,245,212,0,1,0,0,0,1,0,5,184,0,2,12,8,0,0,4,1,0,0,0,1,1,1,0,0,1,2,4,57,158,132,91
0,_Los Angeles,_060379002214A,_9002214A,1050,269,222,0,0,3,0,0,2,1,1,208,0,0,9,11,0,0,3,1,0,0,1,0,0,1,0,1,1,6,4,71,157,130,107
0,_Los Angeles,_060379002219A,_9002219A,927,212,175,0,0,2,0,3,0,0,0,147,5,2,17,6,0,0,2,0,1,0,1,0,0,2,2,1,0,3,6,54,134,102,89
0,_Los Angeles,_060379002220A,_9002220A,559,85,53,1,1,7,2,3,1,2,1,59,3,1,1,0,0,3,1,0,0,0,0,2,1,1,2,0,0,3,2,25,55,37,42
0,_Los Angeles,_060379002222A,_9002222A,1003,135,78,0,0,18,0,1,6,2,2,72,1,3,2,5,1,3,2,3,0,3,1,1,3,1,5,2,0,8,7,46,77,56,69
0,_Los Angeles,_060379002225A,_9002225A,1001,189,122,0,1,14,1,1,7,4,0,141,4,1,1,2,1,1,0,5,2,0,4,0,2,0,4,0,0,3,8,64,113,53,125
0,_Los Angeles,_060379002231A,_9002231A,1305,237,106,1,5,36,1,2,2,3,2,141,4,1,3,0,0,7,0,9,1,0,32,0,2,0,14,0,2,0,4,96,120,96,122
0,_Los Angeles,_060379002232A,_9002232A,1124,111,71,0,0,6,0,1,3,2,2,80,3,0,2,1,0,1,0,0,0,0,3,0,0,1,2,0,0,0,10,25,81,33,74
