IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20040302_PRI_ALL_ALL_REG,USA_CA_20040302_PRI_ALL_ALL_VOTED,USA_CA_20040302_PRI_PRE_DEM_LAROUCHE,USA_CA_20040302_PRI_PRE_DEM_LIEBERMAN,USA_CA_20040302_PRI_PRE_DEM_CLARK,USA_CA_20040302_PRI_PRE_DEM_KERRY,USA_CA_20040302_PRI_PRE_DEM_KUCINICH,USA_CA_20040302_PRI_PRE_DEM_DEAN,USA_CA_20040302_PRI_PRE_DEM_BRAUN,USA_CA_20040302_PRI_PRE_DEM_EDWARDS,USA_CA_20040302_PRI_PRE_DEM_GEPHARDT,USA_CA_20040302_PRI_PRE_DEM_SHARPTON,USA_CA_20040302_PRI_PRE_REP_BUSH,USA_CA_20040302_PRI_PRE_OTH_ALL,USA_CA_20040302_PRI_USS_DEM_BOXER,USA_CA_20040302_PRI_USS_REP_CASEY,USA_CA_20040302_PRI_USS_REP_KALOOGIAN,USA_CA_20040302_PRI_USS_REP_BALL,USA_CA_20040302_PRI_USS_REP_HATCH,USA_CA_20040302_PRI_USS_REP_MARIN,USA_CA_20040302_PRI_USS_REP_JONES,USA_CA_20040302_PRI_USS_REP_QURAISHI,USA_CA_20040302_PRI_USS_REP_ZANDT,USA_CA_20040302_PRI_USS_REP_STEWART,USA_CA_20040302_PRI_USS_REP_STOEN,USA_CA_20040302_PRI_USS_OTH_ALL,USA_CA_20040302_PRI_PROP55_YES,USA_CA_20040302_PRI_PROP55_NO,USA_CA_20040302_PRI_PROP56_YES,USA_CA_20040302_PRI_PROP56_NO,USA_CA_20040302_PRI_PROP57_YES,USA_CA_20040302_PRI_PROP57_NO,USA_CA_20040302_PRI_PROP58_YES,USA_CA_20040302_PRI_PROP58_NO
0,_Orange,_060590023188,_0023188,907,440,0,2,0,79,0,2,0,28,0,0,266,4,98,21,25,4,6,66,75,7,8,13,21,5,150,276,97,320,303,121,321,104
0,_Orange,_060590023190,_0023190,858,365,0,1,0,67,1,4,0,18,1,0,210,2,79,20,24,3,11,61,64,0,5,11,12,2,144,213,76,276,245,111,267,89
0,_Orange,_060590023193,_0023193,450,117,0,0,1,32,0,1,0,12,0,0,51,0,45,8,6,0,2,4,27,0,1,2,7,0,50,66,26,90,65,52,78,38
0,_Orange,_060590023194,_0023194,1074,313,1,1,1,66,4,5,1,18,0,0,149,1,95,19,13,4,4,41,37,4,4,6,22,3,137,172,81,226,203,103,218,92
0,_Orange,_060590023195,_0023195,875,229,0,2,1,50,2,2,0,23,1,0,107,4,77,13,10,0,3,29,24,2,2,11,8,2,112,115,62,164,144,80,173,53
0,_Orange,_060590023203,_0023203,892,447,2,0,1,83,2,6,1,37,0,1,237,4,116,16,17,3,8,60,77,1,2,8,23,4,147,287,80,352,287,151,320,116
0,_Orange,_060590023205,_0023205,997,168,0,2,0,33,0,5,2,9,0,0,82,1,48,4,6,0,3,23,24,0,1,3,9,0,60,107,44,122,97,65,119,48
0,_Orange,_060590023206,_0023206,770,138,0,1,0,59,1,1,1,10,1,1,35,6,74,6,4,0,1,11,8,0,1,3,4,4,94,40,61,72,86,48,97,37
0,_Orange,_060590023207,_0023207,785,226,0,5,0,46,2,1,2,9,1,1,110,2,63,7,9,1,6,31,24,0,3,8,8,1,113,103,71,147,147,74,162,58
0,_Orange,_060590023209,_0023209,833,406,0,1,1,55,2,10,3,27,1,0,219,5,95,18,19,7,9,57,65,3,4,17,15,1,174,218,101,290,278,118,299,96
0,_Orange,_060590023213,_0023213,617,40,0,1,0,18,0,1,2,5,0,0,7,0,23,1,1,0,0,1,3,0,0,1,1,0,29,11,21,19,26,13,27,12
0,_Orange,_060590023214,_0023214,917,492,0,5,0,79,1,6,1,37,1,3,278,5,122,26,31,6,10,61,96,3,5,15,25,5,176,306,86,396,329,156,354,126
0,_Orange,_060590023216,_0023216,944,469,1,7,1,86,4,6,1,27,2,0,233,7,117,18,20,6,14,86,66,1,5,16,16,7,200,258,114,334,281,174,307,148
0,_Orange,_060590023217,_0023217,798,310,2,4,3,89,5,6,1,28,1,0,122,1,130,10,18,4,3,30,34,1,1,6,9,0,144,156,90,203,191,109,213,86
0,_Orange,_060590023221,_0023221,925,480,0,2,4,83,2,4,2,27,1,1,257,4,112,22,16,7,5,70,93,5,5,7,14,3,198,270,96,376,333,141,355,120
0,_Orange,_060590023223,_0023223,376,142,1,1,1,24,0,3,1,9,1,1,79,5,39,3,7,0,2,20,26,1,2,7,4,3,63,77,23,117,95,44,100,37
0,_Orange,_060590025230,_0025230,441,432,0,5,1,118,3,3,0,24,1,1,164,2,151,11,14,2,5,36,77,1,4,4,9,2,198,216,138,269,229,167,270,131
0,_Orange,_060590025231,_0025231,564,549,0,4,3,203,8,7,0,28,0,0,185,2,232,21,11,4,4,27,91,6,11,5,18,1,238,288,166,351,281,247,326,197
0,_Orange,_060590025234,_0025234,453,300,0,0,1,102,2,2,0,18,0,0,116,4,120,12,10,4,1,25,36,3,7,6,12,3,143,143,100,182,177,106,191,92
0,_Orange,_060590025237,_0025237,311,197,0,5,0,101,3,2,0,13,2,0,42,0,124,6,3,0,1,5,13,1,2,1,4,2,121,67,90,93,97,86,122,64
0,_Orange,_060590025238,_0025238,582,235,1,1,1,83,4,1,0,9,0,0,82,2,100,5,6,0,4,11,47,0,4,6,3,2,118,108,87,140,133,90,158,72
0,_Orange,_060590025239,_0025239,459,290,0,3,2,111,1,3,0,9,1,0,109,1,122,4,12,1,6,21,51,2,4,5,4,1,141,129,101,175,170,110,200,74
0,_Orange,_060590025242,_0025242,656,436,0,5,2,132,7,5,0,18,0,2,177,3,170,11,13,2,7,24,87,1,7,4,16,3,185,214,118,284,228,172,263,139
0,_Orange,_060590025282,_0025282,435,415,1,1,1,157,9,9,0,29,2,0,136,3,205,10,17,1,5,21,56,6,7,11,12,2,205,187,143,246,213,185,254,138
0,_Orange,_060590025285,_0025285,661,508,0,5,2,162,15,7,3,39,0,2,168,4,221,14,17,3,2,38,71,4,6,9,16,1,227,256,155,321,266,216,307,168
0,_Orange,_060590025286,_0025286,554,350,0,2,3,112,7,1,1,32,2,0,118,4,148,15,15,3,5,25,42,1,7,4,9,3,167,158,106,214,185,138,208,117
0,_Orange,_060590025288,_0025288,712,601,0,11,2,201,9,6,1,49,1,1,205,5,263,17,23,0,6,30,82,0,21,8,32,6,299,264,207,353,317,234,354,191
0,_Orange,_060590025289,_0025289,641,448,0,5,0,174,4,8,0,25,2,1,151,2,210,9,15,0,2,23,72,2,4,9,7,3,223,192,147,262,264,156,303,115
0,_Orange,_060590025315,_0025315,788,447,0,1,2,147,6,7,1,40,0,0,166,2,196,16,10,1,4,36,72,2,7,6,12,3,215,205,159,254,225,196,270,141
0,_Orange,_060590025317,_0025317,692,388,1,7,2,101,3,8,0,23,0,0,167,4,138,9,11,2,6,23,72,3,9,10,14,2,169,185,112,240,210,147,250,101
0,_Orange,_060590025360,_0025360,688,279,0,0,7,100,4,1,1,18,0,0,100,1,128,8,7,0,1,14,44,0,5,11,8,0,145,126,104,159,148,118,189,77
0,_Orange,_060590025362,_0025362,483,447,0,5,2,133,4,3,1,33,1,1,164,2,170,17,21,0,3,28,68,6,8,8,14,2,198,221,128,282,240,181,258,162
0,_Orange,_060590025363,_0025363,616,290,0,2,1,102,5,10,0,12,1,0,110,1,129,9,12,2,2,13,44,1,3,2,14,1,141,134,97,172,159,116,189,85
0,_Orange,_060590025364,_0025364,524,472,0,4,2,160,8,2,2,39,1,1,174,0,209,11,11,3,3,26,87,6,8,5,19,0,235,209,149,291,279,161,306,138
0,_Orange,_060590025365,_0025365,598,199,0,0,3,70,1,2,2,8,1,0,76,0,83,6,10,1,1,18,23,0,3,2,8,1,100,90,67,120,115,76,140,50
0,_Orange,_060590025366,_0025366,655,201,0,3,0,73,2,2,0,18,3,0,71,0,97,5,3,1,3,10,35,0,0,4,7,0,104,83,77,108,116,73,137,55
0,_Orange,_060590025370,_0025370,579,360,0,2,0,131,2,4,0,28,0,1,128,2,161,10,12,1,5,26,49,1,6,4,17,3,169,176,123,217,208,126,239,102
0,_Orange,_060590025371,_0025371,83,21,0,0,0,5,0,0,0,1,0,0,11,0,6,0,1,0,0,2,4,0,0,1,3,0,9,11,8,12,7,13,13,6
0,_Orange,_060590025377,_0025377,119,66,0,1,3,17,0,1,0,8,0,0,29,0,28,1,1,1,1,5,9,0,2,0,4,0,36,27,20,41,44,22,53,11
0,_Orange,_060590025382,_0025382,307,127,0,3,0,42,1,1,0,3,0,0,58,1,47,5,6,1,3,7,22,1,2,4,5,2,77,35,60,55,80,30,91,18
0,_Orange,_060590025383,_0025383,450,400,0,7,2,142,3,10,0,14,1,1,158,0,168,4,14,4,2,36,64,7,4,8,13,0,206,169,129,251,232,153,265,121
0,_Orange,_060590025385,_0025385,450,188,0,1,5,54,0,4,0,8,0,0,79,1,69,5,2,0,1,13,38,1,3,1,8,3,90,87,67,106,96,84,122,51
0,_Orange,_060590025387,_0025387,442,285,0,1,3,92,4,3,1,13,1,0,113,0,107,9,14,0,4,18,37,2,4,11,10,1,132,143,98,167,145,124,190,73
0,_Orange,_060590025388,_0025388,531,220,0,3,0,61,3,1,0,8,1,0,97,4,70,10,6,1,0,16,48,2,4,2,6,4,99,109,69,141,133,80,149,59
0,_Orange,_060590025390,_0025390,456,190,0,1,0,56,2,2,0,7,0,0,78,3,66,5,4,0,0,15,44,0,2,2,8,3,106,79,71,115,122,65,141,45
0,_Orange,_060590025391,_0025391,574,399,0,0,2,149,3,4,1,26,1,0,131,1,180,12,8,0,1,20,52,1,11,6,14,1,193,191,156,224,234,151,267,112
0,_Orange,_060590025392,_0025392,617,418,0,1,2,130,5,5,0,27,0,0,159,0,155,14,23,0,4,41,61,1,7,6,13,0,202,193,123,270,242,159,261,133
0,_Orange,_060590026193,_0026193,588,302,1,2,3,46,2,4,0,25,0,0,165,3,78,10,18,2,2,31,67,1,0,16,15,3,109,183,57,235,202,92,214,78
0,_Orange,_060590026194,_0026194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Orange,_060590026197,_0026197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Orange,_060590026200,_0026200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Orange,_060590027112,_0027112,850,316,1,1,5,69,3,3,1,17,0,2,134,3,95,7,11,6,6,32,52,0,4,8,8,2,157,139,90,204,193,106,215,89
0,_Orange,_060590027113,_0027113,1130,459,1,3,6,132,4,6,1,36,2,3,170,2,173,5,10,6,14,49,72,1,5,9,7,2,251,182,153,267,275,146,310,111
0,_Orange,_060590027115,_0027115,697,468,1,5,5,118,3,6,0,39,0,2,187,8,159,15,14,9,19,46,60,2,5,7,16,9,233,224,125,329,306,154,325,135
0,_Orange,_060590027116,_0027116,26,3,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
0,_Orange,_060590027145,_0027145,863,315,0,2,2,91,2,9,0,33,0,0,116,0,129,7,18,1,4,30,44,0,2,3,2,2,151,150,104,196,192,110,210,91
0,_Orange,_060590027147,_0027147,1045,390,0,5,1,84,0,7,0,32,0,3,169,9,119,10,9,2,11,56,63,4,4,5,11,5,174,201,101,272,234,140,271,105
0,_Orange,_060590027155,_0027155,593,245,0,2,3,74,5,2,1,13,2,0,89,1,91,4,8,2,5,19,50,1,4,5,5,2,102,137,55,174,149,84,163,68
0,_Orange,_060590027156,_0027156,691,206,0,1,2,51,2,6,1,21,0,2,84,3,78,4,10,2,4,26,29,0,1,2,3,3,89,108,57,144,119,80,143,57
0,_Orange,_060590027157,_0027157,420,97,2,0,0,28,0,1,2,7,1,0,31,0,38,1,6,1,3,5,11,0,2,2,2,0,57,37,35,59,62,32,63,31
0,_Orange,_060590027159,_0027159,655,304,0,2,2,54,2,5,0,20,0,1,165,4,82,13,16,2,5,33,63,5,7,8,6,4,149,134,91,183,194,88,197,83
0,_Orange,_060590027161,_0027161,1019,317,0,2,4,83,6,9,1,19,0,1,91,6,111,6,10,0,6,32,27,3,3,13,7,6,170,126,105,190,185,108,196,93
0,_Orange,_060590027162,_0027162,804,94,0,0,1,22,0,1,0,14,0,0,45,0,33,3,3,0,4,7,23,0,2,0,2,0,52,40,29,62,71,22,78,13
0,_Orange,_060590027163,_0027163,518,193,0,0,0,50,0,6,3,20,2,1,61,2,80,4,10,3,2,18,27,0,1,2,4,2,89,97,60,131,120,67,136,52
0,_Orange,_060590027164,_0027164,1083,304,1,2,0,60,3,7,0,24,2,1,129,4,92,8,7,4,15,44,46,2,5,4,8,5,194,98,98,182,198,92,207,83
0,_Orange,_060590027166,_0027166,173,42,0,0,0,9,0,1,0,4,0,0,13,0,14,0,0,0,0,5,11,1,0,1,0,0,20,21,16,25,23,18,27,15
0,_Orange,_060590027167,_0027167,31,3,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,1,1,1
0,_Orange,_060590027168,_0027168,579,194,0,0,2,56,1,3,1,16,1,2,61,1,78,4,5,2,1,24,22,0,2,1,4,1,99,78,49,126,114,68,122,56
0,_Orange,_060590027170,_0027170,830,261,0,1,0,77,0,4,1,14,1,0,99,6,88,8,13,0,7,28,28,2,0,3,11,4,131,123,89,166,169,85,186,69
0,_Orange,_060590028200,_0028200,441,199,0,0,2,40,4,3,1,18,2,1,89,2,70,8,9,1,1,27,25,0,4,5,8,2,97,91,52,137,135,57,150,42
0,_Orange,_060590028201,_0028201,511,445,0,3,1,69,1,6,3,35,0,1,261,2,103,16,33,5,14,54,91,5,8,7,16,2,177,248,96,331,298,130,330,98
0,_Orange,_060590028202,_0028202,227,90,0,2,1,17,0,0,0,6,1,2,46,0,21,4,3,0,1,12,17,0,1,3,6,0,36,54,25,65,59,30,65,24
0,_Orange,_060590028205,_0028205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Orange,_060590028206,_0028206,0,377,1,1,1,71,4,2,1,30,1,1,196,2,101,22,27,3,6,53,50,8,11,6,13,3,141,229,84,289,242,130,273,98
0,_Orange,_060590028247,_0028247,593,397,0,2,1,36,3,3,0,22,1,0,251,2,60,10,20,5,7,65,87,0,3,14,26,1,146,234,72,308,252,134,276,107
0,_Orange,_060590029277,_0029277,695,282,0,1,0,25,0,2,0,6,0,0,188,0,31,8,20,2,5,54,50,2,5,11,14,0,118,157,56,220,211,66,224,52
0,_Orange,_060590029278,_0029278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Orange,_060590029279,_0029279,938,401,0,3,3,66,0,6,3,17,1,1,231,3,84,26,16,0,5,65,82,2,2,12,19,3,155,238,82,306,279,114,299,94
0,_Orange,_060590029280,_0029280,786,349,1,2,0,35,0,4,0,12,1,0,223,3,47,13,21,4,3,43,73,11,11,12,8,3,123,211,60,275,248,88,268,70
0,_Orange,_060590029281,_0029281,950,418,0,1,1,78,2,6,0,23,0,0,238,4,105,15,19,3,5,49,95,5,14,8,20,5,177,231,96,312,282,123,306,93
0,_Orange,_060590029282,_0029282,951,441,0,3,1,55,3,6,1,26,2,0,275,1,86,15,15,1,7,79,99,6,15,13,11,0,168,262,87,338,319,112,345,85
0,_Orange,_060590029284,_0029284,806,360,0,2,7,62,1,5,0,17,0,0,205,5,82,15,18,5,7,45,66,1,2,15,19,2,152,203,80,274,232,119,263,92
0,_Orange,_060590029285,_0029285,662,339,0,2,1,48,5,1,0,20,0,0,202,2,64,13,23,3,4,66,46,5,5,15,17,1,113,212,72,260,221,107,236,92
0,_Orange,_060590029286,_0029286,875,401,0,2,0,48,3,3,1,15,1,3,268,1,70,11,17,1,6,71,79,5,18,16,15,1,150,237,81,308,276,117,315,75
0,_Orange,_060590029291,_0029291,874,504,1,5,0,52,2,4,2,21,1,1,316,6,70,15,29,7,8,77,105,7,1,25,22,5,164,324,92,396,352,131,402,83
0,_Orange,_060590029292,_0029292,839,651,2,10,3,105,3,7,3,39,3,1,380,4,149,28,27,9,9,105,104,3,5,27,45,3,266,368,168,471,435,206,468,169
0,_Orange,_060590029293,_0029293,920,656,0,3,1,86,5,11,0,44,3,2,432,4,127,32,37,6,10,114,144,9,9,18,33,1,231,407,98,543,433,201,484,159
0,_Orange,_060590029294,_0029294,940,403,0,4,3,60,1,5,1,34,0,2,234,8,87,23,24,3,17,54,69,4,5,9,14,5,127,269,72,321,259,132,289,101
0,_Orange,_060590029295,_0029295,857,452,1,2,1,61,1,8,0,24,1,2,277,2,82,22,27,1,8,59,99,1,2,23,22,1,157,283,109,332,288,147,319,120
0,_Orange,_060590029297,_0029297,877,385,2,2,3,38,2,1,1,20,1,0,259,1,61,18,20,2,7,60,87,2,7,17,18,1,139,235,59,315,262,113,289,84
0,_Orange,_060590029299,_0029299,1012,422,1,1,2,53,1,4,1,27,0,0,262,4,76,15,20,4,9,82,76,1,7,22,26,7,152,261,97,317,283,134,317,95
0,_Orange,_060590029300,_0029300,1013,438,1,3,5,50,4,7,0,25,3,4,262,4,91,16,30,5,9,53,93,2,1,20,27,4,158,268,84,343,290,142,309,120
0,_Orange,_060590029302,_0029302,816,354,0,4,0,50,1,4,0,21,0,0,219,4,72,20,16,1,5,55,68,3,5,17,13,2,128,210,81,262,263,82,275,69
0,_Orange,_060590029304,_0029304,927,484,1,2,1,51,0,3,0,25,1,2,320,3,71,17,23,2,6,82,110,5,6,20,19,4,177,299,76,399,332,144,355,120
0,_Orange,_060590029305,_0029305,928,638,0,3,1,106,4,7,0,43,1,1,386,3,151,40,45,5,15,80,111,4,7,28,32,3,253,377,140,493,416,210,453,170
0,_Orange,_060590029306,_0029306,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Orange,_060590029307,_0029307,1080,521,0,1,1,78,4,4,0,31,0,3,314,4,104,14,23,9,10,82,104,8,18,12,12,4,169,332,86,413,302,202,350,154
0,_Orange,_060590029308,_0029308,484,241,0,1,0,16,0,3,0,8,0,0,170,0,19,15,14,0,1,48,64,5,8,15,8,0,78,160,36,199,185,55,192,43
0,_Orange,_060590029309,_0029309,932,146,1,1,0,28,0,1,0,8,0,0,84,0,36,5,2,1,2,20,27,3,6,4,3,0,61,79,49,88,104,37,110,29
0,_Orange,_060590029310,_0029310,1001,624,0,2,2,101,2,7,1,37,0,2,343,2,133,20,27,2,12,107,91,11,18,10,19,1,248,352,148,452,451,146,469,126
0,_Orange,_060590029311,_0029311,978,132,0,1,0,22,0,1,1,7,0,0,69,2,30,4,4,0,2,16,16,1,4,5,5,1,57,66,45,77,93,32,98,27
0,_Orange,_060590029312,_0029312,829,551,0,4,2,65,2,4,0,31,0,2,364,1,90,15,39,5,12,91,96,10,13,13,27,1,200,337,102,440,407,135,435,102
0,_Orange,_060590029313,_0029313,953,145,0,1,0,20,0,2,0,10,0,0,86,0,30,7,7,0,2,17,26,0,2,5,7,0,48,94,26,111,94,48,110,28
0,_Orange,_060590029314,_0029314,862,146,0,0,4,13,0,4,0,5,0,0,95,0,21,2,7,1,1,27,28,1,2,9,3,0,39,106,26,117,107,35,118,23
0,_Orange,_060590029340,_0029340,740,352,0,4,2,61,1,3,0,25,1,1,190,3,85,9,19,2,5,39,70,10,7,7,13,2,133,212,92,251,233,110,263,81
0,_Orange,_060590029346,_0029346,786,162,0,1,0,26,3,2,0,10,0,4,95,0,40,4,8,2,3,25,22,0,2,7,9,0,59,102,51,105,106,51,119,36
0,_Orange,_060590029347,_0029347,574,275,0,3,0,35,2,5,1,22,3,5,173,0,55,10,13,2,4,62,54,0,3,12,15,0,84,184,44,227,173,96,191,80
0,_Orange,_060590029349,_0029349,924,430,0,2,2,49,7,1,0,26,2,0,269,3,75,18,23,6,4,51,97,4,10,17,23,5,160,256,91,324,300,116,325,93
0,_Orange,_060590029352,_0029352,477,234,1,0,3,28,1,4,0,18,1,1,137,1,45,13,11,1,4,35,45,1,2,7,11,1,74,155,48,181,152,76,176,51
0,_Orange,_060590029354,_0029354,933,359,0,0,1,50,1,0,1,5,0,1,236,1,55,7,16,4,5,66,86,7,5,12,11,1,150,197,104,243,280,70,301,50
0,_Orange,_060590029356,_0029356,633,297,0,1,2,29,2,0,1,19,0,2,198,2,43,6,14,3,4,54,68,5,10,6,7,1,94,199,53,238,206,85,220,68
0,_Orange,_060590029357,_0029357,388,250,0,0,1,42,0,0,0,11,0,0,144,1,45,15,8,2,3,22,52,0,3,13,22,1,113,119,65,166,172,63,189,45
0,_Orange,_060590029359,_0029359,731,86,0,2,0,17,0,1,0,5,0,0,38,1,20,1,9,0,2,7,11,0,1,3,5,1,42,39,20,63,64,21,69,15
0,_Orange,_060590029360,_0029360,389,213,0,3,2,20,3,2,0,17,0,0,140,1,34,10,14,0,3,29,55,2,5,4,12,1,73,136,32,178,151,60,162,49
0,_Orange,_060590029361,_0029361,694,87,0,3,0,17,1,1,1,5,0,0,37,0,23,5,6,0,0,10,12,1,0,2,2,0,36,44,20,64,42,38,51,29
0,_Orange,_060590029362,_0029362,976,391,0,4,4,58,2,4,0,18,1,1,230,3,74,14,23,1,5,60,72,3,2,16,20,4,155,225,75,309,261,123,283,100
0,_Orange,_060590029363,_0029363,851,112,0,1,1,14,0,1,1,5,0,0,73,0,17,2,5,0,0,11,30,1,2,1,11,1,39,69,26,81,77,33,86,22
0,_Orange,_060590029364,_0029364,963,517,0,3,0,65,1,3,0,23,0,2,332,3,94,18,13,6,7,94,139,8,13,12,13,3,179,325,98,405,383,125,406,102
0,_Orange,_060590029365,_0029365,1024,499,0,3,0,66,6,2,1,27,2,2,284,7,88,8,33,3,6,86,89,8,10,8,20,5,178,315,94,394,336,154,370,117
0,_Orange,_060590029368,_0029368,867,382,1,2,0,43,2,2,0,16,0,1,245,5,58,13,15,6,5,69,88,6,4,7,15,4,144,227,58,313,266,104,282,89
0,_Orange,_060590029369,_0029369,946,498,3,0,4,67,2,5,1,27,3,4,312,2,95,16,24,8,4,92,106,2,7,6,14,2,171,307,102,381,334,151,376,104
0,_Orange,_060590029370,_0029370,865,454,0,0,0,76,1,2,1,25,0,2,259,1,90,12,29,2,5,64,81,10,12,10,21,0,173,264,84,351,335,100,352,84
0,_Orange,_060590031001,_0031001,859,449,0,1,2,73,7,0,0,36,0,0,235,3,106,6,17,2,5,85,96,3,6,9,5,2,195,239,109,324,292,141,317,113
0,_Orange,_060590031002,_0031002,837,544,0,4,1,92,0,6,1,34,0,1,293,6,123,11,19,3,6,98,122,3,13,7,20,6,207,319,119,406,354,172,395,133
0,_Orange,_060590031003,_0031003,565,533,0,1,2,89,5,7,4,33,0,0,277,3,124,16,31,3,13,91,97,2,9,16,13,2,198,301,82,419,318,181,357,144
0,_Orange,_060590031004,_0031004,1005,592,0,1,5,130,3,10,4,41,1,1,256,12,184,19,30,5,14,74,91,3,8,9,12,11,291,277,178,379,352,204,394,164
0,_Orange,_060590031005,_0031005,790,724,0,9,6,129,4,10,2,49,0,2,339,8,195,13,21,6,15,106,145,2,14,8,12,7,297,403,172,529,482,221,534,168
0,_Orange,_060590031006,_0031006,472,467,1,2,1,68,1,3,1,41,2,1,270,4,103,19,20,1,9,69,114,3,7,9,13,8,153,298,85,369,310,145,333,122
0,_Orange,_060590031007,_0031007,916,120,0,0,0,25,0,7,0,12,0,0,56,2,40,2,1,2,1,22,22,1,3,2,2,3,44,72,27,88,68,50,86,32
0,_Orange,_060590031009,_0031009,815,580,0,5,2,116,6,14,1,33,1,0,305,9,147,21,29,5,2,85,120,6,14,8,19,6,240,320,137,426,375,187,394,170
0,_Orange,_060590031010,_0031010,824,404,0,1,1,57,2,3,1,26,0,0,242,6,82,15,24,2,4,72,92,1,4,4,14,7,143,238,87,291,249,135,279,104
0,_Orange,_060590031012,_0031012,1033,207,0,0,1,30,2,3,2,19,1,1,102,1,52,5,5,3,6,16,50,2,4,3,7,2,94,104,70,124,121,75,138,59
0,_Orange,_060590031013,_0031013,475,277,0,3,1,43,5,4,0,24,1,0,127,8,75,13,13,7,5,33,46,4,3,3,3,7,107,156,78,184,178,92,202,70
0,_Orange,_060590031014,_0031014,828,400,1,2,2,53,4,10,1,34,1,1,210,1,97,7,22,1,6,56,92,3,8,4,12,1,141,244,68,317,239,147,275,108
0,_Orange,_060590031015,_0031015,804,448,0,0,1,86,0,7,0,37,1,2,235,3,105,18,20,1,6,72,94,0,9,7,7,4,170,260,100,326,272,153,299,123
0,_Orange,_060590031016,_0031016,825,518,0,2,3,64,6,4,0,39,1,0,275,7,93,13,21,5,12,100,107,5,6,8,11,7,201,306,109,397,324,176,350,146
0,_Orange,_060590031017,_0031017,557,255,0,6,0,32,5,2,1,18,0,2,131,1,59,8,8,0,2,34,60,3,4,2,5,1,84,162,45,201,172,71,191,54
0,_Orange,_060590031201,_0031201,913,462,2,1,2,70,2,9,0,29,0,3,266,5,104,8,29,3,8,70,109,2,9,5,8,5,179,267,80,361,317,127,334,109
0,_Orange,_060590031202,_0031202,846,417,0,6,1,62,5,5,2,25,2,0,230,6,89,8,21,3,6,78,88,3,8,7,7,6,159,240,99,300,274,124,302,97
0,_Orange,_060590031203,_0031203,421,61,0,1,2,11,1,6,0,3,0,0,20,0,23,1,4,0,2,7,10,0,0,1,1,0,31,29,24,35,40,20,45,15
0,_Orange,_060590031205,_0031205,846,638,0,6,1,106,7,5,1,53,1,1,337,6,162,15,24,3,6,95,150,7,7,12,21,7,243,372,137,474,397,217,447,166
0,_Orange,_060590031206,_0031206,936,486,1,0,5,78,3,12,3,46,1,0,221,3,135,14,27,4,13,58,75,6,8,13,9,4,199,275,121,349,283,186,325,142
0,_Orange,_060590031212,_0031212,665,112,0,2,1,18,1,1,1,4,0,0,64,0,25,3,3,1,2,17,23,1,0,2,4,0,50,57,38,69,68,38,74,31
0,_Orange,_060590031213,_0031213,543,106,0,1,0,15,0,0,1,8,0,0,56,1,21,3,1,1,6,14,28,0,2,4,1,0,48,50,30,67,74,26,75,21
0,_Orange,_060590031214,_0031214,847,405,0,1,2,81,4,7,0,24,0,2,202,4,115,7,20,0,3,37,102,6,8,9,8,3,148,239,87,306,278,110,302,89
0,_Orange,_060590031216,_0031216,682,324,0,0,0,51,1,5,0,21,0,2,163,4,74,9,13,1,11,58,66,2,4,6,5,5,122,189,72,234,200,108,216,91
0,_Orange,_060590031217,_0031217,482,196,0,0,0,32,2,3,1,17,0,1,105,0,48,5,11,3,4,30,28,2,4,3,7,0,64,125,34,152,129,62,141,50
0,_Orange,_060590031218,_0031218,1001,580,0,6,2,107,7,5,1,29,2,2,277,8,139,10,29,8,7,73,114,1,7,7,20,8,237,321,133,421,334,225,384,169
0,_Orange,_060590031221,_0031221,557,279,1,1,2,50,1,1,2,17,1,1,152,0,61,5,12,2,6,44,67,2,5,3,5,0,103,165,51,216,155,113,177,90
0,_Orange,_060590031223,_0031223,930,407,0,3,1,88,5,3,0,26,0,2,179,3,120,16,12,4,7,58,76,3,8,3,9,2,183,211,90,302,258,140,282,111
0,_Orange,_060590031225,_0031225,846,178,0,0,3,36,2,0,2,5,0,0,95,1,44,0,8,4,6,28,38,2,2,3,3,1,69,103,41,127,109,57,128,42
0,_Orange,_060590031230,_0031230,958,536,1,5,2,89,2,6,1,37,2,1,281,6,124,15,26,3,7,90,106,4,9,8,10,7,203,323,103,420,364,161,396,124
