IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20201103_GEN_ALL_ALL_REG,USA_CA_20201103_GEN_ALL_ALL_VOTED,USA_CA_20201103_GEN_PRE_DEM_BIDEN,USA_CA_20201103_GEN_PRE_REP_TRUMP,USA_CA_20201103_GEN_PRE_OTH_ALL,USA_CA_20201103_GEN_PROP14_NO,USA_CA_20201103_GEN_PROP14_YES,USA_CA_20201103_GEN_PROP15_NO,USA_CA_20201103_GEN_PROP15_YES,USA_CA_20201103_GEN_PROP16_NO,USA_CA_20201103_GEN_PROP16_YES,USA_CA_20201103_GEN_PROP17_NO,USA_CA_20201103_GEN_PROP17_YES,USA_CA_20201103_GEN_PROP18_NO,USA_CA_20201103_GEN_PROP18_YES,USA_CA_20201103_GEN_PROP19_NO,USA_CA_20201103_GEN_PROP19_YES,USA_CA_20201103_GEN_PROP20_NO,USA_CA_20201103_GEN_PROP20_YES,USA_CA_20201103_GEN_PROP21_NO,USA_CA_20201103_GEN_PROP21_YES,USA_CA_20201103_GEN_PROP22_NO,USA_CA_20201103_GEN_PROP22_YES,USA_CA_20201103_GEN_PROP23_NO,USA_CA_20201103_GEN_PROP23_YES,USA_CA_20201103_GEN_PROP24_NO,USA_CA_20201103_GEN_PROP24_YES,USA_CA_20201103_GEN_PROP25_NO,USA_CA_20201103_GEN_PROP25_YES
0,_Sacramento,_060670029010,_0029010,1715,1409,753,593,42,730,642,808,566,955,404,677,696,894,479,697,661,797,555,923,447,469,904,922,428,658,684,814,531
0,_Sacramento,_060670029128,_0029128,1935,1629,928,629,52,747,808,833,726,973,570,694,863,952,610,764,764,915,619,901,652,546,1010,1016,518,694,826,887,634
0,_Sacramento,_060670029298,_0029298,1793,1557,919,583,29,705,790,855,650,981,505,703,806,932,569,713,763,865,610,1010,478,528,971,1073,396,734,730,850,612
0,_Sacramento,_060670029434,_0029434,1839,1609,910,619,43,811,722,933,614,1004,524,750,810,973,592,805,727,886,637,1097,436,514,1036,1138,370,790,711,855,650
0,_Sacramento,_060670029462,_0029462,1497,1316,783,469,38,585,669,676,597,794,464,537,738,736,536,600,650,762,476,816,438,450,815,866,367,541,691,683,553
0,_Sacramento,_060670029661,_0029661,1302,1187,662,465,28,633,521,705,451,792,357,557,594,742,409,626,507,642,488,866,278,354,797,861,263,622,496,676,436
0,_Sacramento,_060670029706,_0029706,510,480,291,171,7,244,216,279,183,303,160,220,252,280,192,267,193,280,179,362,99,177,289,382,77,249,212,281,179
0,_Sacramento,_060670029848,_0029848,1660,1559,954,548,32,784,712,876,642,988,527,747,777,959,565,823,677,920,559,1123,376,514,997,1127,352,807,673,845,634
0,_Sacramento,_060670031082,_0031082,1965,1586,694,820,40,863,635,995,524,1125,395,812,708,1074,451,836,648,846,657,978,531,475,1050,1076,424,760,726,986,497
0,_Sacramento,_060670031160,_0031160,1893,1629,659,901,38,957,611,1112,469,1214,358,948,649,1165,430,932,633,799,767,1203,367,445,1135,1181,381,860,683,1094,450
0,_Sacramento,_060670031245,_0031245,1327,1161,438,662,36,721,398,835,288,887,236,705,425,843,287,678,432,547,560,869,244,273,849,873,228,624,475,811,283
0,_Sacramento,_060670031283,_0031283,1657,1468,634,783,26,830,565,978,433,1065,338,846,570,1056,360,773,606,752,642,1012,382,410,998,1105,277,720,644,955,415
0,_Sacramento,_060670031327,_0031327,1827,1613,665,887,39,958,592,1078,487,1190,364,915,653,1132,440,909,630,792,743,1181,372,420,1140,1191,356,835,691,1066,455
0,_Sacramento,_060670031432,_0031432,1627,1352,580,725,32,790,509,908,402,983,314,778,536,968,346,748,545,682,601,935,366,400,902,970,326,687,594,890,384
0,_Sacramento,_060670031461,_0031461,1720,1400,590,741,47,765,558,921,420,1001,327,752,594,957,390,727,587,711,606,961,375,379,960,976,341,678,627,892,422
0,_Sacramento,_060670031546,_0031546,1855,1339,717,562,46,596,657,674,593,828,437,553,728,779,507,574,661,725,525,684,569,460,825,765,488,501,743,719,518
0,_Sacramento,_060670031631,_0031631,1477,1212,479,668,44,711,442,777,387,885,268,682,496,863,319,650,496,615,534,827,325,330,835,858,286,601,528,765,364
0,_Sacramento,_060670031662,_0031662,1734,1458,582,804,49,850,531,1001,399,1093,297,843,564,1049,363,801,572,669,709,1033,355,410,990,1035,357,747,623,959,405
0,_Sacramento,_060670031765,_0031765,1171,998,511,438,33,465,477,519,431,616,328,436,522,584,378,434,502,549,386,545,408,357,598,593,346,392,543,536,381
0,_Sacramento,_060670031839,_0031839,1615,1410,542,801,43,821,526,983,379,1057,286,807,555,1034,332,810,516,709,626,1021,326,368,993,1021,322,763,572,929,401
0,_Sacramento,_060670031900,_0031900,2005,1766,790,888,55,1012,688,1130,580,1278,404,953,763,1220,493,933,741,841,835,1271,424,492,1211,1266,420,871,806,1105,561
0,_Sacramento,_060670031994,_0031994,1646,1437,566,805,38,921,475,1019,385,1085,313,887,522,1059,351,863,527,675,709,1113,275,421,978,1094,289,818,554,989,389
0,_Sacramento,_060670032101,_0032101,1349,1178,440,696,30,767,356,843,293,901,230,742,407,863,283,684,437,531,586,918,217,320,819,884,235,696,427,807,308
0,_Sacramento,_060670032206,_0032206,1621,1431,475,908,25,956,425,1103,291,1144,241,934,462,1120,283,882,496,622,750,1170,218,369,1019,1141,234,857,504,1036,327
0,_Sacramento,_060670032470,_0032470,1299,1138,404,699,20,730,350,820,275,886,190,703,387,824,267,676,399,501,565,838,248,307,791,859,223,648,412,752,300
0,_Sacramento,_060670032554,_0032554,1490,1335,467,821,35,832,441,996,285,1042,232,875,422,1034,267,786,485,607,650,1057,223,341,956,1052,230,752,515,933,336
0,_Sacramento,_060670032773,_0032773,1524,1320,529,735,34,793,464,876,396,972,292,774,500,925,351,748,508,648,616,952,317,368,902,959,289,681,564,853,385
0,_Sacramento,_060670032872,_0032872,1424,1167,541,583,26,597,500,734,374,832,268,609,511,771,353,585,502,611,478,739,366,389,728,797,305,576,504,709,369
0,_Sacramento,_060670033017,_0033017,4,3,0,3,0,2,1,3,0,3,0,2,1,3,0,2,1,3,0,3,0,1,2,2,1,2,1,3,0
0,_Sacramento,_060670033108,_0033108,1547,1401,614,714,33,799,538,981,367,1027,314,816,535,1010,349,802,517,637,683,1100,233,337,1011,1067,254,806,516,887,416
0,_Sacramento,_060670033126,_0033126,1753,1597,733,790,43,880,652,1022,520,1111,419,880,670,1081,467,836,679,789,720,1155,375,427,1105,1168,342,843,659,1008,489
0,_Sacramento,_060670033227,_0033227,1804,1647,737,858,32,922,637,1084,492,1168,388,955,631,1198,391,838,714,770,772,1195,372,426,1153,1260,301,850,683,1049,481
0,_Sacramento,_060670033431,_0033431,1150,1056,516,491,33,596,414,671,353,764,257,589,436,735,286,535,478,532,471,772,239,322,695,724,271,524,465,654,336
0,_Sacramento,_060670033529,_0033529,1227,1108,515,549,22,622,440,713,359,741,323,582,497,746,328,585,461,540,515,763,296,294,781,806,248,544,512,683,368
0,_Sacramento,_060670033622,_0033622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Sacramento,_060670033713,_0033713,1338,1246,580,607,31,746,451,833,378,890,311,703,506,865,349,684,512,594,583,925,264,361,843,941,247,669,506,817,366
0,_Sacramento,_060670033859,_0033859,1769,1622,787,769,30,904,656,1071,501,1192,384,952,648,1123,479,872,689,831,725,1225,346,457,1132,1238,328,901,659,1042,516
0,_Sacramento,_060670033942,_0033942,1495,1356,760,541,30,667,634,749,553,902,398,686,628,851,463,642,648,746,529,886,407,442,873,895,394,583,696,772,498
0,_Sacramento,_060670034064,_0034064,1868,1572,800,711,41,803,677,901,592,1017,455,765,736,981,512,769,700,833,633,990,483,506,988,1046,430,670,776,883,565
0,_Sacramento,_060670034225,_0034225,1839,1512,883,566,41,635,773,758,673,911,485,622,819,838,602,632,759,811,578,810,618,481,959,963,445,576,807,737,643
0,_Sacramento,_060670034322,_0034322,1772,1572,763,755,39,770,725,946,552,1052,435,802,716,1028,484,762,731,829,635,1035,473,506,1014,1069,421,730,748,964,502
0,_Sacramento,_060670034410,_0034410,1674,1461,691,714,36,812,582,928,480,1047,337,781,630,953,459,778,606,755,637,1013,373,423,988,999,382,736,643,863,502
0,_Sacramento,_060670034600,_0034600,1694,1461,699,713,31,807,575,888,501,994,381,762,646,950,460,734,623,734,633,977,402,443,959,1004,371,743,633,881,484
0,_Sacramento,_060670034623,_0034623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Sacramento,_060670034657,_0034657,1399,1289,616,616,32,705,525,809,441,873,362,677,569,886,373,664,566,667,563,907,332,381,862,914,298,642,570,789,433
0,_Sacramento,_060670034726,_0034726,1793,1590,791,733,51,848,671,969,566,1093,434,801,750,1035,515,809,713,898,620,1081,451,508,1030,1106,405,766,734,919,583
0,_Sacramento,_060670034871,_0034871,1738,1585,792,738,31,884,646,1005,536,1099,418,836,716,1091,459,866,655,837,664,1191,326,452,1088,1178,334,824,682,980,520
0,_Sacramento,_060670035127,_0035127,1844,1631,672,887,48,985,573,1085,495,1179,378,958,624,1170,414,902,649,809,741,1187,377,476,1100,1180,367,867,672,1060,476
0,_Sacramento,_060670035181,_0035181,1570,1377,527,788,43,846,475,942,387,1064,261,798,533,980,357,777,511,675,632,998,318,380,943,1020,285,738,565,926,360
0,_Sacramento,_060670035224,_0035224,1908,1655,720,848,58,935,651,1055,546,1190,394,902,710,1113,496,876,704,793,786,1132,465,504,1098,1170,405,821,747,1054,515
0,_Sacramento,_060670035260,_0035260,1791,1590,684,824,58,940,580,1088,438,1169,340,892,647,1137,411,872,633,813,696,1140,383,455,1087,1184,338,831,690,1001,504
0,_Sacramento,_060670035383,_0035383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Sacramento,_060670035500,_0035500,1444,1289,631,593,46,685,541,781,461,894,336,669,571,840,398,696,529,686,529,885,341,385,850,928,290,653,558,739,461
0,_Sacramento,_060670035636,_0035636,1782,1584,751,759,47,856,662,985,542,1120,395,830,710,1020,513,843,670,863,629,1140,375,462,1068,1183,327,859,644,949,542
0,_Sacramento,_060670035784,_0035784,1568,1419,701,658,33,778,571,877,493,1001,350,772,603,936,436,775,579,696,645,1020,332,402,964,1038,308,776,563,865,471
0,_Sacramento,_060670035805,_0035805,1643,1472,708,679,52,792,619,936,488,989,416,765,658,987,442,796,616,797,614,1057,346,449,973,1083,322,774,603,881,510
0,_Sacramento,_060670035852,_0035852,1925,1781,956,761,33,969,764,1123,614,1183,545,917,832,1147,598,919,802,936,772,1270,451,561,1173,1328,386,926,762,1055,642
0,_Sacramento,_060670036005,_0036005,1834,1628,837,716,46,834,696,979,573,1070,466,762,802,1039,530,819,723,899,627,1124,418,518,1038,1130,405,777,742,891,622
0,_Sacramento,_060670036104,_0036104,1948,1761,981,680,62,881,807,948,760,1153,536,859,854,1087,618,816,834,923,733,1157,512,601,1093,1150,508,802,858,996,655
0,_Sacramento,_060670036176,_0036176,1729,1469,704,703,42,729,660,868,552,1026,375,772,653,936,477,732,644,756,621,948,444,449,951,1009,371,669,706,881,484
0,_Sacramento,_060670036274,_0036274,1735,1512,677,765,44,857,594,1008,464,1098,362,825,656,1009,470,844,610,775,683,1068,392,459,1014,1092,358,757,696,934,507
0,_Sacramento,_060670036407,_0036407,1887,1688,914,698,44,821,789,957,671,1118,509,832,809,1057,582,846,756,904,689,1124,494,575,1049,1118,472,809,786,953,615
0,_Sacramento,_060670036433,_0036433,1820,1649,919,674,39,763,783,823,751,1051,514,775,811,983,606,717,823,885,660,948,609,541,1036,1028,522,714,835,865,665
0,_Sacramento,_060670036503,_0036503,1266,1148,538,560,39,651,448,759,354,843,261,677,441,821,301,627,467,581,512,810,284,321,789,840,253,592,491,707,374
0,_Sacramento,_060670036556,_0036556,1817,1684,883,708,48,949,682,1027,620,1157,483,897,746,1118,534,908,708,856,765,1194,435,560,1089,1149,460,899,708,1010,587
0,_Sacramento,_060670036602,_0036602,1408,1295,647,592,32,758,493,834,427,966,287,726,542,876,388,744,495,686,553,968,277,343,922,976,266,688,542,841,395
0,_Sacramento,_060670036637,_0036637,1642,1513,733,709,46,887,580,958,522,1062,410,861,624,1046,438,839,625,771,683,1112,356,490,994,1126,329,841,612,943,513
0,_Sacramento,_060670036712,_0036712,1472,1363,750,559,29,655,655,787,536,909,409,706,624,854,476,676,625,706,585,957,351,416,905,893,390,612,673,804,475
0,_Sacramento,_060670036754,_0036754,1630,1521,749,701,40,834,631,968,513,1103,371,875,608,1025,458,867,570,747,691,1137,321,428,1035,1092,358,757,685,976,463
0,_Sacramento,_060670036844,_0036844,1635,1516,775,676,39,819,642,987,484,1036,425,853,622,1023,453,779,667,725,711,1123,336,427,1037,1048,390,735,697,954,464
0,_Sacramento,_060670036973,_0036973,1482,1366,725,596,18,701,601,770,535,923,381,739,582,892,431,677,604,707,594,971,343,472,840,945,338,633,648,795,485
0,_Sacramento,_060670037138,_0037138,1373,1179,602,524,43,619,506,704,432,759,367,549,585,746,389,637,481,639,483,807,321,374,753,791,316,571,535,667,442
0,_Sacramento,_060670037241,_0037241,1669,1435,820,550,39,747,626,790,600,901,468,631,763,852,534,668,699,836,517,926,449,503,873,969,382,677,668,761,577
0,_Sacramento,_060670037296,_0037296,1692,1521,803,656,33,821,636,923,553,1032,426,778,707,946,536,830,623,803,649,1080,380,459,1012,1103,326,787,632,881,546
0,_Sacramento,_060670037443,_0037443,1358,1233,644,525,39,661,513,716,474,798,374,595,604,757,437,622,548,683,492,832,348,425,773,890,296,603,575,688,481
0,_Sacramento,_060670037855,_0037855,2,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,2,0,2,0,2,0
0,_Sacramento,_060670038113,_0038113,1834,1683,852,765,40,919,702,1051,587,1157,465,896,755,1093,557,903,714,882,731,1253,375,495,1149,1242,358,948,646,1015,578
0,_Sacramento,_060670039027,_0039027,1698,1514,830,618,36,741,710,885,574,1023,425,764,708,952,521,733,706,827,611,1011,443,471,987,1050,397,726,695,851,581
0,_Sacramento,_060670039118,_0039118,1590,1458,830,569,36,749,653,799,619,954,459,699,722,893,537,677,715,822,574,953,448,514,907,961,431,680,706,826,554
0,_Sacramento,_060670039423,_0039423,1876,1696,922,684,44,896,741,971,680,1132,507,855,795,1076,584,864,744,900,710,1168,453,566,1069,1152,455,818,785,972,619
0,_Sacramento,_060670039536,_0039536,1951,1784,995,707,44,875,825,965,749,1143,553,872,852,1078,656,853,840,964,735,1142,555,599,1123,1123,570,790,890,1032,650
0,_Sacramento,_060670039582,_0039582,1523,1382,668,664,32,767,562,896,444,992,341,784,566,937,410,712,611,696,621,1003,332,463,887,998,323,703,616,841,474
0,_Sacramento,_060670039779,_0039779,1586,1427,772,590,28,754,600,831,546,928,446,731,653,917,475,734,624,736,627,976,394,475,903,960,397,702,660,859,489
0,_Sacramento,_060670039933,_0039933,1800,1625,893,662,45,890,675,948,628,1065,507,815,754,1029,545,808,729,864,674,1156,389,544,1024,1057,489,705,839,932,600
0,_Sacramento,_060670041017,_0041017,1588,1321,975,292,33,446,780,473,764,558,669,374,872,575,672,431,786,809,398,599,645,509,736,732,497,422,783,539,656
0,_Sacramento,_060670041028,_0041028,705,259,183,62,5,86,162,92,156,114,131,47,204,94,152,77,169,151,90,99,146,91,154,132,112,69,169,108,127
0,_Sacramento,_060670041216,_0041216,1775,1531,1254,213,45,461,999,424,1058,589,874,267,1229,546,947,510,927,1087,361,556,915,807,674,736,702,532,896,497,919
0,_Sacramento,_060670041240,_0041240,1467,1269,1082,126,35,414,787,350,879,444,770,199,1037,366,863,440,742,953,239,463,754,741,475,576,603,509,679,389,803
0,_Sacramento,_060670041366,_0041366,1649,1383,1057,249,47,459,836,458,856,588,711,316,1014,509,816,512,766,864,410,585,713,643,665,675,586,489,775,487,775
0,_Sacramento,_060670041431,_0041431,1880,1659,1352,226,48,528,1026,460,1132,615,955,329,1258,565,1033,570,970,1169,378,646,925,848,739,808,740,656,882,543,976
0,_Sacramento,_060670041523,_0041523,1721,1497,1251,169,54,433,985,400,1040,553,880,239,1216,468,979,530,866,1113,292,487,937,828,598,711,680,600,802,488,894
0,_Sacramento,_060670041560,_0041560,1529,1309,1083,157,41,424,820,347,914,490,759,234,1046,423,845,485,744,968,267,476,777,704,550,619,609,518,703,396,810
0,_Sacramento,_060670041661,_0041661,1898,1694,1445,166,57,498,1119,461,1174,607,1016,258,1392,546,1106,610,995,1285,300,639,987,964,679,827,777,688,898,521,1061
0,_Sacramento,_060670041698,_0041698,1445,1313,1093,174,29,442,818,398,870,491,765,293,990,497,786,494,740,918,322,593,674,697,571,694,538,562,661,463,763
0,_Sacramento,_060670041711,_0041711,1898,1665,1345,243,42,502,1049,468,1102,628,932,310,1280,588,1004,614,917,1156,370,639,911,849,723,822,696,657,873,570,946
0,_Sacramento,_060670041769,_0041769,1576,1395,1150,181,43,421,915,367,983,525,802,235,1119,412,941,509,793,1029,278,480,848,784,552,662,646,560,737,477,809
0,_Sacramento,_060670041818,_0041818,1471,1255,1057,143,39,374,816,299,908,418,773,191,1030,353,860,503,682,912,279,441,765,708,504,573,596,510,662,383,782
0,_Sacramento,_060670041976,_0041976,1894,1645,1395,178,59,497,1058,404,1175,550,1017,272,1322,516,1072,565,958,1223,318,561,996,948,621,755,764,638,881,494,1021
0,_Sacramento,_060670042210,_0042210,1396,1287,985,243,28,528,700,511,727,605,625,372,884,577,680,564,661,881,342,796,436,619,619,825,381,596,614,483,721
0,_Sacramento,_060670042258,_0042258,1907,1782,1347,350,55,782,919,801,923,947,751,580,1152,836,891,816,880,1154,517,1112,584,785,905,1156,511,826,828,764,872
0,_Sacramento,_060670042297,_0042297,1414,1302,1046,211,21,478,751,478,776,586,652,347,917,529,731,516,714,906,324,652,580,676,577,749,470,545,660,491,715
0,_Sacramento,_060670042351,_0042351,1630,1523,1191,265,36,630,826,640,832,735,725,461,1022,730,757,675,764,1021,422,943,512,689,770,971,469,702,734,607,818
0,_Sacramento,_060670042459,_0042459,1646,1533,1169,304,27,618,854,634,846,684,787,463,1032,673,823,630,833,1024,425,901,572,717,756,912,531,754,680,608,826
0,_Sacramento,_060670042481,_0042481,1644,1504,1175,267,36,564,885,590,879,678,770,385,1087,627,842,634,792,1020,400,844,602,725,721,929,490,694,722,560,839
0,_Sacramento,_060670042593,_0042593,1848,1706,1280,361,33,744,864,756,895,835,781,550,1098,792,853,823,778,1082,510,1046,581,780,851,1100,504,786,795,712,870
0,_Sacramento,_060670042605,_0042605,1487,1365,912,377,40,611,692,710,608,765,543,526,800,727,603,680,607,821,467,944,361,530,785,943,344,675,599,665,606
0,_Sacramento,_060670042707,_0042707,965,869,647,193,16,333,489,367,468,422,405,272,572,408,433,382,443,567,249,500,332,398,442,490,335,356,459,382,431
0,_Sacramento,_060670042854,_0042854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Sacramento,_060670042869,_0042869,1772,1538,1287,180,41,481,978,466,1027,563,910,289,1209,531,968,568,886,1117,339,665,807,843,637,766,686,634,814,500,936
0,_Sacramento,_060670042911,_0042911,1797,1672,1343,265,38,613,974,606,1004,740,850,423,1198,675,947,693,892,1182,397,871,722,885,711,940,627,749,795,605,940
0,_Sacramento,_060670042960,_0042960,1549,1347,964,322,39,564,720,544,751,610,667,419,881,619,685,557,706,868,394,736,541,615,676,835,436,596,653,557,687
0,_Sacramento,_060670043033,_0043033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Sacramento,_060670043242,_0043242,1309,1238,902,287,25,520,659,526,674,621,566,387,817,582,626,582,605,823,340,743,452,599,581,816,350,600,559,509,652
0,_Sacramento,_060670043377,_0043377,829,628,516,87,15,165,421,133,467,260,335,111,494,237,368,214,369,419,167,215,376,343,252,251,327,164,422,243,333
0,_Sacramento,_060670043400,_0043400,1650,1520,1115,342,28,567,864,603,856,746,702,508,962,721,742,554,872,986,435,860,571,636,804,949,475,677,735,682,722
0,_Sacramento,_060670043492,_0043492,1814,1690,1145,485,33,742,831,770,831,925,668,634,986,902,716,721,848,1069,478,1076,505,631,969,1103,466,778,752,810,733
0,_Sacramento,_060670043643,_0043643,1155,979,696,250,17,364,568,390,549,512,419,344,599,487,459,412,503,610,310,523,411,416,523,564,369,421,494,449,457
0,_Sacramento,_060670043738,_0043738,1282,1056,737,262,44,424,580,450,568,553,452,350,672,535,485,425,571,665,322,548,464,462,559,632,364,399,587,472,510
0,_Sacramento,_060670043845,_0043845,1030,886,603,264,14,375,457,403,436,481,351,323,523,438,403,348,484,526,312,486,357,319,513,529,292,311,513,433,383
0,_Sacramento,_060670043915,_0043915,1059,886,704,148,24,259,573,241,598,403,422,189,653,338,504,317,490,575,240,354,472,421,413,374,433,284,515,359,436
0,_Sacramento,_060670043926,_0043926,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0
0,_Sacramento,_060670043994,_0043994,17,8,5,3,0,3,4,3,4,3,4,2,5,1,6,2,5,4,3,3,4,4,3,3,4,2,5,4,2
0,_Sacramento,_060670044013,_0044013,314,250,197,33,13,69,167,75,163,98,138,44,198,77,163,85,144,179,58,91,147,144,93,128,99,87,143,97,134
0,_Sacramento,_060670044059,_0044059,1606,1168,990,130,31,409,698,347,776,421,685,196,933,395,733,417,684,825,288,533,577,573,544,588,502,436,649,436,641
0,_Sacramento,_060670044105,_0044105,1728,1624,1252,295,46,695,873,655,938,743,841,475,1127,718,877,754,814,1105,447,964,601,837,754,1030,508,800,758,682,861
0,_Sacramento,_060670044167,_0044167,1247,1167,971,166,18,428,673,409,717,474,633,264,863,435,686,460,641,806,285,627,480,580,538,702,380,529,550,384,695
0,_Sacramento,_060670044255,_0044255,1468,1357,1160,152,27,491,824,470,852,496,798,255,1079,458,867,537,758,1006,289,715,585,742,573,839,443,620,644,409,858
0,_Sacramento,_060670044261,_0044261,1245,1090,886,134,46,364,673,333,716,412,633,194,860,358,695,427,607,834,208,440,602,637,406,514,509,473,539,380,640
0,_Sacramento,_060670044337,_0044337,1631,1516,1296,176,26,551,909,473,1004,538,922,338,1144,556,923,612,837,1114,323,823,634,799,669,976,464,702,741,497,936
0,_Sacramento,_060670044507,_0044507,1376,1199,963,187,28,479,667,512,646,507,633,308,851,499,657,471,668,770,350,679,455,588,562,742,395,528,594,499,611
0,_Sacramento,_060670044520,_0044520,1591,1501,1149,300,23,665,788,692,776,756,697,486,979,736,736,670,769,993,439,1006,441,642,802,1030,405,765,652,634,785
0,_Sacramento,_060670044562,_0044562,1511,1432,1085,301,15,596,771,686,698,687,687,468,927,662,734,650,709,895,465,995,381,594,774,969,365,697,647,629,703
0,_Sacramento,_060670044601,_0044601,1705,1495,1104,328,35,587,823,659,774,709,707,461,986,696,749,600,813,958,449,853,574,655,785,917,491,618,786,666,726
0,_Sacramento,_060670044650,_0044650,1645,1507,1121,329,38,657,794,702,763,737,712,507,960,725,742,695,747,1008,420,961,490,688,770,996,424,751,678,672,746
0,_Sacramento,_060670044706,_0044706,1724,1565,1193,325,25,633,849,663,844,717,769,492,1033,718,797,714,770,1055,424,932,559,737,770,1009,467,784,685,678,790
0,_Sacramento,_060670044757,_0044757,1421,1169,905,207,31,403,693,505,616,513,583,329,801,514,611,457,645,772,328,654,457,461,667,641,467,380,714,519,562
0,_Sacramento,_060670044804,_0044804,1758,1500,1158,276,43,557,876,587,870,654,778,372,1089,634,829,627,796,1012,410,744,688,756,680,828,581,602,800,625,767
0,_Sacramento,_060670044903,_0044903,1881,1575,1138,377,34,609,866,720,788,785,680,544,963,740,760,618,846,976,457,866,606,699,783,891,576,590,849,734,695
0,_Sacramento,_060670045015,_0045015,1680,1409,1189,149,44,430,910,396,955,484,863,202,1161,394,964,509,810,1033,280,530,815,786,566,626,687,537,771,453,836
0,_Sacramento,_060670045029,_0045029,1739,1289,1086,132,50,373,856,445,805,449,786,174,1084,418,830,433,784,934,292,558,681,659,589,645,579,444,762,458,752
0,_Sacramento,_060670045140,_0045140,1848,1338,1086,179,50,371,891,453,825,470,801,179,1111,429,851,408,846,931,331,575,692,682,602,660,590,433,799,535,698
0,_Sacramento,_060670045241,_0045241,1526,1165,884,229,32,437,693,473,653,568,562,316,821,510,615,458,640,756,360,543,578,577,547,624,489,441,659,530,571
0,_Sacramento,_060670045314,_0045314,1821,1182,930,205,37,365,754,430,704,476,640,257,886,434,696,411,696,776,329,557,565,488,644,609,514,325,775,543,551
0,_Sacramento,_060670045418,_0045418,1685,1058,758,253,30,391,611,438,577,469,535,273,757,468,554,366,637,659,340,525,486,421,603,556,444,352,630,488,500
0,_Sacramento,_060670045427,_0045427,928,596,447,113,26,197,363,213,360,247,321,125,451,228,344,225,341,387,179,271,301,268,310,283,279,188,369,283,274
0,_Sacramento,_060670045482,_0045482,802,585,440,124,10,228,319,243,312,253,296,168,395,261,303,217,337,384,166,299,259,238,323,338,219,204,343,300,249
0,_Sacramento,_060670045511,_0045511,666,439,319,102,11,151,269,174,250,203,213,152,273,210,217,183,233,272,138,236,185,213,208,227,191,140,274,222,188
0,_Sacramento,_060670045548,_0045548,1458,918,658,215,25,326,540,378,496,421,439,249,633,414,463,319,541,533,338,438,441,351,528,463,392,263,589,418,429
0,_Sacramento,_060670045624,_0045624,1441,945,668,249,21,321,572,407,500,483,414,282,628,441,469,358,538,567,327,473,435,371,537,499,400,299,588,478,412
0,_Sacramento,_060670045670,_0045670,1687,1185,841,310,20,460,670,555,583,612,519,375,763,589,552,420,709,706,418,641,497,454,679,681,448,369,745,605,514
0,_Sacramento,_060670045701,_0045701,25,20,16,3,1,3,16,5,14,6,13,5,14,8,11,2,16,8,10,3,16,7,12,9,10,1,18,6,12
0,_Sacramento,_060670045725,_0045725,421,267,189,67,8,102,155,116,140,131,125,86,174,131,127,111,144,154,100,140,117,91,166,168,88,91,157,140,112
0,_Sacramento,_060670045736,_0045736,1320,836,534,282,9,312,457,353,413,383,377,267,518,416,369,308,458,455,313,409,365,342,441,439,324,255,493,400,343
0,_Sacramento,_060670045774,_0045774,9,7,4,3,0,1,6,5,2,5,2,6,1,7,0,7,0,7,0,6,1,6,1,3,4,3,4,6,1
0,_Sacramento,_060670045847,_0045847,1195,790,617,141,18,286,463,331,433,365,391,214,547,332,424,280,468,484,262,382,373,304,456,451,303,202,531,397,340
0,_Sacramento,_060670045908,_0045908,1278,850,588,223,22,312,497,406,417,406,400,263,562,412,415,318,502,513,295,431,395,342,478,474,344,277,534,444,368
0,_Sacramento,_060670045931,_0045931,1505,1026,761,231,21,363,601,442,530,483,477,300,689,475,507,363,601,608,361,541,439,379,594,544,418,272,687,508,447
0,_Sacramento,_060670045997,_0045997,2018,1366,937,381,27,454,817,581,715,610,661,392,906,604,691,461,822,775,507,658,637,422,879,735,543,398,858,697,574
0,_Sacramento,_060670046014,_0046014,1813,1595,1258,277,38,571,938,589,951,628,896,363,1191,612,934,606,907,1138,366,756,775,785,756,849,664,673,800,583,909
0,_Sacramento,_060670046098,_0046098,1238,1095,863,204,18,396,640,436,609,479,554,298,760,462,593,427,586,760,268,562,481,522,526,638,384,468,542,420,586
0,_Sacramento,_060670046220,_0046220,1300,1052,800,207,29,359,642,413,600,465,539,263,767,415,608,397,592,735,270,507,492,544,468,572,419,431,545,455,534
0,_Sacramento,_060670046307,_0046307,1506,1300,956,305,25,505,717,515,730,577,639,338,913,538,712,514,696,851,364,653,561,601,635,744,481,544,662,530,662
