IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20140603_PRI_ALL_ALL_REG,USA_CA_20140603_PRI_ALL_ALL_VOTED,USA_CA_20140603_PRI_ATG_DEM_HARRIS,USA_CA_20140603_PRI_ATG_REP_HAGGERLY,USA_CA_20140603_PRI_ATG_REP_WYMAN,USA_CA_20140603_PRI_ATG_REP_KING,USA_CA_20140603_PRI_ATG_REP_GOLD,USA_CA_20140603_PRI_ATG_OTH_OTHER,USA_CA_20140603_PRI_CON_DEM_YEE,USA_CA_20140603_PRI_CON_DEM_PEREZ,USA_CA_20140603_PRI_CON_DEM_BLAIR,USA_CA_20140603_PRI_CON_REP_EVANS,USA_CA_20140603_PRI_CON_REP_SWEARENGEN,USA_CA_20140603_PRI_CON_OTH_OTHER,USA_CA_20140603_PRI_CON_DEM_AGBEDE,USA_CA_20140603_PRI_CON_DEM_BROWN,USA_CA_20140603_PRI_CON_REP_CHAMP,USA_CA_20140603_PRI_CON_REP_DONNELLY,USA_CA_20140603_PRI_CON_REP_AGUIRRE,USA_CA_20140603_PRI_CON_REP_BLOUNT,USA_CA_20140603_PRI_CON_REP_KASHKARI,USA_CA_20140603_PRI_CON_REP_WINSTON,USA_CA_20140603_PRI_GOV_OTH_OTHER,USA_CA_20140603_PRI_INS_DEM_JONES,USA_CA_20140603_PRI_INS_REP_GAINES,USA_CA_20140603_PRI_INS_OTH_OTHER,USA_CA_20140603_PRI_LTG_DEM_KOREVAAR,USA_CA_20140603_PRI_LTG_DEM_NEWSOM,USA_CA_20140603_PRI_LTG_REP_YANG,USA_CA_20140603_PRI_LTG_REP_FENNELL,USA_CA_20140603_PRI_LTG_REP_NEHRING,USA_CA_20140603_PRI_LTG_OTH_OTHER,USA_CA_20140603_PRI_PROP41_NO,USA_CA_20140603_PRI_PROP41_YES,USA_CA_20140603_PRI_PROP42_NO,USA_CA_20140603_PRI_PROP42_YES,USA_CA_20140603_PRI_SOS_DEM_DROBMAN,USA_CA_20140603_PRI_SOS_DEM_YEE,USA_CA_20140603_PRI_SOS_DEM_CRESSMAN,USA_CA_20140603_PRI_SOS_DEM_PADILLA,USA_CA_20140603_PRI_SOS_REP_ALLMOND,USA_CA_20140603_PRI_SOS_REP_PETERSON,USA_CA_20140603_PRI_SOS_OTH_OTHER,USA_CA_20140603_PRI_SPI_NOP_GUTIERREZ,USA_CA_20140603_PRI_SPI_NOP_TUCK,USA_CA_20140603_PRI_SPI_NOP_TORLAKSON,USA_CA_20140603_PRI_TRS_DEM_CHIANG,USA_CA_20140603_PRI_TRS_REP_CONLON,USA_CA_20140603_PRI_TRS_OTH_OTHER
0,_Marin,_06041506029,_506029,1124,484,304,23,33,16,37,29,126,114,26,93,40,26,5,346,6,39,2,7,52,4,13,283,114,22,35,295,15,30,56,18,159,295,178,243,23,58,51,146,14,96,35,65,80,247,278,118,37
0,_Marin,_06041506039,_506039,1486,678,407,50,28,29,66,37,180,145,13,155,49,37,4,471,4,55,9,9,76,4,21,382,186,24,33,423,31,40,81,22,250,379,248,336,15,59,69,208,24,145,57,80,118,343,370,190,43
0,_Marin,_06041506049,_506049,1546,533,318,52,42,16,33,28,123,127,25,128,34,37,1,368,4,71,4,2,38,4,23,296,151,33,39,310,25,32,81,19,197,294,207,271,20,57,60,171,22,104,39,90,99,263,298,140,48
0,_Marin,_06041506059,_506059,1472,519,347,35,22,23,31,27,142,147,18,88,31,43,1,387,4,44,4,7,32,2,20,335,102,32,22,362,21,25,52,18,148,337,195,263,19,61,42,198,23,76,46,101,76,259,344,103,32
0,_Marin,_06041506069,_506069,1509,584,370,37,36,14,44,23,164,132,16,116,52,35,9,415,8,56,4,4,38,4,27,338,143,31,23,371,29,33,70,27,165,388,196,323,23,81,58,171,31,94,61,100,91,290,329,147,46
0,_Marin,_06041506070,_506070,632,243,158,12,14,6,19,12,54,56,9,45,15,21,3,187,1,15,3,2,12,2,11,135,54,19,7,165,15,6,16,14,70,155,82,123,7,24,23,77,15,36,22,31,40,122,129,52,24
0,_Marin,_06041506079,_506079,1533,674,409,54,52,25,62,28,177,155,22,138,60,49,3,460,5,89,7,1,59,4,28,389,194,32,31,421,43,30,101,19,224,395,255,345,24,60,76,229,37,127,46,97,113,348,403,185,33
0,_Marin,_06041506089,_506089,1528,602,417,29,30,15,49,28,177,153,20,110,44,33,5,447,6,53,0,5,52,4,20,382,141,26,19,413,43,30,52,21,186,379,230,303,28,70,49,211,30,86,59,79,76,348,389,128,43
0,_Marin,_06041506099,_506099,1595,634,383,53,32,29,44,48,170,143,24,131,59,42,1,432,10,68,3,5,59,6,32,377,172,26,33,391,35,34,85,21,232,365,224,347,29,60,65,220,25,119,47,106,117,307,360,170,54
0,_Marin,_06041506109,_506109,1575,670,416,55,43,24,48,32,173,150,24,123,68,42,2,481,11,55,4,6,66,1,30,413,163,28,26,433,30,41,86,17,220,409,229,377,25,64,57,222,32,122,69,92,116,352,391,168,44
0,_Marin,_06041506119,_506119,1295,594,333,47,46,32,67,11,131,100,6,179,70,25,0,388,9,55,9,8,91,6,9,293,225,9,22,318,46,53,105,9,198,350,217,297,14,57,32,153,26,184,50,58,99,317,293,225,15
0,_Marin,_06041506129,_506129,1495,628,412,34,37,23,49,34,195,121,22,123,54,38,4,461,5,62,1,8,54,5,21,389,146,32,26,431,24,41,58,18,201,391,231,326,22,64,56,217,22,107,52,103,93,323,397,144,33
0,_Marin,_06041506139,_506139,928,375,259,23,16,14,16,18,112,91,23,49,30,26,1,288,1,41,3,1,20,1,11,239,72,27,8,268,12,7,43,14,79,281,133,201,17,33,26,169,13,51,28,75,51,191,238,67,34
0,_Marin,_06041506140,_506140,756,364,194,23,40,21,37,14,82,74,8,101,35,18,1,228,6,41,1,5,56,3,16,186,118,10,17,191,21,27,65,10,164,176,148,173,12,27,31,110,22,91,26,53,78,170,185,121,22
0,_Marin,_06041506149,_506149,1270,531,390,21,23,18,31,15,179,115,17,100,32,26,0,415,6,32,1,7,47,0,12,353,106,17,14,383,16,23,53,12,135,367,166,300,21,50,48,213,9,90,38,55,84,312,353,102,24
0,_Marin,_06041506150,_506150,669,306,198,14,12,15,31,14,88,72,6,61,30,15,0,231,6,16,5,6,30,5,3,179,75,20,13,211,14,19,32,6,98,190,126,150,13,18,33,97,8,68,34,43,61,153,173,80,19
0,_Marin,_06041506159,_506159,1462,568,371,34,26,22,46,25,168,135,14,111,44,35,1,405,7,48,5,7,53,4,18,361,131,23,15,392,24,26,63,15,176,361,180,332,24,46,60,208,13,108,46,67,98,304,343,137,41
0,_Marin,_06041506400,_506400,733,330,257,16,8,11,15,8,118,91,14,37,12,24,2,262,0,17,3,1,18,1,21,233,49,23,19,240,6,7,28,13,56,251,101,189,13,39,52,129,5,40,23,60,35,180,228,44,31
0,_Marin,_06041512169,_512169,1365,622,342,62,67,24,49,28,142,105,12,158,84,38,2,387,10,73,10,14,86,4,22,325,208,20,21,365,29,47,105,15,208,384,211,350,16,56,56,154,27,161,67,76,107,312,325,217,33
0,_Marin,_06041512179,_512179,1102,469,272,31,37,21,37,25,123,95,17,114,44,17,2,308,4,56,10,5,56,1,10,251,142,17,22,293,21,39,63,6,174,259,166,244,28,33,31,129,14,109,47,73,78,205,245,141,29
0,_Marin,_06041512230,_512230,656,355,183,19,34,12,31,25,91,53,11,83,35,22,1,236,6,31,7,4,37,1,13,184,108,12,11,205,25,26,48,13,133,186,128,170,12,26,32,88,13,85,35,34,67,167,180,99,27
0,_Marin,_06041512340,_512340,785,355,205,43,21,18,25,16,96,66,12,79,44,20,0,235,11,40,2,3,33,5,19,185,114,15,13,210,19,24,54,12,105,221,126,185,10,23,31,113,22,72,44,44,62,178,188,112,21
0,_Marin,_06041611201,_611201,31,15,11,0,1,0,2,0,7,2,0,3,1,0,0,10,0,0,0,0,2,0,3,10,2,1,1,11,0,0,1,0,7,8,8,7,0,2,1,8,1,1,1,2,2,9,11,2,0
0,_Marin,_06041640401,_640401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Mariposa,_060431001,_1001,353,142,110,4,3,2,9,3,42,30,14,10,16,21,1,109,3,12,0,0,4,0,7,101,20,11,8,108,2,3,9,8,45,85,43,80,7,26,8,46,4,14,23,32,10,68,96,16,18
0,_Mariposa,_060431002,_1002,198,121,48,20,7,5,22,9,18,15,2,29,47,4,0,50,3,33,1,7,16,2,1,58,52,5,9,43,11,15,30,5,43,70,63,45,2,8,9,28,10,46,6,26,28,43,51,58,4
0,_Mariposa,_060431003,_1003,574,307,136,39,36,10,33,30,53,27,16,65,96,32,1,134,12,67,0,4,52,0,26,132,135,21,15,127,26,19,82,17,129,157,166,104,14,28,14,54,27,89,46,70,53,134,123,127,37
0,_Mariposa,_060431004,_1004,52,25,13,3,2,1,3,0,5,6,0,1,10,0,0,15,0,4,1,0,4,0,0,14,9,0,3,12,3,0,5,0,13,12,15,10,2,2,0,6,1,7,2,1,5,17,13,9,0
0,_Mariposa,_060431005,_1005,394,107,71,10,3,2,8,9,21,24,6,14,21,15,0,78,0,8,1,2,6,0,12,67,19,10,9,66,4,6,11,9,31,72,44,53,10,8,3,38,8,16,10,26,22,38,62,21,17
0,_Mariposa,_060431006,_1006,375,216,58,38,31,14,43,18,24,13,8,54,95,4,0,61,18,60,1,7,53,1,9,63,134,6,8,59,22,17,93,3,96,100,111,77,5,21,5,25,34,93,16,34,60,72,67,124,5
0,_Mariposa,_060432001,_2001,26,9,6,1,1,0,1,0,2,3,0,3,0,1,0,7,0,1,0,1,0,0,0,6,3,0,0,6,0,0,3,0,4,5,3,6,0,0,0,6,1,2,0,4,1,4,6,3,0
0,_Mariposa,_060432002,_2002,573,204,80,31,34,3,34,18,32,24,9,51,64,17,1,82,7,52,1,12,31,5,12,73,106,18,8,76,22,23,61,10,75,124,92,94,12,26,12,34,12,79,17,41,51,80,72,104,15
0,_Mariposa,_060432003,_2003,562,213,71,43,37,4,27,22,21,28,9,75,58,8,2,74,12,63,0,10,28,0,15,73,116,13,10,67,25,21,67,14,91,112,96,94,9,16,17,25,24,86,24,46,59,76,84,110,11
0,_Mariposa,_060432005,_2005,586,240,74,51,34,2,39,19,33,23,10,83,66,12,1,68,5,78,0,12,47,2,20,80,135,9,9,80,15,25,81,9,114,118,149,66,6,28,10,27,29,90,23,51,78,70,89,120,14
0,_Mariposa,_060433001,_3001,648,329,77,60,79,11,56,24,25,26,9,78,152,18,0,83,4,123,1,13,81,1,14,95,212,7,15,73,39,35,134,11,159,143,156,137,7,15,20,43,36,147,30,64,96,104,89,201,16
0,_Mariposa,_060433002,_3002,120,70,12,15,13,2,13,8,7,3,0,19,30,2,0,11,1,26,0,3,15,0,4,12,46,1,1,11,6,15,26,2,35,23,39,21,0,1,2,9,9,32,5,6,28,15,10,50,2
0,_Mariposa,_060433003,_3003,504,287,95,44,51,5,52,22,39,28,12,46,132,19,3,82,7,66,2,18,72,2,23,97,148,17,11,91,29,24,95,18,123,143,154,99,8,29,16,42,31,100,43,54,85,96,109,135,28
0,_Mariposa,_060433004,_3004,745,383,127,60,58,16,60,31,51,42,8,61,183,21,3,123,9,85,1,15,99,3,33,138,202,17,17,115,35,40,120,26,156,197,202,142,15,36,21,58,26,142,53,92,94,126,146,188,25
0,_Mariposa,_060433005,_3005,59,29,5,6,16,0,1,0,0,0,0,5,20,3,0,3,3,11,0,1,9,0,1,2,22,3,0,3,0,7,16,2,18,10,13,14,0,0,0,1,1,23,3,4,12,5,2,23,3
0,_Mariposa,_060433006,_3006,238,125,32,15,23,4,27,12,5,15,3,20,62,10,0,33,11,39,0,7,17,1,9,33,70,6,3,36,9,21,41,4,56,55,59,47,7,3,5,16,11,56,11,18,32,43,39,64,7
0,_Mariposa,_060434001,_4001,525,247,68,62,42,9,36,18,36,13,5,48,122,15,0,64,7,73,0,13,62,0,23,71,149,16,11,57,18,27,102,20,101,134,127,99,11,11,14,33,22,118,24,66,73,70,89,130,18
0,_Mariposa,_060434002,_4002,701,316,113,47,59,17,37,18,49,36,15,57,119,16,0,120,10,73,1,11,64,3,23,124,163,10,14,110,25,22,100,17,127,164,152,127,5,20,15,64,37,122,22,61,78,108,133,140,23
0,_Mariposa,_060434003,_4003,480,220,80,29,45,7,23,23,30,24,8,41,101,6,1,83,10,52,1,8,34,1,21,83,110,13,5,85,25,13,65,13,85,126,106,96,11,19,11,43,29,72,20,45,53,91,95,98,13
0,_Mariposa,_060434004,_4004,354,179,53,36,53,6,21,8,17,14,11,50,76,7,0,51,4,60,0,13,41,0,6,52,111,11,6,49,13,21,74,9,87,85,102,64,7,13,9,28,16,88,8,40,53,57,63,99,14
0,_Mariposa,_060435001,_5001,513,238,67,41,51,10,29,27,27,18,10,51,107,12,0,65,17,71,0,14,51,2,11,72,140,11,5,63,21,30,91,10,99,129,117,97,9,21,12,26,27,102,21,63,51,72,73,134,17
0,_Mariposa,_060435002,_5002,619,284,77,62,53,9,50,14,31,31,8,59,134,9,1,77,12,84,0,17,68,1,18,82,166,18,4,80,32,25,106,20,121,150,135,120,5,18,17,41,21,129,27,60,71,119,108,142,18
0,_Mariposa,_060435003,_5003,182,60,29,10,9,4,5,2,15,5,2,6,25,5,0,32,4,15,0,1,4,0,2,30,25,2,4,26,3,4,18,2,22,36,22,31,4,8,5,7,4,21,3,12,15,20,28,24,5
0,_Mariposa,_060435004,_5004,648,324,102,60,44,21,41,33,30,35,7,68,147,20,0,99,6,101,2,12,71,2,21,105,181,21,12,97,30,30,109,23,129,183,166,121,8,20,10,53,32,145,31,87,93,82,132,158,22
0,_Mariposa,_060435005,_5005,545,232,63,48,56,10,30,8,15,21,3,43,122,14,1,52,11,74,2,11,52,3,20,65,138,9,12,51,29,25,83,14,114,105,123,81,5,14,4,29,23,117,18,44,47,94,83,116,12
0,_Mendocino,_06045100001,_100001,475,120,70,10,15,6,3,9,40,25,2,21,8,11,0,88,2,11,0,1,6,2,8,71,28,10,11,74,3,3,19,7,46,66,58,52,4,16,25,30,5,24,4,26,19,60,73,31,9
0,_Mendocino,_06045100002,_100002,728,225,112,14,30,24,22,7,51,26,10,69,29,14,0,134,7,43,0,2,25,4,7,104,90,10,9,113,19,15,44,5,89,118,95,105,8,14,20,59,17,68,14,30,27,125,105,86,16
0,_Mendocino,_06045100003,_100003,740,211,102,16,24,17,29,10,37,44,14,64,16,20,1,130,3,32,0,4,25,6,7,112,79,9,7,110,14,15,43,11,65,136,92,99,4,14,25,58,10,68,17,35,44,97,94,82,21
0,_Mendocino,_06045100004,_100004,740,183,85,23,19,10,23,11,38,36,10,61,13,14,1,109,5,28,0,5,17,4,11,81,75,16,10,89,16,17,36,11,75,101,95,72,3,11,24,46,15,53,15,33,35,87,81,67,24
0,_Mendocino,_06045100005,_100005,323,128,65,5,18,17,8,7,33,20,3,37,15,8,0,80,5,19,0,2,11,4,5,58,53,3,8,62,14,11,21,5,47,71,44,69,0,16,14,27,5,39,7,12,27,61,65,45,8
0,_Mendocino,_06045100006,_100006,548,197,109,19,16,15,9,8,59,25,11,45,17,19,0,126,4,15,2,8,24,6,4,104,63,7,9,108,13,12,29,9,60,123,73,100,3,14,27,53,3,44,22,23,37,95,105,56,17
0,_Mendocino,_06045100007,_100007,306,78,38,10,8,8,7,4,12,12,7,28,4,8,0,47,2,10,1,2,8,2,4,40,27,4,7,38,6,3,17,2,35,42,49,25,3,9,9,21,4,22,5,12,13,38,36,28,7
0,_Mendocino,_06045100008,_100008,727,158,93,11,27,6,10,4,49,26,8,44,7,12,0,98,6,9,0,3,30,3,7,88,55,6,9,83,16,13,23,10,63,90,68,84,6,14,21,45,10,36,14,26,25,78,90,49,15
0,_Mendocino,_06045100009,_100009,690,220,107,11,43,12,16,13,34,40,10,65,23,34,0,116,6,37,2,6,28,1,23,108,83,15,15,106,19,26,32,16,94,111,109,94,6,17,24,56,12,59,31,44,41,103,102,82,31
0,_Mendocino,_06045100500,_100500,328,99,64,4,3,13,9,2,26,30,8,23,5,4,3,67,1,8,0,7,4,2,3,63,25,6,5,60,5,6,15,3,19,74,32,54,1,11,14,40,4,18,5,25,11,55,67,21,9
0,_Mendocino,_06045200001,_200001,357,88,44,5,9,10,4,5,23,17,8,15,7,7,0,53,2,9,0,3,9,3,4,50,21,8,10,45,6,5,11,3,29,49,38,42,1,15,7,30,6,14,6,20,12,43,50,27,7
0,_Mendocino,_06045200003,_200003,862,248,139,12,20,23,16,12,58,41,11,55,20,29,0,159,6,15,0,10,20,9,22,129,65,17,8,146,23,16,28,12,72,148,90,122,3,22,32,62,12,50,27,36,37,122,127,62,33
0,_Mendocino,_06045200004,_200004,811,211,140,12,13,7,12,12,66,35,17,42,10,24,0,141,2,16,1,6,15,2,20,120,45,24,12,126,10,8,27,15,41,160,88,106,7,12,47,64,4,34,23,44,31,110,127,37,30
0,_Mendocino,_06045300001,_300001,787,346,186,35,20,19,27,29,75,71,26,77,26,32,1,206,4,46,2,6,17,11,33,170,104,32,32,167,23,20,52,22,109,211,151,152,6,24,65,94,19,71,27,83,49,149,173,94,45
0,_Mendocino,_06045300002,_300002,805,349,191,23,26,21,22,25,73,73,19,66,28,50,4,219,6,35,7,6,13,7,38,192,82,28,23,188,31,23,26,30,101,217,147,158,5,29,57,83,20,63,43,83,47,142,175,83,56
0,_Mendocino,_06045300003,_300003,663,213,131,12,10,20,14,8,52,37,24,32,17,27,0,137,8,21,0,1,10,6,19,123,52,17,11,132,10,12,22,15,69,131,87,105,7,24,35,56,10,34,24,52,34,88,104,46,41
0,_Mendocino,_06045300004,_300004,585,249,112,23,40,26,13,11,42,38,13,65,27,32,2,125,12,23,3,12,24,11,23,102,94,18,13,102,27,21,44,18,110,123,105,120,5,16,26,55,27,60,27,57,43,101,96,87,33
0,_Mendocino,_06045300005,_300005,634,248,107,15,33,24,26,24,43,40,14,80,28,23,3,137,11,34,0,8,28,2,17,119,93,19,18,112,20,26,49,9,105,131,132,94,8,13,22,51,15,86,25,56,49,96,108,96,29
0,_Mendocino,_06045300006,_300006,720,295,180,9,21,16,12,21,73,59,22,41,14,50,1,197,3,22,1,7,13,9,33,177,53,29,27,167,18,14,24,27,97,171,135,128,13,31,58,68,15,40,36,66,44,131,157,51,52
0,_Mendocino,_06045300007,_300007,750,231,132,12,19,19,11,19,51,32,22,42,21,34,1,147,3,24,2,9,10,6,22,126,54,23,16,129,20,12,22,16,49,161,81,115,7,19,35,64,16,36,27,57,30,100,112,55,37
0,_Mendocino,_06045300008,_300008,935,304,200,11,18,9,12,17,56,59,32,38,12,65,1,218,6,14,1,6,5,4,44,166,44,42,22,203,11,15,13,20,74,195,124,126,16,28,39,87,12,32,47,98,26,107,144,41,77
0,_Mendocino,_06045400001,_400001,759,288,184,14,22,18,19,11,90,59,19,57,19,24,0,195,4,29,0,4,25,3,24,161,70,32,23,172,17,17,36,15,92,186,132,137,9,32,48,80,18,55,20,59,39,149,163,73,41
0,_Mendocino,_06045400002,_400002,403,133,92,9,10,3,9,6,39,29,12,31,0,16,1,104,1,11,0,0,8,2,3,91,28,8,13,87,5,3,15,6,42,76,52,67,5,4,19,54,11,16,16,19,20,74,80,29,18
0,_Mendocino,_06045400003,_400003,318,92,46,7,9,6,6,12,20,15,7,25,3,14,1,56,2,13,0,1,6,5,6,47,28,9,6,48,8,7,14,4,28,55,31,50,1,5,15,26,5,22,9,16,16,46,44,30,11
0,_Mendocino,_06045400004,_400004,851,252,167,12,25,6,21,9,77,53,21,48,14,21,1,180,3,39,1,3,9,3,12,161,57,17,15,163,19,15,25,7,77,164,104,128,3,25,42,93,11,46,17,47,43,130,157,61,23
0,_Mendocino,_06045400005,_400005,944,347,256,8,24,14,12,10,123,66,32,44,15,35,2,258,4,22,1,3,17,5,23,232,62,21,30,224,16,11,28,23,85,248,135,192,14,31,71,115,8,45,32,69,47,185,220,55,47
0,_Mendocino,_06045400006,_400006,418,194,134,8,2,5,17,14,65,35,9,24,13,26,0,137,4,10,0,2,18,1,20,111,36,23,13,118,11,8,18,17,49,135,79,100,4,18,26,63,2,27,31,45,29,85,113,37,25
0,_Mendocino,_06045400007,_400007,302,127,98,0,6,6,4,6,48,24,12,10,5,21,0,98,1,6,0,2,4,0,14,85,14,12,9,92,3,4,7,10,37,84,55,64,1,10,24,55,6,8,14,25,20,59,73,15,34
0,_Mendocino,_06045500001,_500001,256,96,62,5,4,9,7,2,34,9,4,20,5,10,0,69,4,3,0,1,12,0,2,62,24,0,2,60,9,5,9,2,21,68,32,52,1,6,12,35,2,22,5,12,12,46,56,23,9
0,_Mendocino,_06045500002,_500002,483,224,170,12,10,13,8,5,93,39,19,32,9,23,0,171,2,19,0,1,12,5,14,161,40,14,8,162,7,11,20,13,47,171,70,138,2,23,33,81,8,32,31,29,23,137,149,40,29
0,_Mendocino,_06045500003,_500003,288,102,68,2,12,2,3,8,33,15,2,15,3,25,1,62,1,7,0,0,9,3,17,59,21,11,5,62,13,3,2,12,25,70,49,46,2,11,9,38,4,14,14,21,15,41,51,19,25
0,_Mendocino,_06045500004,_500004,676,259,208,3,10,2,7,16,101,57,6,24,6,45,0,184,1,16,0,1,8,0,47,176,22,40,9,194,8,8,10,27,52,193,82,153,3,14,42,104,3,18,48,59,22,138,172,17,54
0,_Mendocino,_06045500005,_500005,972,277,194,6,20,15,10,9,89,51,14,35,16,46,2,186,3,15,0,5,14,3,39,170,50,31,27,167,12,11,18,27,79,188,114,145,9,26,46,86,11,34,40,61,43,122,162,47,48
0,_Mendocino,_06045500006,_500006,325,120,84,3,10,6,3,6,35,28,9,11,8,21,0,80,2,5,0,0,10,0,18,78,21,11,3,84,4,1,10,15,36,79,52,57,0,11,21,43,1,18,16,28,12,55,72,17,23
0,_Mendocino,_06045500007,_500007,655,298,232,6,9,11,7,18,123,58,20,27,7,39,2,238,2,24,2,1,8,3,16,208,45,28,18,228,16,7,12,12,87,189,116,149,10,32,39,122,6,32,32,61,33,160,203,37,43
0,_Mendocino,_06045500008,_500008,472,188,119,8,17,5,12,11,67,29,15,25,8,27,0,134,1,21,0,2,5,4,16,111,36,11,15,118,6,4,21,14,56,118,92,76,13,20,29,58,10,22,15,31,33,76,112,40,20
0,_Mendocino,_06045500009,_500009,261,95,46,9,9,6,8,13,17,11,9,31,7,14,0,46,5,11,0,5,14,2,9,43,35,7,3,44,11,15,12,6,36,55,26,63,0,7,13,14,13,24,15,23,18,33,40,32,16
0,_Mendocino,_06045999102,_999102,119,35,20,4,4,2,1,1,7,6,5,10,0,2,0,22,3,4,0,1,1,2,2,17,9,5,2,18,0,3,6,3,12,21,10,22,0,4,2,8,2,9,4,10,7,10,17,12,2
0,_Mendocino,_06045999103,_999103,182,59,26,3,8,5,7,6,13,6,1,19,7,10,0,25,4,11,0,2,7,2,6,25,25,4,5,22,6,6,12,5,24,35,27,30,1,2,9,13,6,15,8,15,15,21,23,24,9
0,_Mendocino,_06045999104,_999104,171,53,40,2,2,1,1,3,14,13,7,3,2,9,0,42,1,1,0,0,1,1,6,32,6,7,5,36,3,0,2,5,10,38,27,19,2,3,9,17,2,5,5,7,8,24,31,8,10
0,_Mendocino,_06045999105,_999105,143,57,27,3,9,6,6,5,13,9,3,24,4,4,0,37,1,5,0,2,5,3,3,28,25,4,1,26,10,5,9,5,22,32,31,25,2,6,8,9,4,19,7,12,6,30,29,22,6
0,_Mendocino,_06045999106,_999106,131,53,37,3,0,4,2,4,13,12,2,9,1,12,0,29,0,5,0,0,1,3,12,29,10,10,2,29,3,3,4,7,10,42,24,29,2,7,11,11,1,9,9,20,5,21,25,11,13
0,_Mendocino,_06045999107,_999107,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Mendocino,_06045999108,_999108,221,52,25,4,7,3,8,3,8,12,2,18,2,8,0,29,4,8,0,0,2,1,7,23,22,2,2,26,0,7,9,5,16,32,24,22,3,6,5,10,4,14,4,15,7,17,22,22,5
0,_Mendocino,_06045999109,_999109,31,11,4,1,1,4,0,1,0,3,0,6,0,1,0,3,3,2,0,0,1,0,1,3,7,0,0,3,1,3,2,0,6,5,6,4,0,0,0,3,1,5,1,0,3,6,2,6,1
0,_Mendocino,_06045999110,_999110,149,58,42,7,1,2,4,2,20,11,1,9,6,4,0,42,2,8,0,2,1,0,2,37,15,2,1,40,4,3,5,3,19,36,21,33,1,9,9,17,1,10,1,7,6,35,37,16,2
0,_Mendocino,_06045999111,_999111,151,44,23,2,10,0,2,3,7,9,3,11,6,4,0,27,2,7,0,0,3,0,5,22,15,3,0,25,4,2,7,3,17,26,14,27,1,6,3,12,4,7,3,10,9,18,19,13,5
0,_Mendocino,_06045999112,_999112,153,56,33,1,5,5,4,0,19,9,4,11,4,4,0,40,0,1,0,2,9,0,3,31,13,4,5,32,1,3,9,3,14,38,25,20,5,3,6,17,0,12,4,4,9,31,31,14,6
0,_Mendocino,_06045999113,_999113,236,55,29,0,8,3,8,2,7,10,10,11,11,3,2,30,0,7,3,2,6,1,3,28,20,2,5,25,8,3,6,6,23,28,30,21,1,4,7,15,5,17,4,10,13,24,31,17,4
0,_Mendocino,_06045999114,_999114,36,8,2,0,1,2,3,0,1,1,0,4,1,1,0,7,1,0,0,0,0,0,0,3,4,0,0,5,1,0,1,1,1,5,3,1,0,1,0,1,2,3,0,2,1,4,3,5,0
0,_Mendocino,_06045999115,_999115,84,24,10,5,3,0,2,0,4,2,3,8,4,1,0,14,1,4,0,1,1,0,1,9,11,0,0,13,1,1,6,0,12,11,12,11,1,2,1,7,1,6,1,4,3,9,10,12,0
0,_Mendocino,_06045999116,_999116,177,36,21,4,2,3,3,3,4,12,3,9,2,3,0,21,3,4,0,0,0,1,7,18,12,5,2,18,2,1,7,4,11,21,10,22,0,2,10,9,5,5,4,10,7,14,21,9,4
0,_Mendocino,_06045999117,_999117,90,33,16,3,9,2,1,0,6,3,4,9,3,6,1,14,2,8,0,3,1,1,0,16,14,2,2,15,0,5,9,1,19,13,17,14,4,3,4,8,1,9,3,6,7,15,14,14,3
0,_Mendocino,_06045999118,_999118,16,8,5,0,2,0,1,0,2,2,1,2,1,0,0,6,2,0,0,0,0,0,0,5,3,0,1,4,3,0,0,0,2,5,2,3,0,0,1,4,1,2,0,1,1,3,4,3,0
0,_Mendocino,_06045999120,_999120,177,42,12,3,8,4,7,5,7,4,3,17,6,2,0,16,0,13,0,3,4,1,2,12,23,4,4,11,6,6,11,1,15,24,22,18,0,0,8,6,2,18,5,14,6,16,13,24,2
0,_Mendocino,_06045999121,_999121,55,14,10,1,1,0,2,0,2,3,2,4,1,2,0,8,0,0,0,0,2,2,2,8,5,1,4,5,1,1,1,2,2,12,7,5,1,1,2,6,0,4,0,5,1,6,8,4,2
0,_Mendocino,_06045999122,_999122,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,_Mendocino,_06045999124,_999124,168,59,27,7,6,6,10,0,13,6,3,23,7,4,0,39,0,7,0,2,4,1,3,27,24,1,5,23,6,7,12,4,26,30,35,19,3,9,7,7,5,20,1,10,13,28,29,24,1
0,_Mendocino,_06045999125,_999125,34,13,8,2,0,2,0,0,5,1,0,3,1,2,0,6,1,2,0,0,2,0,2,7,5,1,0,8,1,0,4,0,3,10,2,10,0,1,0,7,0,5,0,3,3,4,4,5,4
