IS_AUDITED,COUNTY_NAME,PRECINCT_NAME,PRECINCT_CODE,USA_CA_20060606_PRI_ALL_ALL_REG,USA_CA_20060606_PRI_ALL_ALL_VOTED,USA_CA_20060606_PRI_PROP81_YES,USA_CA_20060606_PRI_PROP81_NO,USA_CA_20060606_PRI_PROP82_YES,USA_CA_20060606_PRI_PROP82_NO,USA_CA_20060606_PRI_GOV_DEM_ANGELIDES,USA_CA_20060606_PRI_GOV_DEM_WESTLY,USA_CA_20060606_PRI_GOV_DEM_OTHER,USA_CA_20060606_PRI_GOV_REP_SCHWARZENEGGER,USA_CA_20060606_PRI_GOV_REP_OTHER,USA_CA_20060606_PRI_GOV_OTH_OTHER,USA_CA_20060606_PRI_LTG_DEM_GARAMENDI,USA_CA_20060606_PRI_LTG_DEM_SPEIER,USA_CA_20060606_PRI_LTG_DEM_FIGUEROA,USA_CA_20060606_PRI_LTG_REP_MCCLINTOCK,USA_CA_20060606_PRI_LTG_REP_FARMER,USA_CA_20060606_PRI_LTG_OTH_OTHER,USA_CA_20060606_PRI_SOS_DEM_BOWEN,USA_CA_20060606_PRI_SOS_DEM_ORTIZ,USA_CA_20060606_PRI_SOS_REP_MCPHERSON,USA_CA_20060606_PRI_SOS_OTH_OTHER,USA_CA_20060606_PRI_CON_DEM_DUNN,USA_CA_20060606_PRI_CON_DEM_CHIANG,USA_CA_20060606_PRI_CON_REP_HARRIS,USA_CA_20060606_PRI_CON_REP_STRICKLAND,USA_CA_20060606_PRI_CON_REP_MALDONADO,USA_CA_20060606_PRI_CON_REP_DAVIS,USA_CA_20060606_PRI_CON_REP_STRIERINGER,USA_CA_20060606_PRI_CON_OTH_OTHER,USA_CA_20060606_PRI_INS_DEM_BUSTAMANTE,USA_CA_20060606_PRI_INS_DEM_KRAFT,USA_CA_20060606_PRI_INS_REP_POIZNER,USA_CA_20060606_PRI_INS_OTH_OTHER,USA_CA_20060606_PRI_TRS_DEM_LOCKYER,USA_CA_20060606_PRI_TRS_REP_PARRISH,USA_CA_20060606_PRI_TRS_REP_RICHMAN,USA_CA_20060606_PRI_TRS_OTH_OTHER,USA_CA_20060606_PRI_ATG_DEM_DELGADILLO,USA_CA_20060606_PRI_ATG_DEM_BROWN,USA_CA_20060606_PRI_ATG_REP_POOCHIGIAN,USA_CA_20060606_PRI_ATG_OTH_OTHER,USA_CA_20060606_PRI_USS_DEM_FEINSTEIN,USA_CA_20060606_PRI_USS_DEM_CHURCH,USA_CA_20060606_PRI_USS_DEM_FERNALD,USA_CA_20060606_PRI_USS_REP_MOUNTJOY,USA_CA_20060606_PRI_USS_OTH_OTHER
0,_Riverside,_0606521320,_21320,872,204,82,112,55,144,39,36,8,83,13,3,56,14,16,85,10,3,51,31,86,5,45,36,3,29,30,5,21,7,56,30,86,5,80,64,25,5,37,49,76,4,69,7,9,87,4
0,_Riverside,_0606521400,_21400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606521400A,_21400A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606521800,_21800,620,143,47,88,57,80,21,32,5,61,8,1,31,13,17,63,5,1,37,22,63,1,40,21,5,22,21,10,8,1,41,17,63,1,52,38,27,1,32,30,63,0,43,3,13,63,1
0,_Riverside,_0606521805,_21805,747,290,125,138,121,161,71,92,15,77,14,2,86,59,33,79,12,1,101,70,87,2,103,69,10,26,37,7,11,2,96,77,82,1,163,57,30,2,76,103,85,1,151,8,18,84,1
0,_Riverside,_0606521806,_21806,95,40,14,23,18,21,10,6,4,8,3,1,11,3,7,10,0,1,12,9,12,1,13,8,1,2,4,1,1,1,14,7,8,1,20,7,5,1,7,13,9,0,18,0,3,10,1
0,_Riverside,_0606521806A,_21806A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606521811,_21811,918,158,61,95,63,95,27,45,9,55,10,1,37,15,27,61,5,0,39,37,62,1,45,31,1,30,17,9,6,1,53,26,63,1,73,41,22,1,41,39,61,0,65,3,8,58,1
0,_Riverside,_0606521813,_21813,38,13,3,9,5,8,0,4,1,4,2,0,4,0,1,4,2,0,3,2,4,0,4,1,1,2,1,0,1,0,2,3,5,0,5,4,2,0,2,3,5,0,5,0,0,6,0
0,_Riverside,_0606521813A,_21813A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606521815,_21815,1186,218,62,144,55,155,30,34,4,93,21,4,31,13,23,110,11,4,27,32,110,3,38,27,7,36,46,8,17,4,43,20,103,4,59,63,51,4,40,27,108,1,56,3,8,106,4
0,_Riverside,_0606521817,_21817,1389,330,92,229,85,242,54,52,27,132,23,11,61,48,23,146,13,12,77,48,134,12,82,45,9,74,33,9,19,12,75,54,126,11,121,89,49,12,63,69,133,5,102,15,16,136,12
0,_Riverside,_0606521819,_21819,588,103,36,63,39,62,27,19,10,32,4,3,20,11,21,32,1,3,21,27,30,3,25,25,1,21,4,3,1,3,35,14,25,3,43,13,15,3,31,22,26,2,38,4,8,29,3
0,_Riverside,_0606521821,_21821,1159,254,87,158,75,175,40,38,8,122,16,4,58,20,10,130,5,4,52,32,128,4,52,32,2,68,37,10,15,4,58,31,120,4,85,93,36,4,49,40,121,1,71,9,12,124,4
0,_Riverside,_0606521822,_21822,1177,223,78,132,86,132,40,59,16,71,14,3,50,28,40,81,6,3,56,57,80,4,60,53,5,38,23,6,7,3,90,28,79,4,110,50,30,3,77,43,76,2,94,9,15,82,4
0,_Riverside,_0606521824,_21824,686,111,36,70,39,67,18,16,5,53,3,2,21,8,9,56,3,2,18,20,49,2,23,15,1,18,20,2,12,2,29,10,49,2,37,34,17,2,22,16,46,1,28,5,5,53,2
0,_Riverside,_0606521825,_21825,1062,221,83,135,57,160,45,33,4,99,16,1,50,17,14,103,14,1,40,37,101,1,44,33,4,45,34,6,14,1,58,21,96,1,73,48,55,1,42,39,93,1,66,2,12,93,1
0,_Riverside,_0606521826,_21826,1196,212,59,145,65,143,25,33,5,114,9,1,26,19,18,114,6,1,24,34,110,1,33,22,3,49,34,10,18,1,41,22,109,1,52,63,51,1,35,26,109,0,49,3,12,110,1
0,_Riverside,_0606521828,_21828,1719,292,87,198,101,185,44,66,15,112,18,3,47,38,40,119,11,4,48,68,118,4,70,47,5,49,43,9,15,4,88,34,111,4,115,63,53,4,71,50,113,2,100,6,19,114,4
0,_Riverside,_0606521830,_21830,587,140,43,92,43,95,28,29,6,56,9,1,40,12,11,58,5,1,31,31,61,1,23,38,3,34,12,6,8,1,50,14,48,1,63,32,29,1,28,36,61,1,48,7,9,55,1
0,_Riverside,_0606521833,_21833,1699,360,126,226,130,226,58,54,13,167,29,2,48,32,44,179,16,2,61,58,177,3,67,49,11,75,60,9,24,2,86,37,166,2,112,95,78,2,77,47,166,1,98,16,9,167,3
0,_Riverside,_0606521852,_21852,1449,311,124,178,121,186,63,67,26,98,22,8,74,38,46,111,10,7,85,70,105,7,86,67,4,52,35,5,19,7,98,61,93,8,145,75,37,8,83,77,103,5,119,19,22,107,8
0,_Riverside,_0606521854,_21854,140,33,9,22,15,15,7,6,0,14,2,0,9,0,3,14,2,0,4,6,15,0,8,4,1,0,8,2,4,1,9,4,13,0,11,8,6,0,9,4,14,0,9,1,3,13,0
0,_Riverside,_0606521854A,_21854A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606521859,_21859,920,220,77,137,75,141,50,49,14,60,18,6,52,17,43,69,8,7,55,54,74,10,61,50,3,38,17,3,14,9,78,32,70,7,104,50,24,10,64,47,74,2,83,11,16,73,8
0,_Riverside,_0606521861,_21861,771,139,56,81,52,85,21,34,3,49,18,2,24,24,10,63,4,2,36,18,63,2,35,21,5,28,23,3,6,2,33,25,54,2,56,44,19,2,32,27,58,0,47,2,9,55,2
0,_Riverside,_0606521870,_21870,878,193,59,123,63,119,36,50,10,56,13,3,45,27,25,64,4,2,50,43,59,2,53,41,6,29,17,4,6,2,70,27,50,2,90,33,29,2,51,44,56,0,80,8,10,56,3
0,_Riverside,_0606521871,_21871,915,255,76,173,67,184,37,35,20,119,22,2,45,20,26,136,6,3,45,43,126,3,46,40,5,67,31,10,18,4,71,28,109,3,81,68,55,3,59,40,114,1,75,13,10,117,3
0,_Riverside,_0606521872,_21872,881,191,50,134,43,141,31,21,10,82,20,2,34,7,21,101,2,2,30,31,94,3,46,17,4,55,22,3,15,1,54,10,82,0,59,60,38,0,37,26,94,0,48,5,11,92,0
0,_Riverside,_0606521874,_21874,1064,272,93,171,96,170,42,64,19,89,24,5,54,28,40,98,15,5,71,45,98,5,78,40,8,48,32,8,10,6,80,43,91,4,115,69,37,5,73,54,93,3,88,15,16,100,4
0,_Riverside,_0606521877,_21877,1105,220,79,130,71,140,41,38,17,82,11,2,48,23,23,88,6,4,48,48,89,4,45,48,7,38,22,3,18,5,70,25,89,3,89,47,42,4,58,37,87,1,74,10,9,86,4
0,_Riverside,_0606521880,_21880,1325,313,99,202,85,224,40,54,9,154,20,4,62,23,17,172,9,3,56,39,167,3,58,38,13,75,55,15,14,3,67,34,159,2,88,113,52,4,50,52,164,1,86,7,8,161,4
0,_Riverside,_0606521884,_21884,1407,334,111,208,93,234,58,63,15,151,16,4,78,33,26,157,8,5,95,33,143,6,68,58,4,71,43,14,19,5,83,46,139,5,126,105,51,5,61,75,141,3,115,11,12,150,5
0,_Riverside,_0606521885,_21885,945,251,83,162,54,193,50,30,13,118,12,1,58,24,13,129,4,1,64,27,112,2,54,37,13,65,29,7,9,0,59,34,103,0,89,80,37,1,49,46,107,0,74,6,11,111,1
0,_Riverside,_0606521901,_21901,1315,358,131,219,100,255,80,62,20,151,18,6,89,39,32,166,10,5,107,48,151,6,83,67,6,83,41,11,22,5,102,54,148,6,147,96,64,5,67,90,149,3,124,19,12,144,6
0,_Riverside,_0606521910,_21910,675,161,58,96,53,106,38,27,15,49,11,1,45,7,29,54,7,0,31,45,54,1,46,29,3,32,15,2,4,1,58,19,48,1,72,36,18,1,52,27,47,0,61,6,13,52,1
0,_Riverside,_0606521911,_21911,943,190,70,115,69,118,47,27,16,74,5,2,39,16,33,73,7,3,48,36,61,3,32,48,6,36,20,11,5,3,63,24,60,3,73,40,32,3,52,37,67,1,61,13,12,58,3
0,_Riverside,_0606521922,_21922,669,122,45,74,48,74,39,32,10,20,4,2,42,14,25,21,2,2,50,28,21,2,40,34,1,9,7,2,2,3,55,25,19,2,70,11,10,2,38,42,21,0,70,3,7,20,4
0,_Riverside,_0606521951,_21951,795,184,71,107,57,123,46,43,16,56,9,2,39,27,39,56,7,2,60,40,61,2,56,42,3,29,17,1,13,2,65,39,52,1,98,40,22,2,52,53,61,1,77,14,14,57,1
0,_Riverside,_0606521957,_21957,770,139,31,105,41,96,28,21,5,53,13,1,35,8,14,63,4,2,30,24,57,2,27,26,7,28,21,3,6,2,40,17,49,1,50,31,30,2,32,25,53,0,45,4,6,55,1
0,_Riverside,_0606521958,_21958,844,164,56,94,67,91,35,40,10,46,9,2,35,28,21,54,1,4,38,39,51,4,37,45,1,16,21,7,8,4,61,24,48,2,81,32,21,3,43,43,48,1,70,9,7,50,3
0,_Riverside,_0606521959,_21959,897,194,88,98,90,100,44,58,21,34,7,3,59,22,40,37,6,2,68,49,41,3,58,60,4,18,13,1,6,3,77,42,33,3,113,31,11,2,48,74,39,0,92,11,19,40,4
0,_Riverside,_0606521962,_21962,1575,374,121,242,108,260,75,69,24,145,20,5,93,42,34,158,8,5,92,66,157,6,91,69,10,81,44,10,14,6,119,47,146,5,159,107,50,6,74,95,143,2,140,15,16,150,5
0,_Riverside,_0606521964,_21964,780,111,56,39,66,43,32,33,12,19,4,4,29,9,38,22,1,4,27,49,21,4,36,38,0,11,5,2,6,4,65,10,17,4,68,13,9,4,56,22,21,2,58,4,13,21,4
0,_Riverside,_0606521966,_21966,1534,293,148,135,139,148,69,55,29,83,18,6,63,35,53,96,5,7,67,73,96,8,78,68,3,38,31,10,16,9,109,41,86,8,143,59,37,8,89,62,92,4,126,5,18,95,9
0,_Riverside,_0606521980,_21980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606521980A,_21980A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606521981,_21981,9,4,2,2,0,4,0,3,0,1,0,0,2,0,1,1,0,0,2,1,1,0,0,3,0,0,1,0,0,0,3,0,1,0,3,0,0,0,1,2,1,0,3,0,0,0,0
0,_Riverside,_0606521981A,_21981A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606522000,_22000,836,163,46,110,46,114,19,26,2,82,18,1,23,15,10,94,7,1,24,15,86,1,21,23,3,34,41,5,7,1,33,12,80,1,42,54,40,1,25,21,80,0,40,3,4,82,1
0,_Riverside,_0606522002,_22002,1104,227,59,167,59,168,38,24,8,124,11,4,45,18,10,122,12,4,42,27,115,4,42,28,9,51,51,4,10,4,43,29,111,3,65,81,44,4,40,32,117,1,43,12,17,116,4
0,_Riverside,_0606522003,_22003,874,243,72,158,56,179,31,30,13,123,21,0,32,23,18,132,15,0,36,28,131,2,40,27,8,58,53,6,16,2,47,23,126,2,67,79,54,2,32,41,128,0,55,5,9,127,2
0,_Riverside,_0606522004,_22004,1568,272,103,158,91,176,53,62,16,101,14,4,62,29,39,104,9,4,46,77,103,3,73,50,6,29,48,6,17,4,104,25,97,3,116,63,41,3,79,51,100,2,109,11,11,99,4
0,_Riverside,_0606522008,_22008,1189,251,97,147,101,147,53,57,15,87,9,4,69,27,30,82,16,4,57,57,92,4,72,46,4,31,36,10,10,4,88,32,83,4,113,61,28,4,69,55,86,4,106,5,14,86,4
0,_Riverside,_0606522012,_22012,1222,166,61,98,58,104,41,20,5,67,16,1,33,16,15,81,5,1,32,29,81,1,37,22,5,33,31,2,8,1,42,21,75,1,63,42,37,1,35,28,77,0,53,2,8,81,1
0,_Riverside,_0606522013,_22013,1318,195,67,126,62,133,46,20,6,87,14,3,40,19,13,98,4,3,39,30,91,3,36,33,3,35,32,6,15,3,51,21,83,3,65,46,44,3,34,36,86,3,61,2,9,91,3
0,_Riverside,_0606522014,_22014,845,193,58,130,48,139,39,28,8,91,7,1,41,20,10,94,6,1,42,28,88,1,34,38,5,40,27,8,10,1,37,35,84,1,65,51,39,1,25,52,84,1,61,3,8,83,1
0,_Riverside,_0606522015,_22015,841,129,54,68,43,81,23,17,10,54,7,2,17,14,15,59,6,2,27,19,57,2,22,23,4,22,17,4,14,2,28,20,58,2,45,36,23,2,27,22,56,2,39,5,5,57,2
0,_Riverside,_0606522016,_22016,1118,129,52,72,42,83,30,23,2,47,12,1,24,19,13,49,7,2,31,23,52,2,34,19,3,23,14,3,11,1,41,15,51,1,52,27,27,2,25,31,53,1,42,3,11,51,2
0,_Riverside,_0606522018,_22018,1281,161,65,90,56,103,29,29,5,71,9,2,31,16,13,73,6,2,26,33,69,3,42,19,4,30,26,5,7,2,40,18,63,2,59,24,45,2,38,25,62,0,55,3,6,64,2
0,_Riverside,_0606522020,_22020,1593,225,88,132,83,139,45,45,8,75,11,5,56,23,19,84,6,5,45,46,79,5,62,33,2,26,42,9,8,5,70,28,77,5,94,57,26,5,45,54,77,2,77,10,10,79,5
0,_Riverside,_0606522024,_22024,1046,217,65,151,66,151,26,31,11,108,16,2,37,18,13,118,7,2,35,29,111,2,41,22,3,47,32,10,21,2,42,25,109,2,62,69,43,2,36,32,114,1,49,2,16,111,2
0,_Riverside,_0606522028,_22028,1407,257,64,188,54,199,31,21,7,151,4,4,32,16,11,154,6,4,27,27,135,5,34,22,6,66,45,16,9,4,36,23,133,5,53,70,65,5,29,31,134,4,45,5,9,135,5
0,_Riverside,_0606522029,_22029,894,194,45,143,37,153,27,20,7,99,16,2,25,16,13,106,12,2,24,23,97,2,25,22,9,47,33,7,9,2,33,15,97,2,45,58,41,2,30,24,94,2,43,2,8,94,3
0,_Riverside,_0606522031,_22031,1163,220,81,134,67,149,40,34,4,105,14,5,40,22,12,112,9,5,30,37,110,5,40,28,12,37,36,9,11,5,50,26,103,4,68,57,49,5,26,48,106,2,60,8,10,104,4
0,_Riverside,_0606522032,_22032,789,141,46,90,35,106,23,18,2,75,9,2,25,6,12,79,2,2,19,23,75,1,20,20,3,23,39,5,5,2,29,14,71,2,41,42,28,2,18,27,69,2,36,4,5,70,2
0,_Riverside,_0606522034,_22034,1391,310,88,210,75,226,33,40,12,161,23,1,38,22,19,175,9,2,37,38,164,1,49,23,11,65,51,15,24,1,50,27,155,2,76,86,74,4,37,44,147,1,59,4,16,151,2
0,_Riverside,_0606522036,_22036,1173,269,103,157,101,165,29,96,7,85,16,3,47,31,55,92,7,3,51,75,90,3,74,50,4,42,31,1,14,3,99,35,88,3,124,59,34,3,79,55,89,2,98,9,26,89,3
0,_Riverside,_0606522038,_22038,1537,400,120,260,83,308,57,64,4,203,19,8,65,40,31,205,11,8,84,43,198,8,73,53,15,67,86,12,24,9,80,48,193,9,125,110,91,7,64,68,194,5,110,12,11,197,8
0,_Riverside,_0606522039,_22039,1177,203,91,95,112,82,51,61,11,42,14,3,42,15,65,53,5,3,35,80,53,3,49,62,5,13,28,5,6,3,102,19,48,3,106,35,21,3,83,39,47,2,93,4,21,48,4
0,_Riverside,_0606522042,_22042,1218,241,108,121,101,132,36,79,13,77,14,3,51,28,49,80,6,2,61,61,80,3,68,55,4,35,29,3,11,3,87,38,78,3,112,45,29,2,79,49,78,0,102,14,10,77,3
0,_Riverside,_0606522045,_22045,1534,293,113,154,117,162,70,80,22,85,6,5,61,26,85,81,8,4,44,120,79,4,87,70,2,31,33,2,16,4,132,34,76,4,158,52,27,4,126,43,74,0,141,7,23,76,4
0,_Riverside,_0606522048,_22048,1350,265,87,165,76,186,41,43,13,117,19,0,49,18,28,131,7,0,50,38,119,0,58,33,6,43,49,6,14,0,55,36,111,0,85,68,47,0,49,44,114,0,73,7,15,108,1
0,_Riverside,_0606522051,_22051,1562,372,106,246,97,263,71,77,15,152,17,2,92,36,36,164,10,2,87,67,152,2,84,69,10,70,58,7,22,2,116,42,151,2,152,95,55,2,88,73,150,0,128,12,21,149,2
0,_Riverside,_0606522052,_22052,1227,381,97,268,73,297,65,51,14,178,25,13,82,29,25,187,14,12,73,44,186,13,77,47,3,73,78,8,23,13,81,51,175,10,119,117,68,14,53,82,169,2,106,8,18,175,13
0,_Riverside,_0606522053,_22053,1065,271,80,181,65,201,41,41,8,135,12,2,55,19,19,139,8,3,54,33,129,3,49,38,8,52,49,7,14,3,59,31,127,2,85,80,45,3,52,39,123,0,74,6,13,124,2
0,_Riverside,_0606522056,_22056,1163,345,112,212,96,238,47,45,15,184,27,3,63,21,19,183,20,3,64,34,190,3,57,38,13,68,69,16,26,3,64,37,186,3,96,109,79,3,46,56,183,2,89,6,9,185,3
0,_Riverside,_0606522058,_22058,1540,305,104,189,102,198,56,62,12,106,31,4,58,37,35,130,11,3,71,52,127,4,78,50,12,38,47,13,19,4,84,45,123,4,125,69,56,4,61,70,124,1,112,4,13,127,4
0,_Riverside,_0606522061,_22061,1652,336,103,222,85,239,46,48,8,175,18,5,55,29,14,180,15,6,49,44,173,7,59,36,6,79,59,14,21,7,63,32,158,6,94,85,84,7,45,54,166,3,84,2,13,162,7
0,_Riverside,_0606522062,_22062,840,174,50,119,42,131,29,20,5,92,7,3,30,13,12,89,12,3,31,22,88,3,33,18,7,37,30,7,11,3,31,24,88,3,48,49,39,3,21,34,83,1,42,7,6,86,3
0,_Riverside,_0606522064,_22064,871,160,54,100,51,108,26,20,4,75,14,1,30,7,16,93,3,1,27,22,84,1,24,21,6,34,28,4,12,1,36,15,73,1,49,45,39,1,25,28,77,1,46,4,4,84,1
0,_Riverside,_0606522065,_22065,1438,272,86,180,76,191,42,46,9,135,15,2,53,22,22,143,5,2,54,38,136,2,59,35,10,50,46,9,19,2,63,35,131,2,92,70,64,1,50,50,133,0,80,10,9,133,2
0,_Riverside,_0606522067,_22067,908,194,65,124,54,135,27,21,7,109,10,4,29,9,19,104,12,4,22,33,110,5,31,21,3,45,43,9,12,4,42,14,104,5,53,69,40,4,40,17,109,2,44,2,11,103,6
0,_Riverside,_0606522068,_22068,846,193,45,142,31,157,19,15,5,125,8,0,22,11,6,122,13,0,19,13,118,0,29,6,7,44,42,7,14,0,25,13,113,0,36,57,53,0,24,15,109,0,31,2,6,108,0
0,_Riverside,_0606522069,_22069,833,187,41,131,43,134,29,22,6,100,7,0,32,17,8,99,5,0,37,16,90,0,37,15,4,37,40,4,8,0,33,23,91,0,50,49,39,0,31,25,88,0,54,3,4,92,0
0,_Riverside,_0606522070,_22070,1557,335,90,234,87,241,39,56,6,174,27,6,53,29,17,187,13,6,62,34,189,6,51,42,9,75,66,9,33,6,61,38,177,6,90,128,58,5,55,47,174,1,74,15,12,175,5
0,_Riverside,_0606522074,_22074,874,181,46,132,37,141,34,26,7,85,6,1,31,23,14,85,7,1,42,20,87,1,40,23,2,35,30,7,9,1,40,26,77,1,61,42,40,1,31,37,79,1,53,1,13,72,1
0,_Riverside,_0606522075,_22075,1311,236,76,158,58,176,28,45,5,120,10,0,48,22,10,123,9,0,46,27,122,0,44,26,7,45,33,9,22,0,42,35,111,0,70,69,46,0,32,45,111,0,57,9,10,109,0
0,_Riverside,_0606522076,_22076,1272,235,73,154,73,156,29,32,5,127,14,3,30,26,9,132,11,3,36,26,135,3,33,27,2,58,42,12,16,3,44,19,130,2,60,67,62,3,36,29,131,2,55,2,8,129,2
0,_Riverside,_0606522077,_22077,1288,279,62,207,52,221,30,24,5,174,16,4,31,14,16,177,13,5,29,24,162,5,33,23,13,69,50,16,18,6,36,19,154,5,53,94,65,6,21,36,153,4,50,3,8,154,5
0,_Riverside,_0606522079,_22079,1508,298,107,181,91,198,50,30,12,148,26,2,48,26,19,170,8,2,41,43,145,2,52,34,12,58,58,7,17,3,54,38,139,3,87,87,58,2,49,45,143,2,73,11,11,142,2
0,_Riverside,_0606522081,_22081,862,165,52,108,31,133,35,25,1,78,11,1,31,20,11,82,7,1,32,25,77,1,39,18,7,28,30,9,10,1,41,18,74,1,56,47,30,1,26,37,73,0,51,4,7,70,1
0,_Riverside,_0606522083,_22083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606522083A,_22083A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606522084,_22084,1316,258,55,192,49,199,35,30,9,152,7,5,35,26,13,151,4,5,41,24,142,5,43,24,6,68,46,6,12,5,43,29,135,5,62,92,44,4,38,37,133,4,59,4,13,130,5
0,_Riverside,_0606522086,_22086,1058,202,52,146,44,155,25,23,4,112,17,0,28,15,11,124,5,0,30,20,108,0,32,22,6,41,49,7,19,1,35,21,107,1,50,59,56,1,20,35,109,0,48,3,5,103,0
0,_Riverside,_0606522090,_22090,1615,321,85,222,61,254,31,33,7,200,15,0,40,14,16,196,18,0,35,29,185,0,33,33,9,72,76,10,27,0,39,29,174,0,62,95,89,0,33,39,182,0,57,5,10,184,0
0,_Riverside,_0606522091,_22091,903,150,53,93,40,106,24,14,3,83,6,4,26,8,5,81,9,4,20,12,79,4,24,9,2,29,32,6,7,4,25,11,72,4,34,46,29,4,18,20,72,3,31,4,4,68,4
0,_Riverside,_0606522092,_22092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606522092A,_22092A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606522094,_22094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606522094A,_22094A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606522101,_22101,254,60,27,27,17,38,6,12,2,26,4,1,9,3,8,23,7,1,13,7,28,2,9,11,1,10,11,1,4,2,16,4,27,1,20,15,11,1,14,4,28,0,18,1,1,28,1
0,_Riverside,_0606522101A,_22101A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606522750,_22750,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606522750A,_22750A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606522800,_22800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606522800A,_22800A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606522801,_22801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606522801A,_22801A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606522802,_22802,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,_Riverside,_0606522802A,_22802A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
